D_pop,0.0194663,-0.0348981,-0.0378714,0.512257,-0.00153014,0.00852139,-0.00864801,-0.0271351,0.0029157,-0.000524437
B_pop,-0.0348981,1.155,1.17826,-15.441,0.0162609,-0.0120878,0.307153,0.935353,-0.0484175,0.00894316
Time0_pop,-0.0378714,1.17826,14.8515,-15.4841,0.0108712,0.529251,0.299488,5.70117,-0.0515107,0.00949006
omega_alpha,0.512257,-15.441,-15.4841,253.113,-0.277317,2.4929,-3.74748,-11.5107,0.734366,-0.136459
omega_D,-0.00153014,0.0162609,0.0108712,-0.277317,0.010297,-0.0179199,0.00388443,0.00413388,-0.00145186,0.00026654
omega_C,0.00852139,-0.0120878,0.529251,2.4929,-0.0179199,1.99827,0.0185487,0.571711,0.0112263,-0.00217269
omega_B,-0.00864801,0.307153,0.299488,-3.74748,0.00388443,0.0185487,0.104567,0.237321,-0.011287,0.00207674
omega_Time0,-0.0271351,0.935353,5.70117,-11.5107,0.00413388,0.571711,0.237321,9.92725,-0.0364065,0.00668137
a,0.0029157,-0.0484175,-0.0515107,0.734366,-0.00145186,0.0112263,-0.011287,-0.0364065,0.0121397,-0.00211258
b,-0.000524437,0.00894316,0.00949006,-0.136459,0.00026654,-0.00217269,0.00207674,0.00668137,-0.00211258,0.000379208
