D_pop,1,-0.232739,-0.0704344,0.230775,-0.108077,0.0432058,-0.19168,-0.061727,0.189669,-0.193025
B_pop,-0.232739,1,0.284488,-0.903081,0.149107,-0.00795663,0.883825,0.276229,-0.408891,0.427328
Time0_pop,-0.0704344,0.284488,1,-0.252548,0.0277995,0.0971514,0.240324,0.469531,-0.121313,0.126458
omega_alpha,0.230775,-0.903081,-0.252548,1,-0.171777,0.110846,-0.728425,-0.229632,0.41894,-0.440461
omega_D,-0.108077,0.149107,0.0277995,-0.171777,1,-0.124926,0.118379,0.0129297,-0.129857,0.134887
omega_C,0.0432058,-0.00795663,0.0971514,0.110846,-0.124926,1,0.0405779,0.128361,0.0720784,-0.078928
omega_B,-0.19168,0.883825,0.240324,-0.728425,0.118379,0.0405779,1,0.23293,-0.316794,0.329797
omega_Time0,-0.061727,0.276229,0.469531,-0.229632,0.0129297,0.128361,0.23293,1,-0.104872,0.108896
a,0.189669,-0.408891,-0.121313,0.41894,-0.129857,0.0720784,-0.316794,-0.104872,1,-0.984624
b,-0.193025,0.427328,0.126458,-0.440461,0.134887,-0.078928,0.329797,0.108896,-0.984624,1
