rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,0.00330597,0.237034,5,10,5522.31,1e-07,0.033,0.001,11.3545
2,1,6.58811e-05,0.244777,5,10,5507.26,1e-07,0.033,0.001,13.8684
3,1,0.00278642,0.22165,5,10,5632.67,1e-07,0.033,0.001,12.7633
4,1,0.000189527,0.264051,5,10,5188.71,1e-07,0.033,0.001,10.0787
5,1,8.04125e-05,0.248189,5,10,5523.17,1e-07,0.033,0.001,13.9997
6,1,0.00303331,0.241739,5,10,4721.71,1e-07,0.033,0.001,10.3038
7,1,20.2035,0.226442,5,10,5439.33,1e-07,0.033,0.001,10.7107
8,1,8.19088e-05,0.250451,5,10,5709.74,1e-07,0.033,0.001,13.7086
9,1,0.000240953,0.232267,5,10,5093.65,1e-07,0.033,0.001,12.6136
10,1,0.000111172,0.249928,5,10,4976.68,1e-07,0.033,0.001,13.9921
1,2,0.0132685,0.463021,5,10,5950.83,1e-07,0.033,0.001,13.999
2,2,0.0346851,0.454688,5,10,5175.87,1e-07,0.033,0.001,13.996
3,2,0.0435295,0.450958,5,10,5922.9,1e-07,0.033,0.001,13.9381
4,2,0.00862053,0.447726,5,10,5317.67,1e-07,0.033,0.001,14
5,2,0.00293009,0.447542,5,10,5668.21,1e-07,0.033,0.001,13.9856
6,2,0.00496627,0.458569,5,10,6192.41,1e-07,0.033,0.001,13.9322
7,2,1.79732,0.4644,5,10,5102.94,1e-07,0.033,0.001,13.9998
8,2,0.00165777,0.465922,5,10,6044.79,1e-07,0.033,0.001,13.9986
9,2,0.257161,0.451953,5,10,5327.7,1e-07,0.033,0.001,13.9936
10,2,0.0236683,0.446149,5,10,5496.88,1e-07,0.033,0.001,13.9998
1,3,0.000253189,0.30852,5,10,5358.95,1e-07,0.033,0.001,1.47935
2,3,0.000196001,0.307011,5,10,5264.96,1e-07,0.033,0.001,1.79328
3,3,0.000324733,0.311709,5,10,5324.93,1e-07,0.033,0.001,1.31196
4,3,0.000353087,0.310248,5,10,5243.93,1e-07,0.033,0.001,1.30022
5,3,0.00024137,0.308653,5,10,5688.46,1e-07,0.033,0.001,1.32132
6,3,0.000430793,0.301214,5,10,4644.09,1e-07,0.033,0.001,1.61746
7,3,0.000191246,0.31849,5,10,5370.37,1e-07,0.033,0.001,1.63392
8,3,0.000233361,0.31238,5,10,5168.23,1e-07,0.033,0.001,1.68681
9,3,0.000266792,0.312695,5,10,5379.59,1e-07,0.033,0.001,1.52166
10,3,0.000307356,0.307718,5,10,5593.15,1e-07,0.033,0.001,1.31427
