D_pop,1,-0.000285458,0.00490892,-0.0141504,-0.0167828,0.00134202,0.00995285,0.00832215,-0.0126703,0.0139277
B_pop,-0.000285458,1,-0.230539,-0.110387,0.00972411,-0.573103,-0.00466515,-0.248425,-0.00361006,0.00247709
Time0_pop,0.00490892,-0.230539,1,-0.00458401,-0.0132143,0.16121,0.0323953,0.345403,-0.0147267,0.0135842
omega_alpha,-0.0141504,-0.110387,-0.00458401,1,0.0122438,0.110163,-0.264649,0.0204784,0.00825504,-0.010777
omega_D,-0.0167828,0.00972411,-0.0132143,0.0122438,1,0.00226286,-0.0115991,-0.0102386,0.0731388,-0.0795104
omega_C,0.00134202,-0.573103,0.16121,0.110163,0.00226286,1,-0.131486,0.148516,0.0304893,-0.0317808
omega_B,0.00995285,-0.00466515,0.0323953,-0.264649,-0.0115991,-0.131486,1,-0.065035,0.0116342,-0.0139658
omega_Time0,0.00832215,-0.248425,0.345403,0.0204784,-0.0102386,0.148516,-0.065035,1,0.0102831,-0.0107093
a,-0.0126703,-0.00361006,-0.0147267,0.00825504,0.0731388,0.0304893,0.0116342,0.0102831,1,-0.917337
b,0.0139277,0.00247709,0.0135842,-0.010777,-0.0795104,-0.0317808,-0.0139658,-0.0107093,-0.917337,1
