rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,0.107303,0.238754,5,10,6700.11,1e-07,0.033,0.001,8.7867
2,1,5.47034e-05,0.253437,5,10,5902.19,1e-07,0.033,0.001,13.9889
3,1,0.000118727,0.257161,5,10,6795.62,1e-07,0.033,0.001,11.1738
4,1,5.17434e-05,0.245443,5,10,6394.04,1e-07,0.033,0.001,13.9611
5,1,0.00560047,0.262222,5,10,6798.55,1e-07,0.033,0.001,8.76508
6,1,0.0287955,0.282182,5,10,6759.21,1e-07,0.033,0.001,6.64243
7,1,7.15388e-05,0.260434,5,10,6641.25,1e-07,0.033,0.001,11.7962
8,1,5.80442e-05,0.265745,5,10,6420.84,1e-07,0.033,0.001,12.903
9,1,3.61266e-05,0.274421,5,10,6536.29,1e-07,0.033,0.001,13.9854
10,1,7.0381e-05,0.266553,5,10,6911.52,1e-07,0.033,0.001,11.9638
1,2,0.00235664,0.432314,5,10,6451.09,1e-07,0.033,0.001,13.9242
2,2,0.00522705,0.421218,5,10,6038.26,1e-07,0.033,0.001,13.9958
3,2,0.711678,0.441904,5,10,6798.25,1e-07,0.033,0.001,13.9989
4,2,0.0107513,0.423459,5,10,6371.76,1e-07,0.033,0.001,13.968
5,2,0.00735587,0.442449,5,10,6451.43,1e-07,0.033,0.001,13.9999
6,2,0.113351,0.427963,5,10,6945.97,1e-07,0.033,0.001,13.8539
7,2,0.0122336,0.423427,5,10,6452.66,1e-07,0.033,0.001,13.9987
8,2,0.00327692,0.43029,5,10,6907.25,1e-07,0.033,0.001,13.9993
9,2,0.000943706,0.443287,5,10,6597.2,1e-07,0.033,0.001,13.9471
10,2,0.032565,0.429972,5,10,6615.39,1e-07,0.033,0.001,13.9998
1,3,0.000146924,0.314534,5,10,6769.21,1e-07,0.033,0.001,1.22828
2,3,0.000183213,0.309115,5,10,6784.53,1e-07,0.033,0.001,1.11516
3,3,0.00015305,0.317404,5,10,6723.75,1e-07,0.033,0.001,1.32689
4,3,0.000159139,0.308899,5,10,6829.6,1e-07,0.033,0.001,1.13666
5,3,0.000215071,0.305659,5,10,6272.34,1e-07,0.033,0.001,1.15189
6,3,0.00014084,0.309895,5,10,6889.91,1e-07,0.033,0.001,1.36976
7,3,0.000182149,0.310074,5,10,6293.18,1e-07,0.033,0.001,1.326
8,3,0.000130658,0.311203,5,10,6398.37,1e-07,0.033,0.001,1.60148
9,3,0.000164383,0.308537,5,10,6412.4,1e-07,0.033,0.001,1.4446
10,3,0.000155502,0.31157,5,10,6978.09,1e-07,0.033,0.001,1.11606
