rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,4.99871e-05,0.251512,5,10,6599.99,1e-07,0.033,0.001,13.4956
2,1,0.000115176,0.220972,5,10,6861.7,1e-07,0.033,0.001,13.9994
3,1,0.000142959,0.248642,5,10,6822.44,1e-07,0.033,0.001,12.0308
4,1,5.12304e-05,0.256167,5,10,6647.61,1e-07,0.033,0.001,13.9944
5,1,0.000205734,0.243389,5,10,6494.54,1e-07,0.033,0.001,10.6818
6,1,0.00035554,0.253642,5,10,6989.35,1e-07,0.033,0.001,10.4491
7,1,6.195e-05,0.272026,5,10,6573.62,1e-07,0.033,0.001,12.0874
8,1,4.53589e-05,0.258537,5,10,6927.41,1e-07,0.033,0.001,13.9237
9,1,4.59729e-05,0.271191,5,10,6678.46,1e-07,0.033,0.001,13.9348
10,1,0.000125462,0.215591,5,10,6379.94,1e-07,0.033,0.001,12.8778
1,2,0.00308224,0.440757,5,10,6716.7,1e-07,0.033,0.001,13.9032
2,2,0.000695074,0.444616,5,10,6837.78,1e-07,0.033,0.001,13.9359
3,2,0.0348265,0.425162,5,10,6769.43,1e-07,0.033,0.001,13.8484
4,2,0.0380827,0.432951,5,10,6844.91,1e-07,0.033,0.001,13.9628
5,2,0.000990888,0.441445,5,10,6893.69,1e-07,0.033,0.001,13.933
6,2,0.00209906,0.435963,5,10,6895.65,1e-07,0.033,0.001,13.9926
7,2,0.00139566,0.441768,5,10,6612.5,1e-07,0.033,0.001,13.9235
8,2,0.00608015,0.431851,5,10,6455.49,1e-07,0.033,0.001,13.9197
9,2,0.00130799,0.433144,5,10,6685.66,1e-07,0.033,0.001,13.8473
10,2,0.000850317,0.424885,5,10,6663.79,1e-07,0.033,0.001,13.9996
1,3,0.000172117,0.306804,5,10,6571.01,1e-07,0.033,0.001,1.23468
2,3,0.00019631,0.310228,5,10,6801.39,1e-07,0.033,0.001,1.01899
3,3,0.000137201,0.308609,5,10,6600.19,1e-07,0.033,0.001,1.5527
4,3,0.000148425,0.306916,5,10,6592.54,1e-07,0.033,0.001,1.38694
5,3,0.000141483,0.311622,5,10,6466.15,1e-07,0.033,0.001,1.45709
6,3,0.000147489,0.306715,5,10,6630.9,1e-07,0.033,0.001,1.33632
7,3,0.0001111,0.316445,5,10,6775.66,1e-07,0.033,0.001,1.68887
8,3,0.000190071,0.310885,5,10,6456.48,1e-07,0.033,0.001,1.04178
9,3,0.000114462,0.315185,5,10,6823.84,1e-07,0.033,0.001,1.54185
10,3,0.000121712,0.31248,5,10,6937.61,1e-07,0.033,0.001,1.47498
