D_pop,0.380948,0.0936569,0.907272,0.244211,-0.0151555,1.01428,-0.112312,0.0248748
B_pop,0.0936569,0.0476381,0.413933,0.105791,-0.00884147,0.618868,-0.0464605,0.010262
Time0_pop,0.907272,0.413933,27.0351,1.04895,-0.0549415,14.9334,-0.456502,0.100743
omega_D,0.244211,0.105791,1.04895,0.351732,-0.0170967,1.18527,-0.126166,0.0279427
omega_B,-0.0151555,-0.00884147,-0.0549415,-0.0170967,0.00432363,-0.0959473,0.00743805,-0.00163745
omega_Time0,1.01428,0.618868,14.9334,1.18527,-0.0959473,41.033,-0.470235,0.102715
a,-0.112312,-0.0464605,-0.456502,-0.126166,0.00743805,-0.470235,0.0629189,-0.0138886
b,0.0248748,0.010262,0.100743,0.0279427,-0.00163745,0.102715,-0.0138886,0.00311862
