rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,16.8983,1.61505,5,15,9793.06,1e-07,0.033,0.001,1.57476
2,1,86.8475,1.50677,5,15,9502.22,1e-07,0.033,0.001,1.88749
3,1,608553,1.70957,5,15,12103.7,1e-07,0.033,0.001,0.91124
4,1,0.488013,1.52767,5,15,10702.2,1e-07,0.033,0.001,1.46685
5,1,0.0593938,1.58866,5,15,9734.38,1e-07,0.033,0.001,1.27981
6,1,0.0936877,1.5356,5,15,8677.31,1e-07,0.033,0.001,2.22718
7,1,12.628,1.55982,5,15,10093.1,1e-07,0.033,0.001,1.59336
8,1,0.937359,1.62346,5,15,9778.85,1e-07,0.033,0.001,1.50451
9,1,3.40581,1.55602,5,15,9503.88,1e-07,0.033,0.001,1.71462
10,1,0.832281,1.6152,5,15,10056.4,1e-07,0.033,0.001,1.51429
1,2,499.895,0.590887,5,14.4535,9724.43,1e-07,0.033,0.001,13.4505
2,2,173.681,0.569806,5,15,9464.03,1e-07,0.033,0.001,13.999
3,2,0.0192981,0.565269,5,15,13875.1,1e-07,0.033,0.001,13.8763
4,2,1401.38,0.585275,5,15,8756.49,1e-07,0.033,0.001,13.9245
5,2,77.0074,0.561793,5,15,10104.2,1e-07,0.033,0.001,13.9822
6,2,0.00290249,0.558734,5,15,9196.72,1e-07,0.033,0.001,13.9992
7,2,654932,0.57098,5,15,10125.6,1e-07,0.033,0.001,14
8,2,0.0709936,0.564731,5,15,9459.63,1e-07,0.033,0.001,14
9,2,6.32379,0.556977,5,15,9298.11,1e-07,0.033,0.001,14
10,2,0.0833591,0.56378,5,15,8959.75,1e-07,0.033,0.001,13.9664
1,3,3.45895,0.487947,5,15,9843.68,1e-07,0.033,0.001,10.9984
2,3,0.000105556,0.604059,5,1,10087.6,1e-07,0.033,0.001,13.9993
3,3,0.000798724,0.595302,5,1,9598.79,1e-07,0.033,0.001,13.494
4,3,992.509,0.432977,5,15,9472.38,1e-07,0.033,0.001,13.9164
5,3,3.80795e-05,0.646726,5,1,9505.23,1e-07,0.033,0.001,13.6981
6,3,0.00102632,0.608313,5,1,11919.9,1e-07,0.033,0.001,13.9906
7,3,338979,0.517259,5,15,10774.2,1e-07,0.033,0.001,9.54511
8,3,0.471955,0.582338,5,1,10602.7,1e-07,0.033,0.001,13.9957
9,3,0.135599,0.598582,5,1,10334.6,1e-07,0.033,0.001,13.8157
10,3,0.0214606,0.456187,5,15,11638.1,1e-07,0.033,0.001,13.2844
1,4,0.00771977,1.593,5,15,10530.8,1e-07,0.033,0.001,0.03763
2,4,0.00410699,1.56021,5,15,9977.54,1e-07,0.033,0.001,0.48614
3,4,9555.92,1.60958,5,15,8086.94,1e-07,0.033,0.001,1.12729
4,4,0.0356196,1.53997,5,15,9670.97,1e-07,0.033,0.001,0.235378
5,4,0.596269,1.65965,5,15,10077.5,1e-07,0.033,0.001,0.0237531
6,4,2.39922,1.72152,5,15,9134.2,1e-07,0.033,0.001,0.3565
7,4,6.40943,1.57636,5,15,10172.2,1e-07,0.033,0.001,0.516085
8,4,7.97437e+06,1.68256,5,15,11331.5,1e-07,0.033,0.001,0.00148514
9,4,14.198,1.6457,5,14.4573,11004.5,1e-07,0.033,0.001,0.00385126
10,4,0.00588515,1.57503,5,15,8739.11,1e-07,0.033,0.001,0.89133
