D_pop,0.0705185,4.72776e-06,0.0233976,-0.0597985,-0.000990532,-1.61534,1.53347e-06,0.0345083,-0.000263003,7.47512e-05
B_pop,4.72776e-06,1.28809e-07,0.000346054,-0.00129832,-3.28429e-06,-0.0523482,3.85159e-08,0.000370958,9.95434e-07,-1.78274e-07
Time0_pop,0.0233976,0.000346054,16.7804,-5.44399,-0.0312658,-212.962,0.000234962,8.70065,-0.0127219,0.00348406
omega_alpha,-0.0597985,-0.00129832,-5.44399,57.1523,0.0427504,613.426,-0.000517332,-5.45196,-0.00438752,1.87597e-05
omega_D,-0.000990532,-3.28429e-06,-0.0312658,0.0427504,0.0364693,1.83047,-2.16617e-06,-0.0409834,0.00103899,-0.000281949
omega_C,-1.61534,-0.0523482,-212.962,613.426,1.83047,43990.9,-0.025695,-267.379,0.0651881,-0.0593715
omega_B,1.53347e-06,3.85159e-08,0.000234962,-0.000517332,-2.16617e-06,-0.025695,2.89392e-08,0.00034351,-6.07112e-07,1.86266e-07
omega_Time0,0.0345083,0.000370958,8.70065,-5.45196,-0.0409834,-267.379,0.00034351,21.8943,-0.00914457,0.00255657
a,-0.000263003,9.95434e-07,-0.0127219,-0.00438752,0.00103899,0.0651881,-6.07112e-07,-0.00914457,0.00557576,-0.00126753
b,7.47512e-05,-1.78274e-07,0.00348406,1.87597e-05,-0.000281949,-0.0593715,1.86266e-07,0.00255657,-0.00126753,0.000342314
