rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,0.0130717,1.48888,5,15,8669.85,1e-07,0.033,0.001,1.39407
2,1,7.95803,1.60206,5,15,8669.92,1e-07,0.033,0.001,1.234
3,1,1.44848e+06,1.62701,5,15,8669.93,1e-07,0.033,0.001,1.07513
4,1,212295,1.54285,5,15,8669.9,1e-07,0.033,0.001,1.29236
5,1,1889.56,1.6098,5,15,8669.79,1e-07,0.033,0.001,1.22347
6,1,1.85159,1.49584,5,15,8669.89,1e-07,0.033,0.001,1.43812
7,1,138.657,1.46327,5,14.9773,8669.93,1e-07,0.033,0.001,1.36664
8,1,2914.9,1.53793,5,15,8669.87,1e-07,0.033,0.001,1.30102
9,1,0.0162271,1.53453,5,14.9451,8670.1,1e-07,0.033,0.001,1.46569
10,1,0.00326436,1.56677,5,14.9948,8669.81,1e-07,0.033,0.001,1.50398
1,2,0.12112,0.558539,5,15,8669.74,1e-07,0.033,0.001,13.9909
2,2,3.65313,0.533602,5,15,8669.91,1e-07,0.033,0.001,13.961
3,2,1051.6,0.559349,5,15,8669.82,1e-07,0.033,0.001,13.9767
4,2,2877.51,0.563576,5,15,8669.88,1e-07,0.033,0.001,13.7539
5,2,0.730067,0.563744,5,15,8669.8,1e-07,0.033,0.001,13.8416
6,2,2.75613,0.567997,5,15,8669.98,1e-07,0.033,0.001,13.8878
7,2,21.2027,0.559675,5,15,8669.65,1e-07,0.033,0.001,13.9998
8,2,21.4528,0.553477,5,15,8669.87,1e-07,0.033,0.001,14
9,2,1999.65,0.566098,5,15,8669.79,1e-07,0.033,0.001,13.9991
10,2,163.264,0.56727,5,15,8669.96,1e-07,0.033,0.001,13.7607
1,3,0.00170014,0.59366,5,1.00021,8669.76,1e-07,0.033,0.001,13.9967
2,3,387575,0.426593,5,15,8670.16,1e-07,0.033,0.001,13.9007
3,3,0.0277676,0.571766,5,1,8669.92,1e-07,0.033,0.001,13.9252
4,3,10.7617,0.576847,5,1,8669.87,1e-07,0.033,0.001,13.9928
5,3,2091.32,0.565726,5,1.22922,8669.92,1e-07,0.033,0.001,14
6,3,0.0242765,0.616134,5,1.01566,8669.72,1e-07,0.033,0.001,12.5567
7,3,332.387,0.596765,5,15,8669.96,1e-07,0.033,0.001,7.60083
8,3,0.001178,0.578652,5,1,8669.57,1e-07,0.033,0.001,13.7252
9,3,41.5157,0.584648,5,1,8669.9,1e-07,0.033,0.001,13.9124
10,3,0.00401595,0.570488,5,1,8669.82,1e-07,0.033,0.001,13.9999
1,4,0.00510939,1.36718,5,15,8669.43,1e-07,0.033,0.001,0.0733519
2,4,0.0162231,1.74642,5,15,8670,1e-07,0.033,0.001,0.05547
3,4,0.335939,1.51797,5,15,8669.99,1e-07,0.033,0.001,0.00100291
4,4,0.00149478,1.53884,5,15,8669.64,1e-07,0.033,0.001,0.444894
5,4,3.2795,1.45708,5,15,8669.99,1e-07,0.033,0.001,0.382076
6,4,0.167142,1.44954,5,15,8669.69,1e-07,0.033,0.001,0.0951575
7,4,10.0121,1.6989,5,15,8669.55,1e-07,0.033,0.001,0.119965
8,4,41.8341,1.56857,5,15,8669.84,1e-07,0.033,0.001,0.0138989
9,4,0.00222441,1.56362,5,15,8669.6,1e-07,0.033,0.001,0.464527
10,4,0.023583,1.74954,5,15,8669.71,1e-07,0.033,0.001,0.0166891
