rep,id,eta_alpha,eta_D,eta_E,eta_C,eta_B,eta_ECLIPSE0,eta_BUD0,eta_ep,eta_Time0
1,1,5.58028,0.462389,0,82.2614,-1.23834e-06,0,0,0,-3.09825
2,1,11.9918,0.535654,0,21.4997,6.69067e-06,0,0,0,-3.23293
3,1,24.1036,0.551108,0,32.5018,8.17443e-06,0,0,0,-3.38323
4,1,22.1833,0.497999,0,33.6889,4.06353e-06,0,0,0,-3.1821
5,1,17.4617,0.540477,0,21.3855,-7.81976e-06,0,0,0,-3.24233
6,1,10.5336,0.467053,0,59.9673,2.73223e-06,0,0,0,-3.06362
7,1,14.8496,0.445039,0,5.83478,7.66905e-06,0,0,0,-3.12031
8,1,17.8952,0.494804,0,22.6157,1.30572e-06,0,0,0,-3.17473
9,1,5.79652,0.49259,0,4.94903,2.70333e-05,0,0,0,-3.04242
10,1,4.19289,0.513379,0,7.31716,-6.47273e-06,0,0,0,-3.01356
1,2,7.80661,-0.518067,0,20.5879,-1.40914e-05,0,0,0,6.44528
2,2,11.2132,-0.563741,0,89.6216,5.52013e-06,0,0,0,4.98538
3,2,16.8757,-0.516616,0,103.2,-5.40016e-06,0,0,0,5.50192
4,2,17.8823,-0.509088,0,18.2518,2.24339e-06,0,0,0,3.1275
5,2,9.60297,-0.508791,0,17.615,-7.36015e-06,0,0,0,3.57471
6,2,10.9314,-0.501275,0,35.9922,1.32919e-05,0,0,0,3.92254
7,2,12.9717,-0.516034,0,25.8233,-2.45019e-05,0,0,0,10.3001
8,2,12.9834,-0.52717,0,15.6803,7.26325e-07,0,0,0,12.2524
9,2,17.5183,-0.504624,0,58.8036,-8.67366e-06,0,0,0,8.80623
10,2,15.013,-0.502555,0,16.174,1.13791e-05,0,0,0,3.15638
1,3,3.54054,-0.457083,0,-11.678,-1.12436e-05,0,0,0,7.45214
2,3,22.7853,-0.787561,0,21.2149,3.46545e-05,0,0,0,4.04592
3,3,6.3337,-0.494661,0,-58.56,6.28732e-06,0,0,0,4.33035
4,3,12.2936,-0.485814,0,-62.3072,8.34505e-07,0,0,0,6.68056
5,3,17.5631,-0.505281,0,-4.68341,6.09591e-06,0,0,0,11.8569
6,3,6.19934,-0.419926,0,-7.38211,-1.59131e-05,0,0,0,1.26767
7,3,15.7239,-0.451868,0,83.9583,1.16608e-05,0,0,0,-0.723636
8,3,3.17365,-0.482689,0,-34.7301,-3.36506e-05,0,0,0,3.01512
9,3,13.6437,-0.47238,0,-32.2148,4.5086e-06,0,0,0,4.17172
10,3,4.40011,-0.496898,0,-61.1145,-4.81356e-06,0,0,0,10.7683
1,4,4.64091,0.377114,0,66.5246,-4.94695e-05,0,0,0,-6.15561
2,4,5.79627,0.621935,0,23.6489,1.54979e-05,0,0,0,-6.44079
3,4,8.82676,0.481737,0,48.2992,1.42758e-05,0,0,0,-16.2804
4,4,3.41181,0.495395,0,18.9033,-2.5143e-05,0,0,0,-4.31453
5,4,11.1053,0.4408,0,17.0303,1.46314e-05,0,0,0,-4.47174
6,4,8.12867,0.435614,0,17.3163,-2.00007e-05,0,0,0,-5.89062
7,4,12.2214,0.594347,0,58.3053,-3.55386e-05,0,0,0,-5.65497
8,4,13.6513,0.514529,0,32.7022,-2.30988e-06,0,0,0,-7.88427
9,4,3.80932,0.511371,0,41.7363,-3.00804e-05,0,0,0,-4.2698
10,4,6.17036,0.623719,0,23.0094,-1.77296e-05,0,0,0,-7.68825
