rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,4.99091e-05,0.255171,5,10,7458.01,1e-07,0.033,0.001,13.3382
2,1,0.000130031,0.255512,5,10,7808.57,1e-07,0.033,0.001,11.219
3,1,4.85275e-05,0.24783,5,10,7329.2,1e-07,0.033,0.001,13.9979
4,1,3.99933e-05,0.271131,5,10,7610.03,1e-07,0.033,0.001,13.9968
5,1,0.00230386,0.229172,5,10,7439.33,1e-07,0.033,0.001,10.6781
6,1,3.77521e-05,0.263578,5,10,7782.01,1e-07,0.033,0.001,13.9992
7,1,4.70043e-05,0.26464,5,10,7431.91,1e-07,0.033,0.001,13.8845
8,1,4.0864e-05,0.248647,5,10,7717.05,1e-07,0.033,0.001,13.9503
9,1,5.49885e-05,0.257502,5,10,7298.45,1e-07,0.033,0.001,13.8993
10,1,0.000221867,0.221443,5,10,7332.02,1e-07,0.033,0.001,11.2652
1,2,0.00228382,0.437743,5,10,7527.08,1e-07,0.033,0.001,13.8842
2,2,0.00105666,0.443371,5,10,7652.94,1e-07,0.033,0.001,13.9635
3,2,0.00743211,0.424559,5,10,7655.43,1e-07,0.033,0.001,13.9301
4,2,0.102936,0.425531,5,10,7693.11,1e-07,0.033,0.001,13.9897
5,2,0.000851408,0.441463,5,10,7303.12,1e-07,0.033,0.001,13.9517
6,2,0.00155874,0.433414,5,10,7661.88,1e-07,0.033,0.001,14
7,2,0.00110093,0.441227,5,10,7505.29,1e-07,0.033,0.001,13.9268
8,2,0.0011914,0.441743,5,10,7363.46,1e-07,0.033,0.001,13.9969
9,2,0.00114378,0.432224,5,10,7437.84,1e-07,0.033,0.001,13.8911
10,2,0.000915951,0.425822,5,10,7511,1e-07,0.033,0.001,13.9809
1,3,0.000137499,0.30766,5,10,7620.06,1e-07,0.033,0.001,1.20066
2,3,0.000127274,0.302072,5,10,7445.49,1e-07,0.033,0.001,1.41639
3,3,0.000101426,0.313292,5,10,7690.94,1e-07,0.033,0.001,1.60011
4,3,0.0001146,0.31021,5,10,7695.06,1e-07,0.033,0.001,1.47587
5,3,0.000131627,0.314806,5,10,7517.19,1e-07,0.033,0.001,1.23272
6,3,0.000123242,0.309566,5,10,7650.4,1e-07,0.033,0.001,1.35196
7,3,0.00010442,0.317771,5,10,7617.25,1e-07,0.033,0.001,1.65299
8,3,0.000155454,0.311584,5,10,7298.73,1e-07,0.033,0.001,1.08889
9,3,0.000104673,0.316206,5,10,7600.36,1e-07,0.033,0.001,1.57899
10,3,0.000104587,0.309454,5,10,7751.14,1e-07,0.033,0.001,1.54496
