rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,21142,1.6925,5,10,7455.33,1e-07,0.033,0.001,2.35299
2,1,0.00243959,1.68308,5,10,7388.22,1e-07,0.033,0.001,2.56632
3,1,0.255807,1.65559,5,10,7366.46,1e-07,0.033,0.001,2.5117
4,1,0.00299976,1.60495,5,10,7465.7,1e-07,0.033,0.001,2.67884
5,1,1.00861e+07,1.74255,5,10,7336.97,1e-07,0.033,0.001,2.50073
6,1,0.00145287,1.73821,5,10,7360.62,1e-07,0.033,0.001,3.05611
7,1,0.0238383,1.69895,5,10,7363.63,1e-07,0.033,0.001,2.30802
8,1,0.247383,1.72352,5,10,7422.36,1e-07,0.033,0.001,2.5401
9,1,12.8471,1.68865,5,10,7462.46,1e-07,0.033,0.001,2.54121
10,1,1.59546,1.67997,5,10,7393.41,1e-07,0.033,0.001,2.45575
1,2,265066,0.627423,5,10,7358.38,1e-07,0.033,0.001,13.996
2,2,0.199919,0.6091,5,10,7406.17,1e-07,0.033,0.001,13.99
3,2,0.0962,0.617931,5,10,7334.97,1e-07,0.033,0.001,13.3696
4,2,2.55309,0.617939,5,10,7377.09,1e-07,0.033,0.001,13.5122
5,2,0.00236718,0.626086,5,10,7365.41,1e-07,0.033,0.001,13.8166
6,2,757.651,0.609652,5,10,7416.59,1e-07,0.033,0.001,13.9482
7,2,0.00188783,0.620873,5,10,7378.11,1e-07,0.033,0.001,13.9995
8,2,0.00186332,0.606605,5,10,7293.89,1e-07,0.033,0.001,13.9911
9,2,2.458,0.608787,5,10,7393.06,1e-07,0.033,0.001,13.9949
10,2,1445.02,0.614495,5,10,7533.68,1e-07,0.033,0.001,13.6724
1,3,0.000250453,0.50974,5,10,7410.69,1e-07,0.033,0.001,13.3905
2,3,0.0048082,0.461501,5,10,7345.05,1e-07,0.033,0.001,13.9285
3,3,24.5048,0.483597,5,10,7421.15,1e-07,0.033,0.001,12.8362
4,3,19.2302,0.458604,5,10,7336.37,1e-07,0.033,0.001,13.8662
5,3,0.00477613,0.489984,5,10,7357.15,1e-07,0.033,0.001,11.7974
6,3,0.126228,0.488843,5,10,7369.73,1e-07,0.033,0.001,12.1907
7,3,9.62498e-05,0.514767,5,10,7418.74,1e-07,0.033,0.001,13.9292
8,3,4.05088e+07,0.461047,5,10,7518.98,1e-07,0.033,0.001,13.3765
9,3,17.7235,0.542357,5,10,7413.4,1e-07,0.033,0.001,11.0228
10,3,0.0270356,0.446995,5,10,7393.28,1e-07,0.033,0.001,13.9135
1,4,0.0211691,1.68722,5,10,7382.83,1e-07,0.033,0.001,1.14905
2,4,0.285518,1.88595,5,10,7398.47,1e-07,0.033,0.001,1.01429
3,4,0.5934,1.61898,5,10,7396.97,1e-07,0.033,0.001,1.56598
4,4,0.0598368,1.8269,5,10,7524.11,1e-07,0.033,0.001,0.865371
5,4,98.1144,1.56667,5,10,7340.09,1e-07,0.033,0.001,1.5125
6,4,3.92747,1.91199,5,10,7309.77,1e-07,0.033,0.001,0.922071
7,4,0.0914028,1.82731,5,10,7383.37,1e-07,0.033,0.001,1.21999
8,4,15689.1,1.74501,5,10,7467.09,1e-07,0.033,0.001,1.22076
9,4,1.66121,1.76654,5,10,7353.06,1e-07,0.033,0.001,1.3679
10,4,0.0111336,1.77485,5,10,7486.09,1e-07,0.033,0.001,1.15809
