rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,0.00161045,0.238443,5,10,6886.13,1e-07,0.033,0.001,12.0452
2,1,6.02989e-05,0.248948,5,10,6897.3,1e-07,0.033,0.001,13.9634
3,1,0.0023808,0.225246,5,10,7744.04,1e-07,0.033,0.001,12.4302
4,1,0.00437315,0.22732,5,10,6693.58,1e-07,0.033,0.001,11.2553
5,1,7.48838e-05,0.247254,5,10,6792.5,1e-07,0.033,0.001,13.9999
6,1,0.000122994,0.237447,5,10,6482.94,1e-07,0.033,0.001,12.9137
7,1,0.00122556,0.218424,5,10,7027.7,1e-07,0.033,0.001,12.3169
8,1,0.00015059,0.232864,5,10,7466.16,1e-07,0.033,0.001,13.9494
9,1,7.54977e-05,0.248314,5,10,6622.89,1e-07,0.033,0.001,13.9999
10,1,6.01492e-05,0.257649,5,10,6605.9,1e-07,0.033,0.001,13.9998
1,2,0.0137533,0.443372,5,10,7228.87,1e-07,0.033,0.001,13.9937
2,2,0.0140877,0.459544,5,10,6622.22,1e-07,0.033,0.001,13.9625
3,2,0.0210883,0.453354,5,10,7447.07,1e-07,0.033,0.001,13.9511
4,2,0.000709706,0.456099,5,10,6920.64,1e-07,0.033,0.001,13.9981
5,2,0.00207056,0.448532,5,10,7218.34,1e-07,0.033,0.001,13.9844
6,2,0.0136385,0.459246,5,10,7112.9,1e-07,0.033,0.001,13.936
7,2,3.64777,0.468214,5,10,6845.59,1e-07,0.033,0.001,13.9979
8,2,0.00161797,0.466282,5,10,7517.83,1e-07,0.033,0.001,13.9976
9,2,0.16291,0.436089,5,10,6927.13,1e-07,0.033,0.001,13.9951
10,2,0.00837983,0.452861,5,10,7207.26,1e-07,0.033,0.001,13.9997
1,3,0.00026581,0.309483,5,10,6868.98,1e-07,0.033,0.001,1.35039
2,3,0.000326641,0.304799,5,10,6312.09,1e-07,0.033,0.001,1.48405
3,3,0.000259538,0.312556,5,10,6929.77,1e-07,0.033,0.001,1.33038
4,3,0.000261422,0.31161,5,10,6741.14,1e-07,0.033,0.001,1.40869
5,3,0.000191107,0.31276,5,10,7355.78,1e-07,0.033,0.001,1.40818
6,3,0.000202729,0.302969,5,10,6966.17,1e-07,0.033,0.001,1.52716
7,3,0.000348141,0.314073,5,10,6295.71,1e-07,0.033,0.001,1.4409
8,3,0.000272069,0.311696,5,10,6994.44,1e-07,0.033,0.001,1.32028
9,3,0.00030483,0.312219,5,10,6593.64,1e-07,0.033,0.001,1.48131
10,3,0.00023236,0.311795,5,10,6686.35,1e-07,0.033,0.001,1.35701
