rep,id,eta_alpha,eta_D,eta_E,eta_C,eta_B,eta_ECLIPSE0,eta_BUD0,eta_ep,eta_Time0
1,1,2.06053,-0.25061,0,-1.51801,-0.00154926,0,0,0,0.693113
2,1,2.90518,-0.283687,0,-1.49002,-0.000774131,0,0,0,2.68679
3,1,2.89355,-0.273404,0,0.0809329,0.0004897,0,0,0,-2.83647
4,1,2.03224,-0.261978,0,-1.33244,-4.22703e-05,0,0,0,4.10046
5,1,1.91955,-0.106976,0,-3.34958,0.00179097,0,0,0,9.66704
6,1,4.19419,-0.320112,0,-0.641502,0.000792001,0,0,0,3.50357
7,1,0.414268,-0.199933,0,0.13715,-0.000451146,0,0,0,-2.0497
8,1,0.909643,-0.244599,0,-1.72563,-0.00251374,0,0,0,8.88788
9,1,7.02148,-0.123459,0,-0.674332,0.000205303,0,0,0,-3.15582
10,1,2.68404,-0.216622,0,-1.69688,0.00023314,0,0,0,-1.60676
1,2,4.74705,0.310903,0,1.49739,0.00224777,0,0,0,2.51903
2,2,4.1925,0.295173,0,2.08616,0.00191404,0,0,0,3.12804
3,2,4.74693,0.311825,0,1.39528,0.000464699,0,0,0,2.39169
4,2,3.92993,0.306759,0,3.67771,-0.00105084,0,0,0,9.7609
5,2,4.5237,0.296768,0,1.3954,0.000475333,0,0,0,6.83137
6,2,6.41374,0.295057,0,2.25336,-0.00019524,0,0,0,-0.473371
7,2,5.86579,0.288782,0,3.98532,0.000511851,0,0,0,1.1045
8,2,4.01063,0.274167,0,1.60905,-0.000466939,0,0,0,7.71729
9,2,5.41895,0.319039,0,2.4204,0.00154513,0,0,0,6.32413
10,2,5.61594,0.29206,0,0.937968,-0.000215586,0,0,0,3.00912
1,3,1.9321,-0.0754216,0,2.00959,-4.92512e-05,0,0,0,-6.51143
2,3,1.3151,-0.0464877,0,0.37713,-7.42465e-05,0,0,0,-6.28296
3,3,1.53648,-0.0544159,0,0.99793,-0.000143859,0,0,0,-6.24805
4,3,1.56231,-0.0373957,0,0.480438,-0.00075398,0,0,0,-6.36816
5,3,1.88805,-0.0387241,0,0.276321,-0.00108614,0,0,0,-6.64866
6,3,1.25843,-0.0266014,0,0.0528321,-0.000611206,0,0,0,-6.1936
7,3,1.38399,-0.0176803,0,-0.355232,-0.00131896,0,0,0,-6.37112
8,3,1.5498,-0.0814114,0,1.63049,0.000579661,0,0,0,-6.21898
9,3,1.58763,-0.0790289,0,1.44146,-0.000492178,0,0,0,-6.23211
10,3,1.43163,-0.0373339,0,-0.0927228,-0.000546255,0,0,0,-6.29067
