rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,0.000241911,2.16431,5,10,6952.34,1e-07,0.033,0.001,13.5193
2,1,0.219728,1.70266,5,10,6947.42,1e-07,0.033,0.001,4.40028
3,1,0.262195,1.58787,5,10,6947.6,1e-07,0.033,0.001,4.07611
4,1,0.00409245,1.62287,5,10,6949.63,1e-07,0.033,0.001,4.38437
5,1,2.07665,1.5815,5,10,6950.78,1e-07,0.033,0.001,4.19092
6,1,0.0564087,1.72996,5,10,6948.12,1e-07,0.033,0.001,4.29127
7,1,0.00709959,1.71748,5,10,6950.2,1e-07,0.033,0.001,4.43726
8,1,0.585182,1.61216,5,10,6948.87,1e-07,0.033,0.001,4.24033
9,1,41.9603,1.67503,5,10,6951.11,1e-07,0.033,0.001,4.35664
10,1,84.2999,1.61224,5,10,6946.63,1e-07,0.033,0.001,4.21167
1,2,6.72974e+06,0.61097,5,10,6947.57,1e-07,0.033,0.001,13.9962
2,2,0.1386,0.618826,5,10,6949.82,1e-07,0.033,0.001,13.9755
3,2,0.00821983,0.634268,5,10,6947.17,1e-07,0.033,0.001,13.5619
4,2,0.622744,0.605345,5,10,6948.46,1e-07,0.033,0.001,13.8738
5,2,0.0310691,0.630669,5,10,6948.52,1e-07,0.033,0.001,13.7265
6,2,39366.8,0.61959,5,10,6949.95,1e-07,0.033,0.001,13.8039
7,2,0.053891,0.603558,5,10,6948.74,1e-07,0.033,0.001,13.9977
8,2,9.92948,0.610777,5,10,6949.17,1e-07,0.033,0.001,13.9532
9,2,8.51129,0.617392,5,10,6951.95,1e-07,0.033,0.001,13.9893
10,2,386.31,0.614912,5,10,6951.03,1e-07,0.033,0.001,13.8042
1,3,0.000154459,0.498828,5,10,6948.53,1e-07,0.033,0.001,13.6226
2,3,0.00427083,0.543525,5,10,6948.05,1e-07,0.033,0.001,10.9927
3,3,0.00463224,0.469121,5,10,6951.17,1e-07,0.033,0.001,13.9663
4,3,0.0908489,0.473262,5,10,6947.16,1e-07,0.033,0.001,13.314
5,3,0.207817,0.57214,5,10,6948.32,1e-07,0.033,0.001,9.83719
6,3,0.00362307,0.459663,5,10,6948.08,1e-07,0.033,0.001,13.3831
7,3,0.0231621,0.638194,5,10,6949.89,1e-07,0.033,0.001,8.22689
8,3,817.253,0.493027,5,10,6952.89,1e-07,0.033,0.001,12.5515
9,3,542.923,0.516477,5,10,6949.48,1e-07,0.033,0.001,12.0265
10,3,0.000127127,0.565068,5,10,6949.27,1e-07,0.033,0.001,12.8258
1,4,0.863292,1.73735,5,10,6949.88,1e-07,0.033,0.001,2.90049
2,4,0.922245,1.67986,5,10,6949.87,1e-07,0.033,0.001,3.2166
3,4,0.00190443,1.65127,5,10,6948.54,1e-07,0.033,0.001,3.25214
4,4,5.76493,1.68179,5,10,6952.7,1e-07,0.033,0.001,2.95653
5,4,2.51822,1.70082,5,10,6948.86,1e-07,0.033,0.001,2.99771
6,4,2.93656,1.63904,5,10,6949.28,1e-07,0.033,0.001,2.87225
7,4,0.035669,1.82022,5,10,6949.3,1e-07,0.033,0.001,3.16297
8,4,0.0212629,1.9632,5,10,6950.09,1e-07,0.033,0.001,3.5933
9,4,7.89456,1.81728,5,10,6946.25,1e-07,0.033,0.001,3.23478
10,4,0.00961384,1.66675,5,10,6951.4,1e-07,0.033,0.001,2.9509
