rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,0.000145167,0.28018,5,3.97288,6908.44,1e-07,0.033,0.001,13.9394
2,1,0.00205099,0.253228,5,7.84812,6925.7,1e-07,0.033,0.001,11.2814
3,1,0.000196522,0.256384,5,4.3629,6907.83,1e-07,0.033,0.001,12.7861
4,1,0.000534023,0.245308,5,4.60846,6941.33,1e-07,0.033,0.001,13.9973
5,1,0.0158795,0.276249,5,1.96126,6949.76,1e-07,0.033,0.001,14
6,1,0.00021196,0.21336,5,12.5562,6939.72,1e-07,0.033,0.001,13.9828
7,1,9.6835e-05,0.269148,5,10.9148,6925.34,1e-07,0.033,0.001,11.1865
8,1,8.00909e-05,0.245951,5,8.00021,6914.99,1e-07,0.033,0.001,13.9933
9,1,0.00278207,0.236031,5,6.38615,6920.98,1e-07,0.033,0.001,14
10,1,6.7013e-05,0.262857,5,9.652,6924.63,1e-07,0.033,0.001,13.9968
1,2,0.00324792,0.445907,5,12.4862,6952.34,1e-07,0.033,0.001,13.4039
2,2,0.00121976,0.438485,5,14.4025,6941.66,1e-07,0.033,0.001,13.9996
3,2,0.0056411,0.436867,5,13.7928,6946.21,1e-07,0.033,0.001,13.7328
4,2,0.000749245,0.439201,5,14.9641,6919.24,1e-07,0.033,0.001,13.9999
5,2,0.00996074,0.430336,5,14.0182,6937.36,1e-07,0.033,0.001,14
6,2,0.0473245,0.435257,5,14.5229,6929.59,1e-07,0.033,0.001,13.9192
7,2,0.0302462,0.430106,5,14.6115,6938.16,1e-07,0.033,0.001,13.973
8,2,0.00424676,0.428508,5,13.9345,6925.2,1e-07,0.033,0.001,14
9,2,0.0396806,0.446774,5,14.2329,6953.84,1e-07,0.033,0.001,13.9843
10,2,0.0037654,0.4389,5,14.0037,6929.86,1e-07,0.033,0.001,13.9989
1,3,0.000355422,0.290771,5,14.9482,6921.18,1e-07,0.033,0.001,1.47022
2,3,0.000175362,0.315179,5,10.5993,6930,1e-07,0.033,0.001,1.49091
3,3,0.000378881,0.320614,5,8.64938,6918.98,1e-07,0.033,0.001,0.870477
4,3,0.000245676,0.30257,5,13.6993,6928.05,1e-07,0.033,0.001,1.5413
5,3,0.000202091,0.316766,5,9.69821,6911.26,1e-07,0.033,0.001,1.28668
6,3,0.000270682,0.314441,5,10.6272,6914.94,1e-07,0.033,0.001,1.22542
7,3,0.000215298,0.323381,5,8.17622,6944.4,1e-07,0.033,0.001,1.19005
8,3,0.000343348,0.292361,5,14.0216,6926.54,1e-07,0.033,0.001,1.34206
9,3,0.000222431,0.311275,5,10.974,6946.36,1e-07,0.033,0.001,1.41005
10,3,0.000200263,0.308519,5,11.2769,6930.56,1e-07,0.033,0.001,1.61369
