rep,id,eta_alpha,eta_D,eta_E,eta_C,eta_B,eta_ECLIPSE0,eta_BUD0,eta_ep,eta_Time0
1,1,1.07996,-0.139377,0,-1.89861,-0.00315278,0,0,0,0.24777
2,1,3.72815,-0.240521,0,-0.631186,-0.000658368,0,0,0,-3.76778
3,1,1.38285,-0.228133,0,-1.73933,-0.00324233,0,0,0,-2.8363
4,1,2.38251,-0.272296,0,-1.6455,0.00159571,0,0,0,3.34477
5,1,5.77486,-0.153509,0,-3.19522,0.00280996,0,0,0,13.9071
6,1,1.45848,-0.411829,0,0.965873,0.00136472,0,0,0,1.50704
7,1,0.675084,-0.179548,0,0.298865,-0.000710507,0,0,0,-3.81057
8,1,0.485238,-0.269679,0,-0.587727,-0.00220571,0,0,0,2.45604
9,1,4.03303,-0.310847,0,-1.05733,-0.0013398,0,0,0,8.97358
10,1,0.306963,-0.203202,0,-0.106719,-0.000813279,0,0,0,3.191
1,2,4.18785,0.3253,0,0.93155,0.00318178,0,0,0,-2.07791
2,2,3.20848,0.308514,0,2.52264,0.00164316,0,0,0,5.21025
3,2,4.73991,0.304818,0,1.77279,0.00229878,0,0,0,-1.25132
4,2,2.72114,0.310146,0,5.37644,-0.00159134,0,0,0,6.5163
5,2,5.30848,0.289755,0,1.9969,0.00102443,0,0,0,7.37903
6,2,6.86686,0.301125,0,2.7566,-9.66413e-05,0,0,0,-0.0418328
7,2,6.4192,0.289221,0,2.96849,0.00113981,0,0,0,1.05887
8,2,4.45599,0.285498,0,1.9087,-0.000730937,0,0,0,9.65954
9,2,6.69069,0.327242,0,2.26001,0.00339715,0,0,0,1.59842
10,2,4.33569,0.309461,0,1.98113,-5.72011e-05,0,0,0,4.27251
1,3,1.97538,-0.102275,0,5.00716,-0.00131065,0,0,0,-7.33413
2,3,1.26893,-0.0216686,0,0.19215,-3.7287e-05,0,0,0,-7.31849
3,3,2.0393,-0.00457153,0,-0.401715,-0.00162957,0,0,0,-7.90548
4,3,1.60609,-0.0624978,0,1.69084,-0.000319174,0,0,0,-7.28119
5,3,1.4108,-0.0166487,0,-0.0927144,-0.0027453,0,0,0,-7.48211
6,3,1.70302,-0.0240133,0,0.201397,-0.00221289,0,0,0,-7.53574
7,3,1.4741,0.00402141,0,-0.537427,0.00203848,0,0,0,-7.56782
8,3,1.94082,-0.09682,0,2.0007,-0.000536542,0,0,0,-7.43557
9,3,1.50669,-0.034133,0,0.319407,0.0023206,0,0,0,-7.38073
10,3,1.40171,-0.0430281,0,0.42756,4.40129e-05,0,0,0,-7.22944
