rep,id,eta_alpha,eta_D,eta_E,eta_C,eta_B,eta_ECLIPSE0,eta_BUD0,eta_ep,eta_Time0
1,1,9.87155,0.494504,0,9.25234,-1.29731e-06,0,0,0,-3.36279
2,1,7.63051,0.505357,0,68.5821,-7.33043e-06,0,0,0,-3.40205
3,1,10.601,0.45151,0,267.601,7.24247e-06,0,0,0,-3.32789
4,1,5.29212,0.482732,0,54.1111,1.0286e-05,0,0,0,-3.16138
5,1,16.8266,0.516602,0,24.9793,9.38442e-07,0,0,0,-3.41133
6,1,5.14243,0.505238,0,192.773,9.07167e-06,0,0,0,-3.29226
7,1,6.87113,0.506965,0,45.2656,-5.16244e-06,0,0,0,-3.28793
8,1,7.91826,0.489879,0,86.248,7.70477e-06,0,0,0,-3.31407
9,1,2.61871,0.539739,0,32.9678,7.0892e-06,0,0,0,-2.96294
10,1,6.09682,0.507917,0,18.4434,5.00596e-06,0,0,0,-3.43745
1,2,2.82576,-0.489143,0,46.8524,9.4099e-06,0,0,0,15.1989
2,2,11.6894,-0.51551,0,12.511,5.9359e-06,0,0,0,7.30144
3,2,11.2695,-0.539465,0,51.662,-8.17642e-06,0,0,0,9.66866
4,2,16.6132,-0.511244,0,105.23,-1.2387e-05,0,0,0,4.4445
5,2,19.145,-0.49637,0,117.712,9.35208e-06,0,0,0,4.50148
6,2,14.4569,-0.551625,0,8.24153,-1.49599e-06,0,0,0,9.86774
7,2,15.6133,-0.508781,0,68.2662,-5.91416e-06,0,0,0,3.74423
8,2,23.6822,-0.504822,0,80.8233,5.88893e-06,0,0,0,10.1593
9,2,12.5149,-0.52831,0,126.865,6.05765e-06,0,0,0,13.6847
10,2,7.30768,-0.528314,0,161.949,-7.92004e-07,0,0,0,9.13263
1,3,1.90652,-0.459713,0,-169.932,-9.03512e-06,0,0,0,5.7002
2,3,5.8451,-0.478489,0,-117.493,-1.02669e-06,0,0,0,6.01299
3,3,2.31102,-0.463666,0,-43.8695,3.55363e-06,0,0,0,11.8403
4,3,17.0181,-0.517307,0,-6.28291,-6.64048e-07,0,0,0,6.85865
5,3,2.26479,-0.467546,0,94.9593,-6.9381e-06,0,0,0,-0.834502
6,3,2.40191,-0.527309,0,-94.5266,1.52073e-06,0,0,0,11.0996
7,3,1.22096,-0.69605,0,152.95,8.23206e-06,0,0,0,15.1003
8,3,13.2282,-0.460096,0,-150.489,-1.39989e-06,0,0,0,2.79337
9,3,7.94278,-0.831211,0,21.1521,-3.75037e-06,0,0,0,4.42681
10,3,2.87095,-0.448557,0,-12.3976,1.3979e-06,0,0,0,1.45232
1,4,7.04399,0.555945,0,101.604,1.19427e-05,0,0,0,-7.1014
2,4,23.2543,0.513881,0,1.78601,-1.52672e-05,0,0,0,-5.40742
3,4,5.78854,0.683434,0,168.76,5.37077e-06,0,0,0,-13.8028
4,4,8.04415,0.544514,0,76.6711,-1.64062e-05,0,0,0,-7.3867
5,4,19.0594,0.505017,0,170.87,-1.42271e-05,0,0,0,-8.2967
6,4,7.02722,0.538807,0,38.3326,3.81041e-06,0,0,0,-7.2742
7,4,12.7829,0.546813,0,86.2746,1.44741e-05,0,0,0,-8.08466
8,4,19.441,0.539945,0,45.1492,5.2539e-06,0,0,0,-9.78198
9,4,4.87873,0.578391,0,90.0971,1.42331e-05,0,0,0,-6.48689
10,4,25.5017,0.549653,0,73.9704,2.05069e-06,0,0,0,-6.11754
