rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,0.00342702,0.246989,5,10,6604.95,1e-07,0.033,0.001,11.0731
2,1,0.0180578,0.230127,5,10,6857.91,1e-07,0.033,0.001,11.8056
3,1,9.57661e-05,0.241747,5,10,6975.91,1e-07,0.033,0.001,13.997
4,1,0.000171719,0.224087,5,10,6871.16,1e-07,0.033,0.001,13.9992
5,1,6.83865e-05,0.246159,5,10,6929.95,1e-07,0.033,0.001,14
6,1,5.95745e-05,0.252216,5,10,5921.69,1e-07,0.033,0.001,13.9761
7,1,0.0010009,0.20517,5,10,7758.33,1e-07,0.033,0.001,13.9842
8,1,0.0046608,0.231712,5,10,7386.82,1e-07,0.033,0.001,11.3455
9,1,0.000133725,0.230116,5,10,6327.87,1e-07,0.033,0.001,13.9913
10,1,6.08519e-05,0.274308,5,10,6030.9,1e-07,0.033,0.001,13.9978
1,2,0.00598691,0.466463,5,10,7623.17,1e-07,0.033,0.001,13.9929
2,2,0.0229715,0.457178,5,10,7042.18,1e-07,0.033,0.001,13.9604
3,2,0.0246128,0.452023,5,10,7605.8,1e-07,0.033,0.001,13.8787
4,2,0.162889,0.449016,5,10,6633.31,1e-07,0.033,0.001,13.9999
5,2,0.00201481,0.446566,5,10,7233.63,1e-07,0.033,0.001,13.9588
6,2,0.00377425,0.456267,5,10,6788.13,1e-07,0.033,0.001,13.9485
7,2,0.978033,0.457591,5,10,6620.45,1e-07,0.033,0.001,13.999
8,2,0.00132692,0.460713,5,10,8111.79,1e-07,0.033,0.001,13.9979
9,2,0.0237605,0.435791,5,10,7654.74,1e-07,0.033,0.001,13.9988
10,2,0.00879581,0.446067,5,10,7463.84,1e-07,0.033,0.001,13.9999
1,3,0.000225263,0.309903,5,10,7064.16,1e-07,0.033,0.001,1.30544
2,3,0.000178331,0.313433,5,10,7523.09,1e-07,0.033,0.001,1.27747
3,3,0.000293293,0.311954,5,10,6656.92,1e-07,0.033,0.001,1.29497
4,3,0.000456031,0.306092,5,10,6185.94,1e-07,0.033,0.001,1.26185
5,3,0.000230958,0.304878,5,10,6035.88,1e-07,0.033,0.001,1.74971
6,3,0.000282799,0.299722,5,10,6374.14,1e-07,0.033,0.001,1.49713
7,3,0.000403051,0.307633,5,10,6668.5,1e-07,0.033,0.001,1.09749
8,3,0.000185488,0.316213,5,10,7011.4,1e-07,0.033,0.001,1.46594
9,3,0.000381145,0.307639,5,10,5929.14,1e-07,0.033,0.001,1.43126
10,3,0.000249409,0.308804,5,10,6718.25,1e-07,0.033,0.001,1.37352
