rep,id,eta_alpha,eta_D,eta_E,eta_C,eta_B,eta_ECLIPSE0,eta_BUD0,eta_ep,eta_Time0
1,1,0.0116208,-0.198024,0,0,-0.0252244,0,0,0,-1.42853
2,1,0.429304,-0.367434,0,0,0.108966,0,0,0,6.81151
3,1,-0.0264026,-0.239736,0,0,-0.00220831,0,0,0,7.66421
4,1,-0.122637,-0.187975,0,0,0.0217082,0,0,0,5.04678
5,1,0.26493,-0.2481,0,0,-0.0558976,0,0,0,-0.701232
6,1,4.08179,-0.324909,0,0,0.0584308,0,0,0,-2.73818
7,1,0.237826,-0.215601,0,0,0.036765,0,0,0,-1.94024
8,1,0.00415402,-0.209069,0,0,0.0394768,0,0,0,0.241124
9,1,0.0209956,-0.197485,0,0,-0.0469494,0,0,0,3.13595
10,1,4.87934,-0.288326,0,0,-0.080572,0,0,0,-3.53918
1,2,4.47911,0.317953,0,0,0.00390204,0,0,0,0.415087
2,2,3.52132,0.311077,0,0,-0.00919805,0,0,0,1.75538
3,2,6.14603,0.278901,0,0,0.0471869,0,0,0,0.240852
4,2,7.13793,0.284151,0,0,0.048263,0,0,0,3.04179
5,2,3.3503,0.275077,0,0,0.0500753,0,0,0,3.08438
6,2,4.23268,0.299913,0,0,0.0392829,0,0,0,10.5296
7,2,3.62111,0.314119,0,0,0.0121459,0,0,0,0.395859
8,2,3.48656,0.312052,0,0,-0.0656539,0,0,0,4.03227
9,2,3.21293,0.27321,0,0,0.0213955,0,0,0,2.45213
10,2,4.00325,0.289876,0,0,-0.0346115,0,0,0,3.95927
1,3,1.03553,-0.0333609,0,0,0.0438811,0,0,0,-6.5395
2,3,1.03278,-0.0443422,0,0,-0.0296279,0,0,0,-6.42611
3,3,1.06916,-0.0491142,0,0,-0.0625446,0,0,0,-6.30077
4,3,1.0351,-0.0463637,0,0,-0.0173582,0,0,0,-6.40129
5,3,0.973764,-0.0529228,0,0,0.0139869,0,0,0,-6.44428
6,3,1.09686,-0.0491557,0,0,0.0484715,0,0,0,-6.798
7,3,1.00321,-0.0255213,0,0,0.0282928,0,0,0,-6.52275
8,3,1.42526,-0.0379954,0,0,-0.0549193,0,0,0,-6.67956
9,3,0.873004,-0.0300252,0,0,0.0423281,0,0,0,-6.45853
10,3,1.1024,-0.0294012,0,0,0.0149944,0,0,0,-6.56442
