D_pop,1,-0.006522,-0.011423,0.000924935,-0.0470901,0.0279219,0.0187162,-0.00786763,-0.0113661,0.0128746
B_pop,-0.006522,1,0.0130589,-0.000393606,0.0275593,-0.292362,0.0082987,0.0681119,0.0529246,-0.0542138
Time0_pop,-0.011423,0.0130589,1,-0.0511818,0.0154706,-0.119202,-0.082126,0.441336,0.0232839,-0.0287861
omega_alpha,0.000924935,-0.000393606,-0.0511818,1,-0.00475376,0.0605425,0.083972,-0.0447265,-0.011179,0.010856
omega_D,-0.0470901,0.0275593,0.0154706,-0.00475376,1,-0.034781,-0.010402,0.0322867,0.0766477,-0.0835069
omega_C,0.0279219,-0.292362,-0.119202,0.0605425,-0.034781,1,0.207247,-0.156097,-0.0577252,0.0678604
omega_B,0.0187162,0.0082987,-0.082126,0.083972,-0.010402,0.207247,1,-0.0702402,-0.0129943,0.0187612
omega_Time0,-0.00786763,0.0681119,0.441336,-0.0447265,0.0322867,-0.156097,-0.0702402,1,0.0714557,-0.0791452
a,-0.0113661,0.0529246,0.0232839,-0.011179,0.0766477,-0.0577252,-0.0129943,0.0714557,1,-0.916855
b,0.0128746,-0.0542138,-0.0287861,0.010856,-0.0835069,0.0678604,0.0187612,-0.0791452,-0.916855,1
