rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,0.000165264,0.23004,5,10,7244.43,1e-07,0.033,0.001,12.7906
2,1,6.91457e-05,0.244798,5,10,7722.13,1e-07,0.033,0.001,13.9744
3,1,0.00102755,0.217706,5,10,7527.62,1e-07,0.033,0.001,12.2058
4,1,0.00326965,0.227429,5,10,6246.89,1e-07,0.033,0.001,11.5413
5,1,7.27854e-05,0.251954,5,10,6714.66,1e-07,0.033,0.001,14
6,1,9.89046e-05,0.252856,5,10,6334.12,1e-07,0.033,0.001,13.5934
7,1,0.00056903,0.208681,5,10,8512.73,1e-07,0.033,0.001,13.9999
8,1,0.000151853,0.227447,5,10,8456.61,1e-07,0.033,0.001,13.9125
9,1,0.000101043,0.237997,5,10,6807.15,1e-07,0.033,0.001,13.9999
10,1,0.000119622,0.241777,5,10,6336.93,1e-07,0.033,0.001,13.9976
1,2,0.0389496,0.454225,5,10,7765.42,1e-07,0.033,0.001,13.998
2,2,0.0348197,0.455504,5,10,7197.89,1e-07,0.033,0.001,13.9021
3,2,0.0198179,0.450602,5,10,8637.66,1e-07,0.033,0.001,13.9008
4,2,0.00363887,0.437715,5,10,8109.38,1e-07,0.033,0.001,13.9929
5,2,0.00344645,0.447328,5,10,7691.49,1e-07,0.033,0.001,13.9561
6,2,0.00790404,0.453525,5,10,8730.04,1e-07,0.033,0.001,13.9347
7,2,3.5068,0.459496,5,10,6725.35,1e-07,0.033,0.001,13.9997
8,2,0.00178812,0.464148,5,10,9167.35,1e-07,0.033,0.001,13.9975
9,2,0.0207206,0.434736,5,10,7319.46,1e-07,0.033,0.001,13.895
10,2,0.0161201,0.450246,5,10,7945.69,1e-07,0.033,0.001,14
1,3,0.000355711,0.302636,5,10,6718.51,1e-07,0.033,0.001,1.32277
2,3,0.000309253,0.307519,5,10,7358.05,1e-07,0.033,0.001,1.16037
3,3,0.000258968,0.309458,5,10,6899.46,1e-07,0.033,0.001,1.51437
4,3,0.000358229,0.312408,5,10,7082.16,1e-07,0.033,0.001,1.13195
5,3,0.000315339,0.295874,5,10,6393.8,1e-07,0.033,0.001,1.52316
6,3,0.000409273,0.294043,5,10,6280.56,1e-07,0.033,0.001,1.51835
7,3,0.000403686,0.305079,5,10,6333.31,1e-07,0.033,0.001,1.46949
8,3,0.000290246,0.312217,5,10,7007.95,1e-07,0.033,0.001,1.36684
9,3,0.000227366,0.312827,5,10,6769.6,1e-07,0.033,0.001,1.73248
10,3,0.000391495,0.307093,5,10,7474.27,1e-07,0.033,0.001,1.10448
