rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,0.00982157,1.61863,5,10,7996.52,1e-07,0.033,0.001,1.48736
2,1,4.7363,1.67081,5,10,7996.1,1e-07,0.033,0.001,1.23277
3,1,0.699214,1.75072,5,10,7997.38,1e-07,0.033,0.001,1.17206
4,1,27293.8,1.58695,5,10,7997.05,1e-07,0.033,0.001,1.58786
5,1,0.0504388,1.57467,5,10,7997.53,1e-07,0.033,0.001,1.28585
6,1,0.00522225,1.73234,5,10,7997.54,1e-07,0.033,0.001,1.17077
7,1,5215.91,1.66735,5,10,7996.86,1e-07,0.033,0.001,1.21197
8,1,0.165792,1.66906,5,10,7997.65,1e-07,0.033,0.001,1.22347
9,1,0.00135617,1.64566,5,10,7997.3,1e-07,0.033,0.001,1.47084
10,1,0.13955,1.70141,5,10,7996.28,1e-07,0.033,0.001,1.14536
1,2,0.00138508,0.587846,5,10,7997.24,1e-07,0.033,0.001,13.9961
2,2,0.549253,0.577969,5,10,7997.79,1e-07,0.033,0.001,13.6896
3,2,908.571,0.580233,5,10,7998.07,1e-07,0.033,0.001,14
4,2,1978.35,0.590729,5,10,7996.38,1e-07,0.033,0.001,13.5618
5,2,0.00480554,0.59472,5,10,7996.96,1e-07,0.033,0.001,13.8466
6,2,0.000244566,0.618326,5,10,7996.68,1e-07,0.033,0.001,13.9999
7,2,0.620583,0.587972,5,10,7998.05,1e-07,0.033,0.001,13.9153
8,2,0.0262045,0.57419,5,10,7997.41,1e-07,0.033,0.001,14
9,2,0.00740332,0.582587,5,10,7997.6,1e-07,0.033,0.001,13.9838
10,2,0.31848,0.578022,5,10,7996.93,1e-07,0.033,0.001,13.9887
1,3,0.00032139,0.525777,5,10,7998.36,1e-07,0.033,0.001,11.4711
2,3,0.000505144,0.460411,5,10,7997.37,1e-07,0.033,0.001,12.7591
3,3,4.1128,0.436456,5,10,7997.12,1e-07,0.033,0.001,14
4,3,0.106435,0.53674,5,10,7997.45,1e-07,0.033,0.001,10.9176
5,3,0.0697171,0.4507,5,10,7996.67,1e-07,0.033,0.001,13.789
6,3,0.0874752,0.499639,5,10,7997.36,1e-07,0.033,0.001,11.331
7,3,0.000407154,0.510335,5,10,7996.43,1e-07,0.033,0.001,11.0476
8,3,0.115566,0.537605,5,10,7996.3,1e-07,0.033,0.001,8.81835
9,3,0.914971,0.477364,5,10,7997.58,1e-07,0.033,0.001,13.3929
10,3,0.0276928,0.522718,5,10,7997.69,1e-07,0.033,0.001,9.32758
1,4,0.0338395,1.529,5,10,7997.86,1e-07,0.033,0.001,0.296951
2,4,1777.94,1.69328,5,10,7997.79,1e-07,0.033,0.001,0.0582066
3,4,0.00464237,1.81224,5,10,7997.08,1e-07,0.033,0.001,0.00358688
4,4,1.72875,1.64459,5,10,7996.78,1e-07,0.033,0.001,0.0569668
5,4,0.00350001,1.75615,5,10,7997.4,1e-07,0.033,0.001,0.00795112
6,4,0.167634,1.71673,5,10,7997.13,1e-07,0.033,0.001,0.152397
7,4,34.9251,1.67532,5,10,7997.05,1e-07,0.033,0.001,0.00243504
8,4,0.0101048,1.75015,5,10,7998.2,1e-07,0.033,0.001,0.0430261
9,4,25653.6,1.72115,5,10,7996.46,1e-07,0.033,0.001,0.0969395
10,4,0.128397,1.68866,5,10,7996.98,1e-07,0.033,0.001,0.0131848
