rep,id,eta_alpha,eta_D,eta_E,eta_C,eta_B,eta_ECLIPSE0,eta_BUD0,eta_ep,eta_Time0
1,1,1.77586,-0.459317,0,0,0.144382,0,0,0,2.03747
2,1,8.19025,-0.232185,0,0,0.080659,0,0,0,-2.53393
3,1,2.94909,-0.378758,0,0,0.43142,0,0,0,4.72029
4,1,1.40795,-0.193613,0,0,-0.206287,0,0,0,-1.98167
5,1,0.0465268,-0.236867,0,0,0.0898354,0,0,0,12.1814
6,1,1.09463,-0.291986,0,0,-0.20425,0,0,0,-0.757733
7,1,1.3104,-0.358631,0,0,0.19805,0,0,0,3.03248
8,1,0.937217,-0.340372,0,0,0.220913,0,0,0,2.27969
9,1,0.972723,-0.367703,0,0,-0.0310674,0,0,0,4.13796
10,1,0.842673,-0.179151,0,0,-0.152564,0,0,0,-1.95039
1,2,5.78466,0.342621,0,0,0.0975459,0,0,0,5.58916
2,2,4.85809,0.336002,0,0,0.0673228,0,0,0,8.01277
3,2,6.30987,0.318642,0,0,0.348279,0,0,0,2.84457
4,2,2.32133,0.327962,0,0,0.161272,0,0,0,6.89496
5,2,4.04423,0.329639,0,0,0.0589758,0,0,0,6.78134
6,2,4.76334,0.331811,0,0,0.105731,0,0,0,2.22859
7,2,13.0775,0.332463,0,0,-0.00157328,0,0,0,7.02465
8,2,3.94987,0.348992,0,0,0.342943,0,0,0,4.25925
9,2,6.32519,0.288967,0,0,0.0785319,0,0,0,4.23082
10,2,4.37721,0.32923,0,0,0.281223,0,0,0,6.35305
1,3,1.81631,-0.0543429,0,0,-0.165318,0,0,0,-5.4495
2,3,1.64031,-0.0563307,0,0,-0.0770058,0,0,0,-5.45036
3,3,2.79478,-0.0929061,0,0,-0.302989,0,0,0,-5.33803
4,3,3.12724,-0.0772079,0,0,-0.275911,0,0,0,-5.53045
5,3,2.20861,-0.0981764,0,0,-0.186353,0,0,0,-5.53211
6,3,2.81456,-0.100229,0,0,-0.256043,0,0,0,-5.60798
7,3,1.95264,-0.0455421,0,0,-0.199214,0,0,0,-5.40537
8,3,1.52826,-0.0578462,0,0,-0.220233,0,0,0,-5.11148
9,3,2.14233,-0.0495677,0,0,-0.0860179,0,0,0,-5.6651
10,3,1.64677,-0.0461845,0,0,-0.0155587,0,0,0,-5.54483
