rep,id,eta_alpha,eta_D,eta_E,eta_C,eta_B,eta_ECLIPSE0,eta_BUD0,eta_ep,eta_Time0
1,1,0,0.604158,0,0,-0.3332,0,0,0,2.8029
2,1,0,0.748289,0,0,-0.160602,0,0,0,-3.09403
3,1,0,0.656942,0,0,-0.26649,0,0,0,-1.16411
4,1,0,1.04076,0,0,0.216524,0,0,0,-3.46347
5,1,0,0.744472,0,0,-0.170212,0,0,0,-1.72667
6,1,0,0.79481,0,0,-0.0821817,0,0,0,-3.64812
7,1,0,0.66396,0,0,-0.249498,0,0,0,-2.94953
8,1,0,0.715316,0,0,-0.204938,0,0,0,2.82076
9,1,0,0.704416,0,0,-0.216219,0,0,0,-1.74996
10,1,0,0.473347,0,0,-0.453307,0,0,0,0.300731
1,2,0,-0.668098,0,0,0.376796,0,0,0,-0.138332
2,2,0,-0.686359,0,0,0.517384,0,0,0,0.519718
3,2,0,-0.647337,0,0,0.560156,0,0,0,2.57319
4,2,0,-0.664904,0,0,0.164928,0,0,0,0.962481
5,2,0,-0.673272,0,0,0.500336,0,0,0,0.386235
6,2,0,-0.669129,0,0,0.63994,0,0,0,-0.585206
7,2,0,-0.66748,0,0,0.442553,0,0,0,-1.93094
8,2,0,-0.657868,0,0,0.332041,0,0,0,-1.19219
9,2,0,-0.662735,0,0,0.70654,0,0,0,-1.76432
10,2,0,-0.647391,0,0,0.675821,0,0,0,0.0664535
1,3,0,-0.807434,0,0,0.46108,0,0,0,-4.60097
2,3,0,-0.899869,0,0,-0.309988,0,0,0,0.689736
3,3,0,-0.846252,0,0,-0.748179,0,0,0,-0.0826034
4,3,0,-0.907834,0,0,-0.348751,0,0,0,-1.89091
5,3,0,-0.851077,0,0,0.12396,0,0,0,-3.95567
6,3,0,-0.900469,0,0,-0.154205,0,0,0,-1.0239
7,3,0,-0.917527,0,0,0.121297,0,0,0,4.73047
8,3,0,-0.8912,0,0,0.76225,0,0,0,-1.8022
9,3,0,-0.873715,0,0,-0.263243,0,0,0,-1.09424
10,3,0,-0.788162,0,0,-0.936726,0,0,0,-0.927297
1,4,0,0.523597,0,0,-0.434055,0,0,0,-2.19586
2,4,0,0.87719,0,0,-0.0485038,0,0,0,0.0116135
3,4,0,1.43503,0,0,0.774167,0,0,0,-3.13926
4,4,0,0.124536,0,0,-0.781626,0,0,0,0.465693
5,4,0,1.1188,0,0,0.279989,0,0,0,1.36544
6,4,0,0.919234,0,0,0.00683955,0,0,0,-1.11685
7,4,0,1.27971,0,0,0.521584,0,0,0,3.11443
8,4,0,0.954749,0,0,0.0474636,0,0,0,0.668081
9,4,0,1.09443,0,0,0.247884,0,0,0,-0.250988
10,4,0,0.704076,0,0,-0.260019,0,0,0,-1.09998
