rep,id,eta_alpha,eta_D,eta_E,eta_C,eta_B,eta_ECLIPSE0,eta_BUD0,eta_ep,eta_Time0
1,1,0.665577,-0.332199,0,0,-0.00564562,0,0,0,-0.787434
2,1,-0.10951,-0.208887,0,0,0.0919212,0,0,0,5.06525
3,1,0.59432,-0.286769,0,0,0.0640818,0,0,0,5.06431
4,1,2.44304,-0.396277,0,0,-0.0244394,0,0,0,10.2961
5,1,0.430152,-0.300945,0,0,-0.0194204,0,0,0,1.90931
6,1,0.447923,-0.300121,0,0,-0.124207,0,0,0,-1.78886
7,1,1.62149,-0.403125,0,0,0.129151,0,0,0,3.46156
8,1,1.6628,-0.345436,0,0,0.14604,0,0,0,-1.20182
9,1,0.583406,-0.331082,0,0,-0.0535343,0,0,0,3.90034
10,1,0.590575,-0.283246,0,0,-0.0981814,0,0,0,6.05003
1,2,5.02551,0.353133,0,0,0.0251697,0,0,0,5.89006
2,2,5.74721,0.343337,0,0,-0.0543046,0,0,0,1.70265
3,2,5.91788,0.324619,0,0,0.0935206,0,0,0,1.54143
4,2,3.64193,0.306725,0,0,0.0657379,0,0,0,5.66834
5,2,4.06069,0.318381,0,0,0.0542518,0,0,0,2.20254
6,2,4.63466,0.336677,0,0,0.0298758,0,0,0,1.7401
7,2,10.0319,0.356017,0,0,-0.0963556,0,0,0,7.95962
8,2,3.05456,0.351428,0,0,0.134665,0,0,0,5.74733
9,2,5.79776,0.303157,0,0,0.00495692,0,0,0,0.382845
10,2,4.97963,0.332116,0,0,0.102673,0,0,0,7.73436
1,3,1.35894,-0.046452,0,0,0.0026765,0,0,0,-6.6873
2,3,1.89512,-0.0538876,0,0,0.0140343,0,0,0,-7.08968
3,3,1.65774,-0.0379838,0,0,-0.0224269,0,0,0,-6.79271
4,3,2.53658,-0.0780645,0,0,-0.202254,0,0,0,-6.80178
5,3,1.17031,-0.0682352,0,0,-0.00912132,0,0,0,-6.54798
6,3,1.82667,-0.0888011,0,0,-0.13786,0,0,0,-6.6286
7,3,1.71068,-0.0354344,0,0,-0.115097,0,0,0,-6.71287
8,3,1.29992,-0.0238212,0,0,0.0641755,0,0,0,-6.78225
9,3,1.79603,-0.0278678,0,0,-0.0164445,0,0,0,-6.87371
10,3,1.48497,-0.0485006,0,0,0.0348402,0,0,0,-6.74935
