rep,id,eta_alpha,eta_D,eta_E,eta_C,eta_B,eta_ECLIPSE0,eta_BUD0,eta_ep,eta_Time0
1,1,6.17412,0.511602,0,0,-3.01957e-05,0,0,0,-2.91455
2,1,8.93038,0.532856,0,0,3.02398e-05,0,0,0,-2.84828
3,1,18.0012,0.516214,0,0,-4.09462e-05,0,0,0,-2.93138
4,1,13.5988,0.55903,0,0,5.29659e-05,0,0,0,-2.91269
5,1,8.58207,0.544554,0,0,1.3768e-05,0,0,0,-2.93217
6,1,15.1078,0.543787,0,0,-1.27053e-05,0,0,0,-2.87455
7,1,10.0142,0.556542,0,0,1.93417e-06,0,0,0,-3.15461
8,1,3.78559,0.509239,0,0,-7.09157e-06,0,0,0,-2.74938
9,1,19.4781,0.554611,0,0,4.17557e-06,0,0,0,-2.89
10,1,18.7675,0.513387,0,0,-3.56596e-05,0,0,0,-2.9668
1,2,17.868,-0.508739,0,0,1.78046e-05,0,0,0,9.54344
2,2,14.3095,-0.490181,0,0,1.28196e-06,0,0,0,9.62495
3,2,5.87661,-0.538116,0,0,-2.16348e-05,0,0,0,6.51082
4,2,3.93033,-0.467683,0,0,2.11452e-05,0,0,0,12.0472
5,2,22.612,-0.475308,0,0,1.87343e-05,0,0,0,3.20129
6,2,14.9508,-0.495715,0,0,8.20141e-05,0,0,0,7.85641
7,2,11.4768,-0.490055,0,0,5.38566e-05,0,0,0,4.99918
8,2,23.968,-0.509653,0,0,3.83488e-05,0,0,0,3.41367
9,2,6.23452,-0.51426,0,0,-3.44629e-05,0,0,0,7.74394
10,2,4.39527,-0.504538,0,0,-2.96083e-05,0,0,0,6.16747
1,3,4.83203,-0.587113,0,0,4.01363e-06,0,0,0,0.266138
2,3,2.72369,-0.754451,0,0,-2.38255e-05,0,0,0,5.25069
3,3,5.29509,-0.755965,0,0,-1.24453e-05,0,0,0,3.51721
4,3,2.62433,-0.464927,0,0,-4.16291e-05,0,0,0,-0.0610263
5,3,0.651675,-0.61245,0,0,1.96784e-05,0,0,0,10.6473
6,3,2.15554,-0.788921,0,0,-2.28734e-05,0,0,0,2.25016
7,3,-0.0174407,-0.395763,0,0,1.00664e-05,0,0,0,8.77083
8,3,8.90473,-0.745012,0,0,-1.5358e-05,0,0,0,3.48779
9,3,18.8592,-0.748279,0,0,-5.94964e-05,0,0,0,2.17173
10,3,2.94368,-0.45449,0,0,3.64393e-05,0,0,0,-0.419067
1,4,18.104,0.570562,0,0,-3.99159e-05,0,0,0,-6.02369
2,4,10.0061,0.492013,0,0,1.35871e-05,0,0,0,-4.27902
3,4,4.91055,0.638681,0,0,-7.11522e-06,0,0,0,-6.77096
4,4,4.1147,0.540631,0,0,1.13976e-05,0,0,0,-5.22716
5,4,10.6217,0.557112,0,0,1.76096e-05,0,0,0,-5.17522
6,4,5.34144,0.61496,0,0,-2.34326e-05,0,0,0,-7.46635
7,4,24.1946,0.657859,0,0,-2.6261e-05,0,0,0,-6.02035
8,4,5.20666,0.591541,0,0,3.54826e-05,0,0,0,-5.28016
9,4,2.78128,0.675032,0,0,6.95154e-06,0,0,0,-4.04875
10,4,4.7645,0.534976,0,0,7.20837e-07,0,0,0,-4.85488
