rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,0.0236719,1.59975,5,10,7531.39,1e-07,0.033,0.001,1.33908
2,1,0.372616,1.63411,5,10,7531.84,1e-07,0.033,0.001,1.42145
3,1,3240.92,1.60714,5,10,7531.31,1e-07,0.033,0.001,1.31885
4,1,39.6957,1.67745,5,10,7532.02,1e-07,0.033,0.001,1.34133
5,1,0.263021,1.65334,5,10,7531.72,1e-07,0.033,0.001,1.3179
6,1,179.507,1.65207,5,10,7531.52,1e-07,0.033,0.001,1.38827
7,1,1.10145,1.67328,5,10,7531.63,1e-07,0.033,0.001,1.07542
8,1,0.00217223,1.59597,5,10,7531.56,1e-07,0.033,0.001,1.55275
9,1,14193.3,1.67005,5,10,7531.65,1e-07,0.033,0.001,1.36908
10,1,6973.65,1.60261,5,10,7531.35,1e-07,0.033,0.001,1.27717
1,2,2836.63,0.576664,5,10,7531.75,1e-07,0.033,0.001,13.9995
2,2,80.7953,0.587466,5,10,7531.63,1e-07,0.033,0.001,13.9995
3,2,0.0175803,0.55997,5,10,7531.45,1e-07,0.033,0.001,13.9893
4,2,0.00251054,0.600832,5,10,7531.78,1e-07,0.033,0.001,14
5,2,325906,0.596269,5,10,7531.76,1e-07,0.033,0.001,13.7136
6,2,153.419,0.584224,5,10,7532.23,1e-07,0.033,0.001,13.9972
7,2,4.75526,0.58754,5,10,7532.02,1e-07,0.033,0.001,13.9517
8,2,1.26476e+06,0.576137,5,10,7531.91,1e-07,0.033,0.001,13.7675
9,2,0.0251458,0.573489,5,10,7531.36,1e-07,0.033,0.001,13.9969
10,2,0.00399656,0.579092,5,10,7531.39,1e-07,0.033,0.001,13.985
1,3,0.00618547,0.533195,5,10,7531.65,1e-07,0.033,0.001,10.049
2,3,0.000751154,0.451036,5,10,7531.44,1e-07,0.033,0.001,13.9624
3,3,0.00982822,0.450354,5,10,7531.52,1e-07,0.033,0.001,13.79
4,3,0.000680111,0.602491,5,10,7531.3,1e-07,0.033,0.001,9.0595
5,3,9.45945e-05,0.519855,5,10,7531.77,1e-07,0.033,0.001,13.9998
6,3,0.000425586,0.435754,5,10,7531.44,1e-07,0.033,0.001,13.2819
7,3,4.84476e-05,0.645636,5,10,7531.69,1e-07,0.033,0.001,13.9989
8,3,0.363181,0.455314,5,10,7531.5,1e-07,0.033,0.001,13.7838
9,3,7643.49,0.453829,5,10,7531.17,1e-07,0.033,0.001,13.2265
10,3,0.000935993,0.608812,5,10,7531.89,1e-07,0.033,0.001,7.86469
1,4,3591.79,1.69691,5,10,7531.32,1e-07,0.033,0.001,0.0667331
2,4,1.0925,1.56872,5,10,7531.72,1e-07,0.033,0.001,0.369094
3,4,0.0066907,1.81652,5,10,7531.56,1e-07,0.033,0.001,0.0322123
4,4,0.00301882,1.64687,5,10,7531.7,1e-07,0.033,0.001,0.145957
5,4,2.02207,1.67423,5,10,7531.75,1e-07,0.033,0.001,0.153601
6,4,0.0102945,1.77394,5,10,7531.44,1e-07,0.033,0.001,0.0165887
7,4,1.58648e+06,1.8517,5,10,7531.42,1e-07,0.033,0.001,0.0669524
8,4,0.00899642,1.73288,5,10,7531.88,1e-07,0.033,0.001,0.138548
9,4,0.000795688,1.88377,5,10,7531.67,1e-07,0.033,0.001,0.461273
10,4,0.00578156,1.63758,5,10,7531.62,1e-07,0.033,0.001,0.21036
