D_pop,1,0.0799133,-0.147843,0.249508,-0.126397,-0.102918,0.272244,-0.295946
B_pop,0.0799133,1,-0.0156033,0.184073,0.0825377,-0.000559873,0.132479,-0.144216
Time0_pop,-0.147843,-0.0156033,1,-0.378294,0.395197,0.936912,-0.304237,0.287492
omega_D,0.249508,0.184073,-0.378294,1,-0.211133,-0.314365,0.3814,-0.406758
omega_B,-0.126397,0.0825377,0.395197,-0.211133,1,0.346362,-0.192433,0.187246
omega_Time0,-0.102918,-0.000559873,0.936912,-0.314365,0.346362,1,-0.252079,0.234003
a,0.272244,0.132479,-0.304237,0.3814,-0.192433,-0.252079,1,-0.926386
b,-0.295946,-0.144216,0.287492,-0.406758,0.187246,0.234003,-0.926386,1
