rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,0.000903982,0.270255,5,3.92916,4677.81,1e-07,0.033,0.001,13.5937
2,1,1.86647,0.248256,5,3.7422,5824.9,1e-07,0.033,0.001,13.9707
3,1,0.00384206,0.272583,5,2.95678,6767.87,1e-07,0.033,0.001,13.9543
4,1,0.00348681,0.251391,5,3.96551,5212.08,1e-07,0.033,0.001,13.9751
5,1,0.000571279,0.275115,5,2.49345,8096.92,1e-07,0.033,0.001,14
6,1,0.00014343,0.224283,5,13.132,6039.36,1e-07,0.033,0.001,13.9988
7,1,0.000125752,0.257677,5,9.81871,4962.63,1e-07,0.033,0.001,12.5919
8,1,7.62271e-05,0.246924,5,9.48416,5223.29,1e-07,0.033,0.001,13.9997
9,1,0.000340334,0.239221,5,7.27457,8823.33,1e-07,0.033,0.001,13.9997
10,1,0.00430501,0.252556,5,3.41265,6632.06,1e-07,0.033,0.001,13.9982
1,2,0.0366467,0.430821,5,13.4575,8203.61,1e-07,0.033,0.001,13.9672
2,2,0.0029278,0.437236,5,14.3819,8392.91,1e-07,0.033,0.001,13.9928
3,2,0.0115033,0.429311,5,13.4537,7187.95,1e-07,0.033,0.001,13.9857
4,2,0.00106398,0.435688,5,14.9111,8757.81,1e-07,0.033,0.001,13.9999
5,2,0.0497647,0.423582,5,14.8014,6835.89,1e-07,0.033,0.001,13.9999
6,2,0.666861,0.435018,5,14.8819,6901.95,1e-07,0.033,0.001,13.7716
7,2,0.0438777,0.429456,5,14.8411,7630.89,1e-07,0.033,0.001,13.9662
8,2,0.0242319,0.422848,5,13.8001,7221.98,1e-07,0.033,0.001,13.9999
9,2,0.130843,0.446828,5,14.5188,5814.19,1e-07,0.033,0.001,13.9995
10,2,0.118651,0.434111,5,14.1946,6970.95,1e-07,0.033,0.001,13.988
1,3,0.00237567,0.318534,5,7.54016,5211.6,1e-07,0.033,0.001,1.30895
2,3,3.35988,0.313844,5,6.21234,5472.91,1e-07,0.033,0.001,1.06366
3,3,5.45643,0.308223,5,7.03269,4274.89,1e-07,0.033,0.001,1.87204
4,3,0.000655211,0.306136,5,11.0729,6928.64,1e-07,0.033,0.001,0.940614
5,3,0.000282805,0.310218,5,10.1638,6245.83,1e-07,0.033,0.001,1.54322
6,3,0.000128476,0.311,5,13.0132,8808.55,1e-07,0.033,0.001,1.55128
7,3,0.243982,0.321132,5,5.7075,4659.28,1e-07,0.033,0.001,1.53953
8,3,2.95964,0.311842,5,6.41082,5253.78,1e-07,0.033,0.001,1.30507
9,3,0.000277695,0.308657,5,9.35831,6144,1e-07,0.033,0.001,1.54551
10,3,0.00021176,0.311157,5,10.0546,6805.79,1e-07,0.033,0.001,1.56755
