rep,id,eta_alpha,eta_D,eta_E,eta_C,eta_B,eta_ECLIPSE0,eta_BUD0,eta_ep,eta_Time0
1,1,12.8529,0.55378,0,0,0.00135667,0,0,0,-2.14296
2,1,10.5173,0.537571,0,0,-0.000263204,0,0,0,-2.2166
3,1,11.9948,0.519278,0,0,-0.00115699,0,0,0,-2.22423
4,1,21.5694,0.518416,0,0,-9.03077e-06,0,0,0,-2.16673
5,1,18.0552,0.549736,0,0,9.61295e-05,0,0,0,-2.24121
6,1,4.13303,0.587934,0,0,-0.000221816,0,0,0,-2.10181
7,1,7.22105,0.569166,0,0,0.00012418,0,0,0,-2.19613
8,1,7.4646,0.542179,0,0,-0.00100245,0,0,0,-2.14549
9,1,11.4886,0.530033,0,0,0.000925667,0,0,0,-2.20387
10,1,11.4683,0.500353,0,0,-0.0010644,0,0,0,-2.14707
1,2,24.2377,-0.479974,0,0,-0.000272029,0,0,0,5.72723
2,2,6.72155,-0.463262,0,0,0.000279093,0,0,0,4.29177
3,2,10.2156,-0.460034,0,0,-0.000330225,0,0,0,2.8733
4,2,11.4642,-0.420389,0,0,-7.43461e-05,0,0,0,1.4367
5,2,4.23219,-0.413623,0,0,1.21892e-05,0,0,0,2.33833
6,2,15.2775,-0.44674,0,0,0.000129083,0,0,0,3.32434
7,2,6.3685,-0.495449,0,0,-0.000357775,0,0,0,7.59123
8,2,3.02995,-0.42527,0,0,-0.000320249,0,0,0,4.09316
9,2,17.8705,-0.455328,0,0,0.000993773,0,0,0,4.41484
10,2,16.6471,-0.44764,0,0,0.00138946,0,0,0,2.74466
1,3,2.45505,-0.682478,0,0,0.000229047,0,0,0,1.6014
2,3,1.13268,-0.447867,0,0,-0.000145192,0,0,0,-0.280974
3,3,12.9591,-0.753601,0,0,0.00046738,0,0,0,1.75253
4,3,6.32085,-0.727056,0,0,-0.000202005,0,0,0,3.15887
5,3,7.99152,-0.617357,0,0,-0.000686561,0,0,0,-0.233333
6,3,5.18081,-0.700857,0,0,-0.000189151,0,0,0,0.83151
7,3,6.38587,-0.487435,0,0,0.000320155,0,0,0,-0.871487
8,3,15.9554,-0.58942,0,0,-0.000852855,0,0,0,-0.140904
9,3,11.8123,-0.618695,0,0,0.000293632,0,0,0,0.352919
10,3,3.38266,-0.692546,0,0,-5.9898e-06,0,0,0,1.22024
1,4,13.9738,0.543403,0,0,0.000107709,0,0,0,-2.74068
2,4,12.7631,0.63558,0,0,-0.000670946,0,0,0,-2.40998
3,4,5.14172,0.542095,0,0,-0.000195765,0,0,0,-2.60744
4,4,9.98891,0.563142,0,0,0.000770507,0,0,0,-2.60058
5,4,7.67477,0.483985,0,0,-0.00044522,0,0,0,-2.69835
6,4,10.7588,0.479692,0,0,-0.000244157,0,0,0,-2.78506
7,4,5.84818,0.533225,0,0,-0.000781461,0,0,0,-2.6154
8,4,12.1373,0.554196,0,0,2.95204e-05,0,0,0,-2.53321
9,4,14.061,0.599799,0,0,-0.000517204,0,0,0,-2.61801
10,4,12.5704,0.637639,0,0,0.000519974,0,0,0,-2.53748
