D_pop,0.0184965,-0.000253567,-0.00308887,-0.0223423,-0.000617541,0.00862637,-0.000448321,-0.000978835,0.00176418,-0.00030863
B_pop,-0.000253567,0.0802003,-0.0738958,-0.319086,5.55364e-05,-0.0316174,0.0428042,-0.0646986,0.00081504,-0.000155343
Time0_pop,-0.00308887,-0.0738958,13.0179,-0.531899,-0.000363384,0.484987,-0.109341,4.27036,-0.000459611,6.81463e-05
omega_alpha,-0.0223423,-0.319086,-0.531899,53.5961,0.0168537,0.000163652,-0.139399,-0.28061,-0.0311839,0.00576629
omega_D,-0.000617541,5.55364e-05,-0.000363384,0.0168537,0.009413,-0.0125837,0.000137328,-0.00201354,-0.000884554,0.000160614
omega_C,0.00862637,-0.0316174,0.484987,0.000163652,-0.0125837,1.28843,-0.027638,0.311691,0.0130197,-0.00239215
omega_B,-0.000448321,0.0428042,-0.109341,-0.139399,0.000137328,-0.027638,0.0695669,-0.103108,-0.000359799,6.75986e-05
omega_Time0,-0.000978835,-0.0646986,4.27036,-0.28061,-0.00201354,0.311691,-0.103108,8.52358,0.00161686,-0.000313897
a,0.00176418,0.00081504,-0.000459611,-0.0311839,-0.000884554,0.0130197,-0.000359799,0.00161686,0.0109709,-0.00188524
b,-0.00030863,-0.000155343,6.81463e-05,0.00576629,0.000160614,-0.00239215,6.75986e-05,-0.000313897,-0.00188524,0.000335384
