rep,id,eta_alpha,eta_D,eta_E,eta_C,eta_B,eta_ECLIPSE0,eta_BUD0,eta_ep,eta_Time0
1,1,1.80142,-0.296434,0,0,-0.0670524,0,0,0,-1.73826
2,1,-0.179612,-0.197114,0,0,0.0604349,0,0,0,3.6745
3,1,2.24409,-0.428278,0,0,0.235087,0,0,0,4.89247
4,1,1.42056,-0.38756,0,0,-0.149014,0,0,0,4.88741
5,1,-0.341094,-0.229827,0,0,0.280598,0,0,0,10.5402
6,1,0.49846,-0.309173,0,0,-0.248767,0,0,0,0.115826
7,1,11.9486,-0.275561,0,0,0.0896787,0,0,0,-2.08187
8,1,1.4459,-0.271002,0,0,0.104956,0,0,0,-1.20257
9,1,0.345719,-0.303451,0,0,-0.0596181,0,0,0,7.4177
10,1,1.17482,-0.192203,0,0,-0.186938,0,0,0,-1.92737
1,2,9.22449,0.318584,0,0,0.0450841,0,0,0,5.24376
2,2,5.33244,0.334283,0,0,0.0168514,0,0,0,3.43975
3,2,7.20153,0.316069,0,0,0.26638,0,0,0,2.35132
4,2,3.10554,0.304832,0,0,0.0324347,0,0,0,9.36999
5,2,4.00481,0.315841,0,0,0.0689681,0,0,0,1.94521
6,2,4.76384,0.327489,0,0,-0.0120062,0,0,0,1.59618
7,2,10.3627,0.350174,0,0,-0.182367,0,0,0,6.44271
8,2,3.02615,0.344743,0,0,0.257241,0,0,0,3.58671
9,2,6.8676,0.285758,0,0,0.140375,0,0,0,2.88727
10,2,5.04602,0.311719,0,0,0.153753,0,0,0,9.07899
1,3,1.60207,-0.0404233,0,0,-0.0508493,0,0,0,-5.85357
2,3,1.02424,-0.00612287,0,0,0.177483,0,0,0,-6.0034
3,3,1.67389,-0.0655914,0,0,-0.18411,0,0,0,-5.55362
4,3,2.15875,-0.0753255,0,0,-0.259272,0,0,0,-5.63438
5,3,1.45046,-0.0414098,0,0,-0.0201089,0,0,0,-5.85906
6,3,1.94311,-0.0824739,0,0,-0.165318,0,0,0,-5.77471
7,3,1.51912,-0.0275528,0,0,-0.0885532,0,0,0,-5.74335
8,3,1.38128,-0.0442492,0,0,-0.126076,0,0,0,-5.53088
9,3,1.29302,-0.0201254,0,0,0.0775521,0,0,0,-5.8971
10,3,1.16288,-0.044735,0,0,0.0345156,0,0,0,-5.67575
