rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,0.000298672,0.24107,5,10,7200.4,1e-07,0.033,0.001,11.9496
2,1,4.11948e-05,0.266242,5,10,8179.44,1e-07,0.033,0.001,13.9893
3,1,0.00046499,0.211293,5,10,9740.34,1e-07,0.033,0.001,13.9968
4,1,0.000204075,0.220074,5,10,6633.78,1e-07,0.033,0.001,13.9968
5,1,3.50519e-05,0.257674,5,10,10193.9,1e-07,0.033,0.001,14
6,1,8.11569e-05,0.238019,5,10,6003.98,1e-07,0.033,0.001,13.6337
7,1,7.62168,0.246155,5,10,8422.17,1e-07,0.033,0.001,11.2727
8,1,0.000209312,0.24728,5,10,8551.83,1e-07,0.033,0.001,12.7224
9,1,6.96612e-05,0.239384,5,10,7254.13,1e-07,0.033,0.001,13.9997
10,1,0.000159612,0.267553,5,10,6386.91,1e-07,0.033,0.001,11.596
1,2,0.500024,0.445905,5,10,8054.84,1e-07,0.033,0.001,13.9978
2,2,0.0102022,0.45296,5,10,7830.61,1e-07,0.033,0.001,13.9865
3,2,0.0661351,0.444785,5,10,10050,1e-07,0.033,0.001,13.9599
4,2,0.00110044,0.439815,5,10,7953.59,1e-07,0.033,0.001,14
5,2,0.00270466,0.444683,5,10,8249.54,1e-07,0.033,0.001,13.9399
6,2,0.0057777,0.449893,5,10,7607.87,1e-07,0.033,0.001,13.9149
7,2,1.56067,0.460216,5,10,6416.17,1e-07,0.033,0.001,13.9993
8,2,0.00101645,0.457723,5,10,9958.54,1e-07,0.033,0.001,13.9883
9,2,0.0473597,0.431506,5,10,8860.15,1e-07,0.033,0.001,13.9765
10,2,0.00766138,0.442854,5,10,8979.48,1e-07,0.033,0.001,14
1,3,0.00024469,0.311406,5,10,7318.02,1e-07,0.033,0.001,1.21679
2,3,0.000137299,0.322273,5,10,9195.11,1e-07,0.033,0.001,1.06042
3,3,0.00026291,0.303667,5,10,6405,1e-07,0.033,0.001,1.59368
4,3,0.000426953,0.300725,5,10,5941.24,1e-07,0.033,0.001,1.48319
5,3,0.000210268,0.311099,5,10,7546.47,1e-07,0.033,0.001,1.21071
6,3,0.000344136,0.298583,5,10,6526.5,1e-07,0.033,0.001,1.30724
7,3,0.000225213,0.31544,5,10,7047.24,1e-07,0.033,0.001,1.34486
8,3,0.000196213,0.310217,5,10,6787.71,1e-07,0.033,0.001,1.62606
9,3,0.000179639,0.317792,5,10,8320.66,1e-07,0.033,0.001,1.16932
10,3,0.000157717,0.310067,5,10,7970.16,1e-07,0.033,0.001,1.42926
