D_pop,1,0.277192,-0.202317,0.234153,-0.115341,-0.027591,0.134867,-0.151318
B_pop,0.277192,1,-0.276994,0.505558,-0.121718,0.24542,0.253739,-0.284026
Time0_pop,-0.202317,-0.276994,1,-0.299915,0.268885,0.266131,-0.166939,0.156324
omega_D,0.234153,0.505558,-0.299915,1,-0.197996,0.114241,0.209765,-0.234991
omega_B,-0.115341,-0.121718,0.268885,-0.197996,1,0.0599643,-0.195572,0.200181
omega_Time0,-0.027591,0.24542,0.266131,0.114241,0.0599643,1,0.00319128,-0.0272802
a,0.134867,0.253739,-0.166939,0.209765,-0.195572,0.00319128,1,-0.90497
b,-0.151318,-0.284026,0.156324,-0.234991,0.200181,-0.0272802,-0.90497,1
