rep,id,eta_alpha,eta_D,eta_E,eta_C,eta_B,eta_ECLIPSE0,eta_BUD0,eta_ep,eta_Time0
1,1,4.06061,0.532786,0,0,-0.000219308,0,0,0,-2.3642
2,1,23.2443,0.570825,0,0,-0.000137269,0,0,0,-2.48842
3,1,5.24823,0.572755,0,0,-7.13665e-05,0,0,0,-2.5179
4,1,13.8195,0.583672,0,0,0.000153252,0,0,0,-2.65983
5,1,6.73589,0.521116,0,0,0.000186425,0,0,0,-2.42876
6,1,12.7062,0.574061,0,0,-4.33741e-06,0,0,0,-2.47028
7,1,10.7468,0.507194,0,0,2.63518e-05,0,0,0,-2.41707
8,1,14.45,0.518104,0,0,-8.76316e-05,0,0,0,-2.42522
9,1,5.7712,0.538943,0,0,6.34459e-05,0,0,0,-2.47293
10,1,12.3939,0.60761,0,0,-0.000143469,0,0,0,-2.71387
1,2,15.6281,-0.468742,0,0,-0.00024098,0,0,0,2.77876
2,2,1.72582,-0.426002,0,0,3.92803e-05,0,0,0,4.06775
3,2,11.6795,-0.499974,0,0,0.00011881,0,0,0,8.03403
4,2,2.84734,-0.497177,0,0,5.10538e-05,0,0,0,7.72176
5,2,28.6372,-0.49813,0,0,3.98417e-05,0,0,0,6.54297
6,2,5.40584,-0.477857,0,0,-1.07401e-06,0,0,0,7.66407
7,2,7.94605,-0.50231,0,0,6.51352e-05,0,0,0,6.3829
8,2,3.61257,-0.483011,0,0,-9.62807e-05,0,0,0,5.20205
9,2,11.5932,-0.503817,0,0,0.000114422,0,0,0,4.83617
10,2,18.3229,-0.442523,0,0,-0.000139614,0,0,0,3.66203
1,3,0.317428,-0.589533,0,0,6.37835e-05,0,0,0,8.21015
2,3,3.02331,-0.724555,0,0,7.583e-05,0,0,0,2.32723
3,3,16.8017,-0.556929,0,0,5.68323e-05,0,0,0,0.358508
4,3,6.87111,-0.56048,0,0,1.171e-05,0,0,0,0.505207
5,3,4.38949,-0.488914,0,0,0.000185351,0,0,0,-0.0828943
6,3,5.48953,-0.476464,0,0,-8.35122e-05,0,0,0,0.281898
7,3,4.42105,-0.773331,0,0,-0.000151766,0,0,0,4.60652
8,3,12.0352,-0.460563,0,0,0.000159798,0,0,0,-0.00757998
9,3,1.39066,-0.676617,0,0,4.04174e-05,0,0,0,2.35372
10,3,0.361997,-0.531667,0,0,-7.8937e-05,0,0,0,1.73146
1,4,11.0059,0.548197,0,0,0.000268097,0,0,0,-5.34774
2,4,19.0551,0.508103,0,0,2.97816e-05,0,0,0,-4.52685
3,4,9.03681,0.572375,0,0,4.75983e-05,0,0,0,-7.19485
4,4,11.1678,0.510689,0,0,-0.000219853,0,0,0,-4.51725
5,4,7.66257,0.576507,0,0,-0.000101061,0,0,0,-8.28294
6,4,10.8796,0.566372,0,0,-8.27254e-05,0,0,0,-4.11955
7,4,5.47098,0.538721,0,0,4.66229e-05,0,0,0,-4.69276
8,4,7.03311,0.578493,0,0,0.00011274,0,0,0,-9.74523
9,4,11.0483,0.513426,0,0,9.03933e-05,0,0,0,-5.32027
10,4,4.75172,0.596591,0,0,0.000190237,0,0,0,-5.74712
