rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,0.000122795,0.238921,5,10,7179.63,1e-07,0.033,0.001,12.926
2,1,5.93865e-05,0.251489,5,10,7143.48,1e-07,0.033,0.001,13.9955
3,1,0.000110722,0.231472,5,10,7386.32,1e-07,0.033,0.001,13.9997
4,1,0.000212845,0.234249,5,10,6077.98,1e-07,0.033,0.001,12.6915
5,1,6.2079e-05,0.254083,5,10,6992.33,1e-07,0.033,0.001,14
6,1,9.19616e-05,0.246942,5,10,6648.12,1e-07,0.033,0.001,13.8701
7,1,0.000264286,0.215956,5,10,7946.74,1e-07,0.033,0.001,13.9893
8,1,0.000189838,0.238035,5,10,8112.68,1e-07,0.033,0.001,12.9795
9,1,9.55938e-05,0.241792,5,10,7053.34,1e-07,0.033,0.001,13.9998
10,1,4.07176e-05,0.283864,5,10,7299.52,1e-07,0.033,0.001,13.9999
1,2,0.0121729,0.462253,5,10,8017.4,1e-07,0.033,0.001,13.997
2,2,0.00855207,0.459789,5,10,7192.03,1e-07,0.033,0.001,13.9918
3,2,0.0785407,0.452399,5,10,7976.41,1e-07,0.033,0.001,13.9207
4,2,0.00133058,0.451865,5,10,7076.79,1e-07,0.033,0.001,13.9999
5,2,0.00379026,0.448619,5,10,7660.26,1e-07,0.033,0.001,13.9588
6,2,0.00901201,0.451136,5,10,7318.08,1e-07,0.033,0.001,13.9671
7,2,2.29756,0.457742,5,10,7304.32,1e-07,0.033,0.001,13.9992
8,2,0.00178349,0.460763,5,10,8470.87,1e-07,0.033,0.001,13.9978
9,2,0.0209607,0.435649,5,10,7299.07,1e-07,0.033,0.001,13.9012
10,2,0.0152695,0.452159,5,10,8206.71,1e-07,0.033,0.001,14
1,3,0.000394632,0.302396,5,10,6640.13,1e-07,0.033,0.001,1.24327
2,3,0.000271648,0.309117,5,10,7274.98,1e-07,0.033,0.001,1.30127
3,3,0.000535426,0.308563,5,10,6611.44,1e-07,0.033,0.001,1.26569
4,3,0.000327581,0.308643,5,10,7096.36,1e-07,0.033,0.001,1.28212
5,3,0.000333636,0.297841,5,10,6493.51,1e-07,0.033,0.001,1.50776
6,3,0.000362386,0.296088,5,10,6427.08,1e-07,0.033,0.001,1.49191
7,3,0.000385659,0.311728,5,10,6497.86,1e-07,0.033,0.001,1.32419
8,3,0.000182554,0.32097,5,10,7473.48,1e-07,0.033,0.001,1.56144
9,3,0.000240885,0.31504,5,10,7684.36,1e-07,0.033,0.001,1.23945
10,3,0.000329185,0.306095,5,10,7287.63,1e-07,0.033,0.001,1.23842
