rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,5.10426e-05,0.25053,5,10,6931.82,1e-07,0.033,0.001,13.7761
2,1,9.11214e-05,0.257613,5,10,6935.9,1e-07,0.033,0.001,11.8375
3,1,3.47819e-05,0.288944,5,10,6933.29,1e-07,0.033,0.001,13.9472
4,1,4.25234e-05,0.275097,5,10,6935.82,1e-07,0.033,0.001,13.995
5,1,0.000110877,0.219313,5,10,6926.94,1e-07,0.033,0.001,13.9994
6,1,0.000136064,0.247435,5,10,6933.99,1e-07,0.033,0.001,11.7804
7,1,9.13788e-05,0.27549,5,10,6930.57,1e-07,0.033,0.001,10.6716
8,1,0.000154983,0.223362,5,10,6936.42,1e-07,0.033,0.001,13.9353
9,1,0.000443407,0.252996,5,10,6931.41,1e-07,0.033,0.001,9.58225
10,1,6.92262e-05,0.245999,5,10,6945.04,1e-07,0.033,0.001,13.9871
1,2,0.491327,0.437215,5,10,6937.72,1e-07,0.033,0.001,13.9999
2,2,0.0213509,0.423138,5,10,6936.66,1e-07,0.033,0.001,13.9991
3,2,0.00231152,0.446439,5,10,6936.3,1e-07,0.033,0.001,13.9939
4,2,0.0663287,0.422869,5,10,6934.15,1e-07,0.033,0.001,13.9795
5,2,0.0077583,0.441398,5,10,6937.17,1e-07,0.033,0.001,13.9993
6,2,0.910499,0.433658,5,10,6930.64,1e-07,0.033,0.001,14
7,2,0.000612391,0.437055,5,10,6934.88,1e-07,0.033,0.001,13.9358
8,2,0.0639846,0.42424,5,10,6932.07,1e-07,0.033,0.001,13.9735
9,2,0.00163533,0.443174,5,10,6936.93,1e-07,0.033,0.001,13.9922
10,2,0.00772325,0.42699,5,10,6933.16,1e-07,0.033,0.001,13.9992
1,3,0.000138057,0.313305,5,10,6935.25,1e-07,0.033,0.001,1.36173
2,3,0.000145322,0.316396,5,10,6934.63,1e-07,0.033,0.001,1.2929
3,3,0.000133719,0.318927,5,10,6928.71,1e-07,0.033,0.001,1.52903
4,3,0.000152297,0.307341,5,10,6929.26,1e-07,0.033,0.001,1.24635
5,3,0.000168938,0.316654,5,10,6937.64,1e-07,0.033,0.001,1.13659
6,3,0.00012838,0.31838,5,10,6939.43,1e-07,0.033,0.001,1.49535
7,3,0.000138246,0.312802,5,10,6936.78,1e-07,0.033,0.001,1.44428
8,3,0.000140222,0.312431,5,10,6936.95,1e-07,0.033,0.001,1.35611
9,3,0.000138114,0.312019,5,10,6935.4,1e-07,0.033,0.001,1.36882
10,3,0.000158276,0.319582,5,10,6935.7,1e-07,0.033,0.001,1.19918
