rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,0.000556957,0.235028,5,10,7174.76,1e-07,0.033,0.001,12.3697
2,1,5.23534e-05,0.251414,5,10,7291.19,1e-07,0.033,0.001,13.9918
3,1,0.00183587,0.214127,5,10,8228.83,1e-07,0.033,0.001,13.6161
4,1,0.000845764,0.217478,5,10,7092.4,1e-07,0.033,0.001,13.9998
5,1,6.40521e-05,0.25063,5,10,6823.56,1e-07,0.033,0.001,14
6,1,5.54175e-05,0.257941,5,10,6757.64,1e-07,0.033,0.001,13.6008
7,1,0.00024325,0.217669,5,10,7567.93,1e-07,0.033,0.001,13.9982
8,1,0.00135996,0.216567,5,10,8266.06,1e-07,0.033,0.001,13.6398
9,1,0.000167938,0.229407,5,10,7470.66,1e-07,0.033,0.001,13.9856
10,1,5.92945e-05,0.273627,5,10,7019.82,1e-07,0.033,0.001,14
1,2,0.00817801,0.465112,5,10,8096.92,1e-07,0.033,0.001,13.9853
2,2,0.0233276,0.456941,5,10,7277.85,1e-07,0.033,0.001,13.9881
3,2,0.0317665,0.455127,5,10,7693.35,1e-07,0.033,0.001,13.9717
4,2,0.00150024,0.453526,5,10,6941.83,1e-07,0.033,0.001,14
5,2,0.00325777,0.450203,5,10,7548.15,1e-07,0.033,0.001,13.9399
6,2,0.00668766,0.457885,5,10,7070.67,1e-07,0.033,0.001,13.9636
7,2,2.28716,0.467401,5,10,6534.58,1e-07,0.033,0.001,13.9997
8,2,0.00187818,0.462197,5,10,8320.01,1e-07,0.033,0.001,13.9962
9,2,0.0215802,0.437524,5,10,7295.07,1e-07,0.033,0.001,13.8503
10,2,0.0193333,0.452302,5,10,7457.67,1e-07,0.033,0.001,13.9999
1,3,0.00040617,0.304273,5,10,6688.09,1e-07,0.033,0.001,1.30668
2,3,0.000306156,0.308428,5,10,6767.59,1e-07,0.033,0.001,1.46874
3,3,0.000252195,0.311006,5,10,6891.41,1e-07,0.033,0.001,1.53903
4,3,0.000368723,0.30686,5,10,6696.94,1e-07,0.033,0.001,1.36445
5,3,0.000236157,0.307415,5,10,7547.51,1e-07,0.033,0.001,1.33375
6,3,0.000204314,0.311667,5,10,7291.8,1e-07,0.033,0.001,1.51464
7,3,0.000716904,0.310423,5,10,6592.43,1e-07,0.033,0.001,1.01937
8,3,0.000211392,0.314533,5,10,7648.21,1e-07,0.033,0.001,1.32815
9,3,0.000438208,0.311583,5,10,7207.11,1e-07,0.033,0.001,1.17328
10,3,0.00046886,0.306489,5,10,7347.87,1e-07,0.033,0.001,1.05413
