D_pop,1,0.0222046,-0.00130407,-0.00720186,-0.0358434,0.00581041,0.0169015,0.011377,-0.0237558,0.0262002
B_pop,0.0222046,1,0.101935,-0.177208,-0.032951,-0.211901,0.514716,0.248547,-0.0389932,0.0416258
Time0_pop,-0.00130407,0.101935,1,-0.0629153,-0.000122408,-0.0105969,0.116235,0.446113,0.000240622,-0.00446181
omega_alpha,-0.00720186,-0.177208,-0.0629153,1,0.00645893,0.0595479,-0.173764,-0.0659108,0.00817862,-0.0106604
omega_D,-0.0358434,-0.032951,-0.000122408,0.00645893,1,0.00561125,-0.0192609,-0.00353082,0.0875896,-0.0951467
omega_C,0.00581041,-0.211901,-0.0105969,0.0595479,0.00561125,1,-0.173322,-0.0429095,0.0186795,-0.0218971
omega_B,0.0169015,0.514716,0.116235,-0.173764,-0.0192609,-0.173322,1,0.256222,-0.0169063,0.0169337
omega_Time0,0.011377,0.248547,0.446113,-0.0659108,-0.00353082,-0.0429095,0.256222,1,0.0114735,-0.0151741
a,-0.0237558,-0.0389932,0.000240622,0.00817862,0.0875896,0.0186795,-0.0169063,0.0114735,1,-0.919543
b,0.0262002,0.0416258,-0.00446181,-0.0106604,-0.0951467,-0.0218971,0.0169337,-0.0151741,-0.919543,1
