rep,id,eta_alpha,eta_D,eta_E,eta_C,eta_B,eta_ECLIPSE0,eta_BUD0,eta_ep,eta_Time0
1,1,7.78091,0.519306,0,0,-3.65135e-05,0,0,0,-2.86824
2,1,5.49247,0.516683,0,0,0.000100412,0,0,0,-2.60834
3,1,17.0294,0.548814,0,0,3.64841e-05,0,0,0,-2.71859
4,1,5.12977,0.536296,0,0,-1.89927e-05,0,0,0,-2.5206
5,1,7.50561,0.556961,0,0,0.000156653,0,0,0,-2.81164
6,1,17.3406,0.637286,0,0,-0.000186927,0,0,0,-2.78613
7,1,10.7583,0.564831,0,0,-6.48e-05,0,0,0,-2.92377
8,1,7.00596,0.514876,0,0,4.71121e-05,0,0,0,-2.62684
9,1,16.3927,0.540843,0,0,-0.000138967,0,0,0,-2.59603
10,1,19.8188,0.512089,0,0,-0.000131781,0,0,0,-2.74098
1,2,18.9536,-0.500464,0,0,0.000202571,0,0,0,8.15543
2,2,5.93495,-0.459026,0,0,-4.32375e-05,0,0,0,2.90903
3,2,8.30041,-0.499767,0,0,-5.64782e-05,0,0,0,5.41463
4,2,2.48706,-0.452898,0,0,0.000224719,0,0,0,12.9825
5,2,23.6032,-0.485544,0,0,-0.000110972,0,0,0,3.68187
6,2,2.78961,-0.466429,0,0,3.80135e-05,0,0,0,3.66329
7,2,2.59407,-0.457743,0,0,-3.37289e-05,0,0,0,3.01115
8,2,23.4692,-0.498169,0,0,0.000135688,0,0,0,10.9886
9,2,8.2212,-0.503956,0,0,-0.000120878,0,0,0,6.11278
10,2,5.81128,-0.495897,0,0,-0.000206478,0,0,0,7.0786
1,3,-0.0982573,-0.510044,0,0,-6.10138e-06,0,0,0,5.43893
2,3,0.909148,-0.691598,0,0,-5.79093e-05,0,0,0,5.37352
3,3,5.01357,-0.596616,0,0,-9.16263e-06,0,0,0,0.610658
4,3,5.10989,-0.748849,0,0,0.000101545,0,0,0,10.1598
5,3,3.41276,-0.437285,0,0,0.00018944,0,0,0,-0.153255
6,3,3.05249,-0.451118,0,0,-0.000263371,0,0,0,0.231292
7,3,24.2462,-0.637492,0,0,-0.000222573,0,0,0,1.20328
8,3,1.24867,-0.612859,0,0,-5.70428e-05,0,0,0,1.43204
9,3,10.3073,-0.722446,0,0,-6.51896e-05,0,0,0,2.79587
10,3,7.81911,-0.45593,0,0,0.000133984,0,0,0,-0.0507029
1,4,15.7992,0.501266,0,0,-0.000174559,0,0,0,-6.53224
2,4,8.53455,0.536177,0,0,1.66781e-05,0,0,0,-8.13347
3,4,5.09292,0.668136,0,0,8.90425e-05,0,0,0,-7.82683
4,4,6.90299,0.514419,0,0,-0.00010747,0,0,0,-6.44355
5,4,9.80109,0.603264,0,0,5.9539e-05,0,0,0,-5.29853
6,4,6.84934,0.647523,0,0,-0.000115915,0,0,0,-7.69979
7,4,21.7402,0.66746,0,0,-0.000101593,0,0,0,-7.17554
8,4,3.98404,0.598991,0,0,-5.20438e-05,0,0,0,-5.14458
9,4,5.56129,0.654128,0,0,7.88797e-06,0,0,0,-6.30244
10,4,4.82366,0.584788,0,0,-1.13796e-05,0,0,0,-5.89463
