rep,id,eta_alpha,eta_D,eta_E,eta_C,eta_B,eta_ECLIPSE0,eta_BUD0,eta_ep,eta_Time0
1,1,1.80099,-0.280571,0,0,-0.0139088,0,0,0,-1.64301
2,1,0.0913576,-0.240792,0,0,-0.0222218,0,0,0,1.30817
3,1,3.34084,-0.443675,0,0,0.1182,0,0,0,0.4909
4,1,0.972489,-0.384257,0,0,-0.0581305,0,0,0,6.38965
5,1,0.456543,-0.290541,0,0,-0.0580488,0,0,0,9.26312
6,1,0.529804,-0.254611,0,0,-0.0917188,0,0,0,0.646949
7,1,0.95302,-0.352878,0,0,0.134081,0,0,0,2.32102
8,1,0.848555,-0.302799,0,0,0.0959455,0,0,0,-0.366208
9,1,0.255714,-0.259556,0,0,-0.0536926,0,0,0,7.56822
10,1,5.13272,-0.221989,0,0,-0.12174,0,0,0,-2.48385
1,2,8.16309,0.310655,0,0,0.029886,0,0,0,4.87837
2,2,5.17163,0.32033,0,0,-0.0417799,0,0,0,3.44904
3,2,6.10253,0.302851,0,0,0.0969028,0,0,0,2.22094
4,2,4.34521,0.274331,0,0,0.061025,0,0,0,3.84254
5,2,3.46087,0.298927,0,0,0.0419824,0,0,0,3.28401
6,2,3.97892,0.3157,0,0,-0.0115877,0,0,0,11.2844
7,2,9.24729,0.335907,0,0,-0.0322616,0,0,0,5.57538
8,2,3.10775,0.334158,0,0,0.150414,0,0,0,7.43652
9,2,6.30716,0.27558,0,0,0.0717655,0,0,0,2.50369
10,2,5.5008,0.325034,0,0,0.0829638,0,0,0,6.21778
1,3,1.59684,-0.0581685,0,0,-0.0460237,0,0,0,-5.535
2,3,1.00289,-0.0264613,0,0,0.0925411,0,0,0,-5.49039
3,3,1.45481,-0.0708773,0,0,-0.0374211,0,0,0,-5.40463
4,3,1.65079,-0.0564597,0,0,-0.0824065,0,0,0,-5.46264
5,3,1.33528,-0.0785405,0,0,0.0148119,0,0,0,-5.48504
6,3,1.86179,-0.100993,0,0,-0.14356,0,0,0,-5.38456
7,3,1.25436,-0.0525134,0,0,-0.0467534,0,0,0,-5.2633
8,3,1.08361,-0.0126619,0,0,0.0970609,0,0,0,-5.477
9,3,1.75513,-0.0481025,0,0,-0.0272547,0,0,0,-5.62864
10,3,1.57001,-0.0507931,0,0,0.0305834,0,0,0,-5.62717
