rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,4.93e-05,4.80892,5,10,18523.3,1e-07,0.033,0.001,14
2,1,4.93e-05,4.18498,5,10,16705.2,1e-07,0.033,0.001,14
3,1,4.93e-05,5.30384,5,10,20116.8,1e-07,0.033,0.001,14
4,1,4.93e-05,4.24767,5,10,16810.4,1e-07,0.033,0.001,14
5,1,4.93e-05,3.9934,5,10,15928.9,1e-07,0.033,0.001,14
6,1,4.93e-05,5.27248,5,10,20014.6,1e-07,0.033,0.001,14
7,1,4.93e-05,5.23391,5,10,19981,1e-07,0.033,0.001,14
8,1,4.93e-05,4.54885,5,10,17766,1e-07,0.033,0.001,14
9,1,4.93e-05,3.35064,5,10,14042.1,1e-07,0.033,0.001,14
10,1,4.93e-05,3.79541,5,10,15385.5,1e-07,0.033,0.001,14
1,2,4.93e-05,0.675667,5,10,26787.7,1e-07,0.033,0.001,14
2,2,4.93e-05,0.675903,5,10,32852.7,1e-07,0.033,0.001,14
3,2,4.93e-05,0.679287,5,10,55809.8,1e-07,0.033,0.001,14
4,2,4.93e-05,0.678537,5,10,39595,1e-07,0.033,0.001,14
5,2,4.93e-05,0.678219,5,10,36925.7,1e-07,0.033,0.001,14
6,2,4.93e-05,0.672644,5,10,28764.4,1e-07,0.033,0.001,14
7,2,4.93e-05,0.679636,5,10,32066.1,1e-07,0.033,0.001,14
8,2,4.93e-05,0.659613,5,10,36188.1,1e-07,0.033,0.001,14
9,2,4.93e-05,0.667427,5,10,42325.1,1e-07,0.033,0.001,14
10,2,4.93e-05,0.68144,5,10,33834.1,1e-07,0.033,0.001,14
1,3,4.93e-05,0.509334,5,10,20011.2,1e-07,0.033,0.001,14
2,3,4.93e-05,0.585391,5,10,9855.91,1e-07,0.033,0.001,14
3,3,4.93e-05,0.540817,5,10,14898,1e-07,0.033,0.001,14
4,3,4.93e-05,0.605694,5,10,8171.11,1e-07,0.033,0.001,14
5,3,4.93e-05,0.508989,5,10,33145.2,1e-07,0.033,0.001,14
6,3,4.93e-05,0.555057,5,10,12410.3,1e-07,0.033,0.001,14
7,3,4.93e-05,0.715508,5,10,7113.36,1e-07,0.033,0.001,14
8,3,4.93e-05,0.533941,5,10,21068.9,1e-07,0.033,0.001,14
9,3,4.93e-05,0.525523,5,10,28095.9,1e-07,0.033,0.001,14
10,3,4.93e-05,0.515827,5,10,17588.4,1e-07,0.033,0.001,14
1,4,4.93e-05,6.2525,5,10,22473.3,1e-07,0.033,0.001,14
2,4,4.93e-05,4.32115,5,10,16431.5,1e-07,0.033,0.001,14
3,4,4.93e-05,2.13573,5,10,9945.32,1e-07,0.033,0.001,14
4,4,4.93e-05,4.47079,5,10,17080.5,1e-07,0.033,0.001,14
5,4,4.93e-05,4.3359,5,10,16566.1,1e-07,0.033,0.001,14
6,4,4.93e-05,6.128,5,10,22270.6,1e-07,0.033,0.001,14
7,4,4.93e-05,7.20294,5,10,25400.2,1e-07,0.033,0.001,14
8,4,4.93e-05,5.19733,5,10,19318.4,1e-07,0.033,0.001,14
9,4,4.93e-05,4.89842,5,10,18381.3,1e-07,0.033,0.001,14
10,4,4.93e-05,4.40106,5,10,17025.9,1e-07,0.033,0.001,14
