rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,0.00343008,1.6615,5,10,8827.47,1e-07,0.033,0.001,1.42789
2,1,95.8488,1.69565,5,10,8827.9,1e-07,0.033,0.001,1.47581
3,1,4.07031e+06,1.59466,5,10,8827.57,1e-07,0.033,0.001,1.5458
4,1,1.23423,1.66055,5,10,8827.58,1e-07,0.033,0.001,1.36151
5,1,0.00412596,1.61401,5,10,8827.91,1e-07,0.033,0.001,1.67031
6,1,0.531257,1.6497,5,10,8827.89,1e-07,0.033,0.001,1.43619
7,1,0.32723,1.66697,5,10,8828.16,1e-07,0.033,0.001,1.5094
8,1,0.00496941,1.72516,5,10,8828.06,1e-07,0.033,0.001,1.50915
9,1,29506.3,1.68389,5,10,8827.94,1e-07,0.033,0.001,1.33598
10,1,17366.1,1.68444,5,10,8827.96,1e-07,0.033,0.001,1.56961
1,2,0.00375683,0.603185,5,10,8827.46,1e-07,0.033,0.001,13.9997
2,2,236.705,0.584774,5,10,8827.76,1e-07,0.033,0.001,13.9145
3,2,0.658866,0.591492,5,10,8827.85,1e-07,0.033,0.001,13.9959
4,2,295.62,0.590988,5,10,8827.75,1e-07,0.033,0.001,13.6289
5,2,0.0202884,0.568426,5,10,8827.52,1e-07,0.033,0.001,13.9778
6,2,7.7551,0.580103,5,10,8827.7,1e-07,0.033,0.001,13.9387
7,2,13.4482,0.586887,5,10,8827.57,1e-07,0.033,0.001,13.8682
8,2,0.654204,0.576261,5,10,8827.66,1e-07,0.033,0.001,13.936
9,2,0.00101885,0.573909,5,10,8827.82,1e-07,0.033,0.001,13.9108
10,2,0.0997275,0.591897,5,10,8827.86,1e-07,0.033,0.001,13.6038
1,3,2042.44,0.617464,5,10,8827.83,1e-07,0.033,0.001,7.19723
2,3,0.00942587,0.555667,5,10,8827.77,1e-07,0.033,0.001,8.77273
3,3,0.00120413,0.591788,5,10,8827.65,1e-07,0.033,0.001,8.21307
4,3,3.68969,0.720696,5,10,8827.79,1e-07,0.033,0.001,5.09149
5,3,179.115,0.515832,5,10,8827.68,1e-07,0.033,0.001,11.7075
6,3,0.00572253,0.60001,5,10,8827.49,1e-07,0.033,0.001,7.2349
7,3,4.62163e+06,0.481764,5,10,8827.93,1e-07,0.033,0.001,13.9991
8,3,0.00149608,0.507069,5,10,8827.89,1e-07,0.033,0.001,11.366
9,3,33.4829,0.596374,5,10,8827.88,1e-07,0.033,0.001,7.77919
10,3,0.0183943,0.586955,5,10,8827.54,1e-07,0.033,0.001,8.23925
1,4,0.0979303,1.6098,5,10,8827.66,1e-07,0.033,0.001,0.0949889
2,4,0.00662368,1.6837,5,10,8827.79,1e-07,0.033,0.001,0.187262
3,4,0.0881639,1.78916,5,10,8827.43,1e-07,0.033,0.001,0.00308667
4,4,0.275026,1.72338,5,10,8827.57,1e-07,0.033,0.001,0.289193
5,4,0.236592,1.90081,5,10,8827.88,1e-07,0.033,0.001,0.0573757
6,4,316.984,1.65174,5,10,8827.88,1e-07,0.033,0.001,0.154039
7,4,19.648,1.57219,5,10,8827.8,1e-07,0.033,0.001,0.00147745
8,4,0.0300864,1.59801,5,10,8827.57,1e-07,0.033,0.001,0.325962
9,4,2.71443,1.68546,5,10,8827.81,1e-07,0.033,0.001,0.162875
10,4,170.217,1.70707,5,10,8827.99,1e-07,0.033,0.001,0.302356
