rep,ID,uid,TIME,y20,cens
1,1,1_rep1,0,6.18257,0
1,1,1_rep1,0,4.00921,0
1,1,1_rep1,0,5.76766,0
1,1,1_rep1,0,4.08442,0
1,1,1_rep1,0,5.86353,0
1,1,1_rep1,0,7.89278,0
1,1,1_rep1,0,5.78116,0
1,1,1_rep1,0,8.35585,0
1,1,1_rep1,0,2.21185,0
1,1,1_rep1,0,3.38484,0
1,1,1_rep1,0,8.27158,0
1,1,1_rep1,0,4.62032,0
1,1,1_rep1,0,2.50153,0
1,1,1_rep1,0,10.1534,0
1,1,1_rep1,0,3.58521,0
1,1,1_rep1,0,8.33615,0
1,1,1_rep1,0,2.70111,0
1,1,1_rep1,0,2.21203,0
1,1,1_rep1,0,5.29911,0
1,1,1_rep1,0,3.34309,0
1,1,1_rep1,0,5.27665,0
1,1,1_rep1,0,7.56334,0
1,1,1_rep1,0,5.7086,0
1,1,1_rep1,0,7.01364,0
1,1,1_rep1,0,5.90804,0
1,1,1_rep1,0,9.48249,0
1,1,1_rep1,0,6.67472,0
1,1,1_rep1,0,2.10473,0
1,1,1_rep1,0,5.35708,0
1,1,1_rep1,0,3.40523,0
1,1,1_rep1,0,0.110961,1
1,1,1_rep1,0,5.92645,0
1,1,1_rep1,0,8.41067,0
1,1,1_rep1,0,6.6245,0
1,1,1_rep1,0,2.71424,0
1,1,1_rep1,0,5.9344,0
1,1,1_rep1,0,1.38839,0
1,1,1_rep1,0,3.12511,0
1,1,1_rep1,0,7.86312,0
1,1,1_rep1,0,6.70353,0
1,1,1_rep1,0,5.95086,0
1,1,1_rep1,0,5.91894,0
1,1,1_rep1,0,6.54948,0
1,1,1_rep1,0,6.83733,0
1,1,1_rep1,0,4.98964,0
1,1,1_rep1,0,3.35185,0
1,1,1_rep1,1,3.60876,0
1,1,1_rep1,1,5.68348,0
1,1,1_rep1,1,11.5008,0
1,1,1_rep1,1,2.22183,0
1,1,1_rep1,1,2.67905,0
1,1,1_rep1,1,2.28364,0
1,1,1_rep1,1,3.98566,0
1,1,1_rep1,1,10.2202,0
1,1,1_rep1,1,0.310937,1
1,1,1_rep1,1,4.37312,0
1,1,1_rep1,1,1.22458,0
1,1,1_rep1,1,4.18291,0
1,1,1_rep1,1,6.19749,0
1,1,1_rep1,1,5.86569,0
1,1,1_rep1,1,6.92252,0
1,1,1_rep1,1,6.33503,0
1,1,1_rep1,1,3.55403,0
1,1,1_rep1,1,3.9657,0
1,1,1_rep1,1,5.09549,0
1,1,1_rep1,1,-0.160602,1
1,1,1_rep1,1,3.76193,0
1,1,1_rep1,1,6.03445,0
1,1,1_rep1,1,3.67691,0
1,1,1_rep1,1,2.60078,0
1,1,1_rep1,1,3.63217,0
1,1,1_rep1,1,7.03912,0
1,1,1_rep1,1,6.70209,0
1,1,1_rep1,1,3.46239,0
1,1,1_rep1,1,6.85827,0
1,1,1_rep1,1,5.66238,0
1,1,1_rep1,1,2.39641,0
1,1,1_rep1,1,5.70925,0
1,1,1_rep1,1,4.15338,0
1,1,1_rep1,1,3.62664,0
1,1,1_rep1,1,7.46739,0
1,1,1_rep1,1,5.51133,0
1,1,1_rep1,1,6.17695,0
1,1,1_rep1,1,0.945742,1
1,1,1_rep1,1,4.02437,0
1,1,1_rep1,1,6.35118,0
1,1,1_rep1,1,3.72131,0
1,1,1_rep1,1,7.41446,0
1,1,1_rep1,1,5.69094,0
1,1,1_rep1,1,3.24907,0
1,1,1_rep1,1,3.09999,0
1,1,1_rep1,1,5.53502,0
1,1,1_rep1,1,3.48606,0
1,1,1_rep1,1,4.6751,0
1,1,1_rep1,1,4.96633,0
1,1,1_rep1,1,2.71601,0
1,1,1_rep1,2,2.04939,0
1,1,1_rep1,2,4.27874,0
1,1,1_rep1,2,4.29294,0
1,1,1_rep1,2,5.99162,0
1,1,1_rep1,2,2.30142,0
1,1,1_rep1,2,7.93265,0
1,1,1_rep1,2,0.958655,1
1,1,1_rep1,2,4.59669,0
1,1,1_rep1,2,3.90095,0
1,1,1_rep1,2,3.58074,0
1,1,1_rep1,2,3.32011,0
1,1,1_rep1,2,4.98804,0
1,1,1_rep1,2,3.58323,0
1,1,1_rep1,2,6.0665,0
1,1,1_rep1,2,6.31132,0
1,1,1_rep1,2,5.71473,0
1,1,1_rep1,2,9.74035,0
1,1,1_rep1,2,5.67078,0
1,1,1_rep1,2,3.40417,0
1,1,1_rep1,2,2.69489,0
1,1,1_rep1,2,2.91032,0
1,1,1_rep1,2,6.09114,0
1,1,1_rep1,2,5.12157,0
1,1,1_rep1,2,2.65094,0
1,1,1_rep1,2,1.24403,0
1,1,1_rep1,2,4.15774,0
1,1,1_rep1,2,4.36188,0
1,1,1_rep1,2,3.91032,0
1,1,1_rep1,2,4.88914,0
1,1,1_rep1,2,1.96036,0
1,1,1_rep1,2,4.70762,0
1,1,1_rep1,2,-2.62597,1
1,1,1_rep1,2,2.43148,0
1,1,1_rep1,2,3.95194,0
1,1,1_rep1,2,6.11504,0
1,1,1_rep1,2,4.45716,0
1,1,1_rep1,2,3.92804,0
1,1,1_rep1,2,2.98391,0
1,1,1_rep1,2,1.45854,0
1,1,1_rep1,2,7.71429,0
1,1,1_rep1,2,7.09387,0
1,1,1_rep1,2,3.13662,0
1,1,1_rep1,2,5.24683,0
1,1,1_rep1,2,2.71529,0
1,1,1_rep1,2,1.7451,0
1,1,1_rep1,2,3.32013,0
1,1,1_rep1,2,0.923703,1
1,1,1_rep1,2,4.64887,0
1,1,1_rep1,3,5.75765,0
1,1,1_rep1,3,2.8589,0
1,1,1_rep1,3,5.38732,0
1,1,1_rep1,3,4.16072,0
1,1,1_rep1,3,3.91466,0
1,1,1_rep1,3,2.17835,0
1,1,1_rep1,3,6.69657,0
1,1,1_rep1,3,9.039,0
1,1,1_rep1,3,3.35876,0
1,1,1_rep1,3,6.33432,0
1,1,1_rep1,3,5.89153,0
1,1,1_rep1,3,9.40514,0
1,1,1_rep1,3,4.16283,0
1,1,1_rep1,3,3.21592,0
1,1,1_rep1,3,3.18233,0
1,1,1_rep1,3,1.69334,0
1,1,1_rep1,3,3.77192,0
1,1,1_rep1,3,5.72203,0
1,1,1_rep1,3,5.72024,0
1,1,1_rep1,3,7.89411,0
1,1,1_rep1,3,8.50346,0
1,1,1_rep1,3,2.41819,0
1,1,1_rep1,3,2.41579,0
1,1,1_rep1,3,6.25938,0
1,1,1_rep1,3,2.86131,0
1,1,1_rep1,3,2.44159,0
1,1,1_rep1,3,4.18746,0
1,1,1_rep1,3,5.09659,0
1,1,1_rep1,3,6.55747,0
1,1,1_rep1,3,2.57269,0
1,1,1_rep1,3,1.54337,0
1,1,1_rep1,3,8.19306,0
1,1,1_rep1,3,10.8985,0
1,1,1_rep1,3,5.08391,0
1,1,1_rep1,3,2.77487,0
1,1,1_rep1,3,2.90198,0
1,1,1_rep1,4,0.77451,1
1,1,1_rep1,4,2.96523,0
1,1,1_rep1,4,7.19363,0
1,1,1_rep1,4,6.05252,0
1,1,1_rep1,4,3.02573,0
1,1,1_rep1,4,2.58828,0
1,1,1_rep1,4,0.558453,1
1,1,1_rep1,4,2.5069,0
1,1,1_rep1,4,10.1562,0
1,1,1_rep1,4,6.66112,0
1,1,1_rep1,4,5.44876,0
1,1,1_rep1,4,3.54733,0
1,1,1_rep1,4,5.28676,0
1,1,1_rep1,4,3.21435,0
1,1,1_rep1,4,2.19411,0
1,1,1_rep1,4,5.0325,0
1,1,1_rep1,4,1.4383,0
1,1,1_rep1,4,-2.32251,1
1,1,1_rep1,4,0.975895,1
1,1,1_rep1,4,3.57938,0
1,1,1_rep1,4,-0.0708745,1
1,1,1_rep1,4,5.62885,0
1,1,1_rep1,4,4.11539,0
1,1,1_rep1,4,3.90076,0
1,1,1_rep1,4,4.5344,0
1,1,1_rep1,4,5.74768,0
1,1,1_rep1,5,2.69504,0
1,1,1_rep1,5,2.52113,0
1,1,1_rep1,5,2.544,0
1,1,1_rep1,5,7.42212,0
1,1,1_rep1,5,-0.468746,1
1,1,1_rep1,5,3.29266,0
1,1,1_rep1,5,0.776693,1
1,1,1_rep1,5,5.46079,0
1,1,1_rep1,5,7.06029,0
1,1,1_rep1,5,3.38837,0
1,1,1_rep1,5,2.19308,0
1,1,1_rep1,5,1.73569,0
1,1,1_rep1,5,6.5364,0
1,1,1_rep1,5,3.7944,0
1,1,1_rep1,5,3.88422,0
1,1,1_rep1,5,5.29136,0
1,1,1_rep1,5,1.85734,0
1,1,1_rep1,6,4.61782,0
1,1,1_rep1,6,2.72988,0
1,1,1_rep1,6,-0.204077,1
1,1,1_rep1,6,0.877286,1
1,1,1_rep1,6,4.45096,0
1,1,1_rep1,6,4.53922,0
1,1,1_rep1,6,4.82506,0
1,1,1_rep1,6,0.0537239,1
1,1,1_rep1,6,7.79097,0
1,1,1_rep1,6,2.95154,0
1,1,1_rep1,6,2.64901,0
1,1,1_rep1,7,8.69751,0
1,1,1_rep1,7,7.39673,0
1,1,1_rep1,7,0.776813,1
1,1,1_rep1,7,5.3314,0
1,1,1_rep1,7,-1.18411,1
1,1,1_rep1,7,1.86551,0
1,1,1_rep1,7,2.34647,0
1,1,1_rep1,7,-1.5339,1
1,1,1_rep1,7,3.38152,0
1,1,1_rep1,8,5.56316,0
1,1,1_rep1,8,1.61489,0
1,1,1_rep1,8,2.67717,0
1,1,1_rep1,8,3.44075,0
1,1,1_rep1,8,5.17798,0
1,1,1_rep1,8,-0.386922,1
1,1,1_rep1,8,0.594147,1
1,1,1_rep1,8,3.72385,0
1,1,1_rep1,8,1.24565,0
1,1,1_rep1,10,0.167212,1
1,1,1_rep1,10,1.5616,0
1,1,1_rep1,0,2.17108,0
1,1,1_rep1,1,2.67527,0
1,1,1_rep1,1,0.260252,1
1,1,1_rep1,2,0.893533,1
1,1,1_rep1,3,1.77452,0
1,1,1_rep1,4,-0.558727,1
1,1,1_rep1,5,-1.11909,1
1,1,1_rep1,6,2.71685,0
1,1,1_rep1,7,-1.39096,1
1,1,1_rep1,9,-2.70925,1
1,1,1_rep1,10,3.20777,0
1,1,1_rep1,12,-0.0689227,1
2,1,1_rep2,-6,2.76457,0
2,1,1_rep2,-5,3.18208,0
2,1,1_rep2,-5,3.28239,0
2,1,1_rep2,-4,1.61349,0
2,1,1_rep2,-4,6.50382,0
2,1,1_rep2,-4,5.69055,0
2,1,1_rep2,-4,5.60566,0
2,1,1_rep2,-4,7.80854,0
2,1,1_rep2,-3,4.55274,0
2,1,1_rep2,-3,7.54382,0
2,1,1_rep2,-3,5.65928,0
2,1,1_rep2,-3,7.54146,0
2,1,1_rep2,-3,1.58551,0
2,1,1_rep2,-3,2.05955,0
2,1,1_rep2,-3,6.57453,0
2,1,1_rep2,-3,5.18345,0
2,1,1_rep2,-3,4.46048,0
2,1,1_rep2,-3,4.61558,0
2,1,1_rep2,-3,7.23648,0
2,1,1_rep2,-3,0.63713,1
2,1,1_rep2,-2,7.77093,0
2,1,1_rep2,-2,3.03194,0
2,1,1_rep2,-2,5.62446,0
2,1,1_rep2,-2,6.94935,0
2,1,1_rep2,-2,5.51789,0
2,1,1_rep2,-2,3.93647,0
2,1,1_rep2,-2,3.55536,0
2,1,1_rep2,-2,5.06213,0
2,1,1_rep2,-2,6.57456,0
2,1,1_rep2,-2,3.45458,0
2,1,1_rep2,-2,5.20142,0
2,1,1_rep2,-2,6.44032,0
2,1,1_rep2,-2,5.95054,0
2,1,1_rep2,-2,11.2088,0
2,1,1_rep2,-2,6.5809,0
2,1,1_rep2,-2,2.48587,0
2,1,1_rep2,-2,8.24996,0
2,1,1_rep2,-2,7.06943,0
2,1,1_rep2,-2,3.82358,0
2,1,1_rep2,-2,11.0859,0
2,1,1_rep2,-2,10.4609,0
2,1,1_rep2,-2,5.07869,0
2,1,1_rep2,-1,3.76918,0
2,1,1_rep2,-1,7.73599,0
2,1,1_rep2,-1,6.90248,0
2,1,1_rep2,-1,11.0646,0
2,1,1_rep2,-1,9.62161,0
2,1,1_rep2,-1,6.76727,0
2,1,1_rep2,-1,3.4069,0
2,1,1_rep2,-1,4.63091,0
2,1,1_rep2,-1,9.75625,0
2,1,1_rep2,-1,9.98442,0
2,1,1_rep2,-1,6.31296,0
2,1,1_rep2,-1,8.52133,0
2,1,1_rep2,-1,8.39343,0
2,1,1_rep2,-1,5.61318,0
2,1,1_rep2,-1,9.22207,0
2,1,1_rep2,-1,9.68549,0
2,1,1_rep2,-1,6.66202,0
2,1,1_rep2,-1,7.05066,0
2,1,1_rep2,-1,3.87896,0
2,1,1_rep2,-1,9.62486,0
2,1,1_rep2,-1,3.11342,0
2,1,1_rep2,-1,8.30366,0
2,1,1_rep2,-1,4.31484,0
2,1,1_rep2,-1,9.21048,0
2,1,1_rep2,-1,9.59439,0
2,1,1_rep2,-1,9.45559,0
2,1,1_rep2,-1,8.22388,0
2,1,1_rep2,-1,8.89608,0
2,1,1_rep2,-1,4.38648,0
2,1,1_rep2,-1,7.20628,0
2,1,1_rep2,-1,7.66015,0
2,1,1_rep2,-1,7.17241,0
2,1,1_rep2,-1,4.64392,0
2,1,1_rep2,-1,5.12589,0
2,1,1_rep2,0,6.76282,0
2,1,1_rep2,0,7.06412,0
2,1,1_rep2,0,3.02733,0
2,1,1_rep2,0,9.00853,0
2,1,1_rep2,0,10.248,0
2,1,1_rep2,0,6.10949,0
2,1,1_rep2,0,10.9787,0
2,1,1_rep2,0,7.22923,0
2,1,1_rep2,0,7.16391,0
2,1,1_rep2,0,10.2685,0
2,1,1_rep2,0,9.11905,0
2,1,1_rep2,0,8.10145,0
2,1,1_rep2,0,4.92208,0
2,1,1_rep2,0,6.41235,0
2,1,1_rep2,0,9.67086,0
2,1,1_rep2,0,5.28876,0
2,1,1_rep2,0,5.88465,0
2,1,1_rep2,0,7.47285,0
2,1,1_rep2,0,8.09966,0
2,1,1_rep2,0,8.13025,0
2,1,1_rep2,0,9.81047,0
2,1,1_rep2,0,8.07714,0
2,1,1_rep2,0,6.20848,0
2,1,1_rep2,0,9.08173,0
2,1,1_rep2,0,9.401,0
2,1,1_rep2,0,9.9456,0
2,1,1_rep2,0,8.33921,0
2,1,1_rep2,0,7.04608,0
2,1,1_rep2,0,7.33912,0
2,1,1_rep2,0,7.59731,0
2,1,1_rep2,0,7.12767,0
2,1,1_rep2,0,7.29906,0
2,1,1_rep2,0,10.0065,0
2,1,1_rep2,0,8.72228,0
2,1,1_rep2,0,7.3571,0
2,1,1_rep2,0,8.52602,0
2,1,1_rep2,0,8.28138,0
2,1,1_rep2,0,9.85559,0
2,1,1_rep2,0,9.85866,0
2,1,1_rep2,0,5.86348,0
2,1,1_rep2,0,4.50696,0
2,1,1_rep2,0,8.3546,0
2,1,1_rep2,0,7.75718,0
2,1,1_rep2,0,5.28942,0
2,1,1_rep2,0,4.63708,0
2,1,1_rep2,0,5.35945,0
2,1,1_rep2,0,5.94238,0
2,1,1_rep2,0,10.1154,0
2,1,1_rep2,0,10.5212,0
2,1,1_rep2,0,10.7593,0
2,1,1_rep2,0,10.5719,0
2,1,1_rep2,1,12.5726,0
2,1,1_rep2,1,9.11746,0
2,1,1_rep2,1,10.4647,0
2,1,1_rep2,1,12.5599,0
2,1,1_rep2,1,6.59466,0
2,1,1_rep2,1,11.5813,0
2,1,1_rep2,1,10.2851,0
2,1,1_rep2,1,15.982,0
2,1,1_rep2,1,8.8134,0
2,1,1_rep2,1,8.34003,0
2,1,1_rep2,1,9.23527,0
2,1,1_rep2,1,8.94754,0
2,1,1_rep2,1,4.4909,0
2,1,1_rep2,1,7.84908,0
2,1,1_rep2,1,6.29656,0
2,1,1_rep2,1,8.53431,0
2,1,1_rep2,1,9.44293,0
2,1,1_rep2,1,10.8304,0
2,1,1_rep2,1,8.53341,0
2,1,1_rep2,1,5.86225,0
2,1,1_rep2,1,3.40237,0
2,1,1_rep2,1,9.04092,0
2,1,1_rep2,1,7.42502,0
2,1,1_rep2,1,5.0607,0
2,1,1_rep2,1,7.73873,0
2,1,1_rep2,1,4.82489,0
2,1,1_rep2,1,6.05762,0
2,1,1_rep2,1,11.4952,0
2,1,1_rep2,1,11.9128,0
2,1,1_rep2,1,7.61482,0
2,1,1_rep2,1,4.13656,0
2,1,1_rep2,1,7.88452,0
2,1,1_rep2,1,7.4419,0
2,1,1_rep2,1,6.42491,0
2,1,1_rep2,1,6.59452,0
2,1,1_rep2,1,8.8955,0
2,1,1_rep2,1,7.86442,0
2,1,1_rep2,1,7.58857,0
2,1,1_rep2,1,5.57458,0
2,1,1_rep2,1,7.55188,0
2,1,1_rep2,1,5.93493,0
2,1,1_rep2,1,9.35697,0
2,1,1_rep2,1,0.600811,1
2,1,1_rep2,1,8.20832,0
2,1,1_rep2,1,8.44904,0
2,1,1_rep2,1,8.86015,0
2,1,1_rep2,1,5.84667,0
2,1,1_rep2,1,10.7131,0
2,1,1_rep2,1,9.60139,0
2,1,1_rep2,1,6.55438,0
2,1,1_rep2,2,7.74914,0
2,1,1_rep2,2,3.34818,0
2,1,1_rep2,2,12.1434,0
2,1,1_rep2,2,9.31726,0
2,1,1_rep2,2,6.32936,0
2,1,1_rep2,2,7.03363,0
2,1,1_rep2,2,10.9011,0
2,1,1_rep2,2,7.78451,0
2,1,1_rep2,2,10.9709,0
2,1,1_rep2,2,4.48917,0
2,1,1_rep2,2,5.89598,0
2,1,1_rep2,2,10.1148,0
2,1,1_rep2,2,11.4985,0
2,1,1_rep2,2,9.81325,0
2,1,1_rep2,2,11.377,0
2,1,1_rep2,2,6.98479,0
2,1,1_rep2,2,10.858,0
2,1,1_rep2,2,9.20557,0
2,1,1_rep2,2,7.91842,0
2,1,1_rep2,2,8.90817,0
2,1,1_rep2,2,7.36023,0
2,1,1_rep2,2,10.4657,0
2,1,1_rep2,2,7.70711,0
2,1,1_rep2,2,7.58133,0
2,1,1_rep2,2,2.8592,0
2,1,1_rep2,2,8.1338,0
2,1,1_rep2,2,7.65765,0
2,1,1_rep2,2,3.46395,0
2,1,1_rep2,2,4.40416,0
2,1,1_rep2,2,10.4109,0
2,1,1_rep2,2,9.36359,0
2,1,1_rep2,2,8.97862,0
2,1,1_rep2,2,8.21069,0
2,1,1_rep2,2,8.56034,0
2,1,1_rep2,2,7.59482,0
2,1,1_rep2,2,8.00131,0
2,1,1_rep2,2,10.6917,0
2,1,1_rep2,2,8.15972,0
2,1,1_rep2,2,7.25146,0
2,1,1_rep2,2,9.51681,0
2,1,1_rep2,2,12.1132,0
2,1,1_rep2,2,9.4723,0
2,1,1_rep2,2,7.43744,0
2,1,1_rep2,2,9.51117,0
2,1,1_rep2,2,10.2105,0
2,1,1_rep2,2,9.7606,0
2,1,1_rep2,2,3.79458,0
2,1,1_rep2,2,10.6941,0
2,1,1_rep2,3,8.40719,0
2,1,1_rep2,3,6.05333,0
2,1,1_rep2,3,11.4488,0
2,1,1_rep2,3,10.8339,0
2,1,1_rep2,3,7.55785,0
2,1,1_rep2,3,6.18947,0
2,1,1_rep2,3,8.55612,0
2,1,1_rep2,3,6.99343,0
2,1,1_rep2,3,8.52705,0
2,1,1_rep2,3,9.62355,0
2,1,1_rep2,3,12.2601,0
2,1,1_rep2,3,9.26468,0
2,1,1_rep2,3,9.01285,0
2,1,1_rep2,3,8.06699,0
2,1,1_rep2,3,8.34679,0
2,1,1_rep2,3,6.98641,0
2,1,1_rep2,3,11.5566,0
2,1,1_rep2,3,7.85803,0
2,1,1_rep2,3,11.4017,0
2,1,1_rep2,3,7.79525,0
2,1,1_rep2,3,9.81786,0
2,1,1_rep2,3,3.58796,0
2,1,1_rep2,3,5.53744,0
2,1,1_rep2,3,6.91235,0
2,1,1_rep2,3,10.5395,0
2,1,1_rep2,3,3.64948,0
2,1,1_rep2,3,6.47529,0
2,1,1_rep2,3,8.52874,0
2,1,1_rep2,3,6.82065,0
2,1,1_rep2,3,7.53924,0
2,1,1_rep2,3,10.5879,0
2,1,1_rep2,3,5.71909,0
2,1,1_rep2,3,10.2586,0
2,1,1_rep2,3,8.44364,0
2,1,1_rep2,3,9.86839,0
2,1,1_rep2,3,9.07821,0
2,1,1_rep2,4,6.09414,0
2,1,1_rep2,4,7.51171,0
2,1,1_rep2,4,8.39887,0
2,1,1_rep2,4,11.4102,0
2,1,1_rep2,4,8.14249,0
2,1,1_rep2,4,10.9011,0
2,1,1_rep2,4,9.04696,0
2,1,1_rep2,4,6.22111,0
2,1,1_rep2,4,9.87927,0
2,1,1_rep2,4,7.53151,0
2,1,1_rep2,4,7.62134,0
2,1,1_rep2,4,11.6427,0
2,1,1_rep2,4,10.385,0
2,1,1_rep2,4,8.09738,0
2,1,1_rep2,4,6.58775,0
2,1,1_rep2,4,8.56923,0
2,1,1_rep2,4,8.33464,0
2,1,1_rep2,4,7.37462,0
2,1,1_rep2,4,5.41327,0
2,1,1_rep2,4,6.86977,0
2,1,1_rep2,4,7.39729,0
2,1,1_rep2,4,5.17367,0
2,1,1_rep2,4,7.61595,0
2,1,1_rep2,4,9.75747,0
2,1,1_rep2,4,8.29347,0
2,1,1_rep2,4,5.07209,0
2,1,1_rep2,5,6.07708,0
2,1,1_rep2,5,7.50745,0
2,1,1_rep2,5,6.99608,0
2,1,1_rep2,5,4.83141,0
2,1,1_rep2,5,8.67201,0
2,1,1_rep2,5,6.98792,0
2,1,1_rep2,5,9.6338,0
2,1,1_rep2,5,8.04885,0
2,1,1_rep2,5,5.4611,0
2,1,1_rep2,5,6.72219,0
2,1,1_rep2,5,5.1573,0
2,1,1_rep2,5,8.80214,0
2,1,1_rep2,5,7.49967,0
2,1,1_rep2,5,8.60335,0
2,1,1_rep2,5,8.33046,0
2,1,1_rep2,5,8.1184,0
2,1,1_rep2,5,7.4186,0
2,1,1_rep2,6,6.54145,0
2,1,1_rep2,6,10.4855,0
2,1,1_rep2,6,8.57756,0
2,1,1_rep2,6,7.60525,0
2,1,1_rep2,6,8.58392,0
2,1,1_rep2,6,11.8161,0
2,1,1_rep2,6,6.41481,0
2,1,1_rep2,6,10.3693,0
2,1,1_rep2,6,7.14887,0
2,1,1_rep2,6,3.84875,0
2,1,1_rep2,6,5.95602,0
2,1,1_rep2,7,5.98469,0
2,1,1_rep2,7,6.79392,0
2,1,1_rep2,7,5.34571,0
2,1,1_rep2,7,5.10764,0
2,1,1_rep2,7,4.46761,0
2,1,1_rep2,7,4.91575,0
2,1,1_rep2,7,4.954,0
2,1,1_rep2,7,5.97173,0
2,1,1_rep2,7,10.7449,0
2,1,1_rep2,8,7.8369,0
2,1,1_rep2,8,6.79923,0
2,1,1_rep2,8,9.71758,0
2,1,1_rep2,8,10.921,0
2,1,1_rep2,8,4.77928,0
2,1,1_rep2,8,4.07836,0
2,1,1_rep2,8,8.74457,0
2,1,1_rep2,8,3.17929,0
2,1,1_rep2,8,7.64805,0
2,1,1_rep2,10,5.32227,0
2,1,1_rep2,10,3.07267,0
2,1,1_rep2,0,7.69292,0
2,1,1_rep2,1,9.56841,0
2,1,1_rep2,1,6.10043,0
2,1,1_rep2,2,3.09774,0
2,1,1_rep2,3,10.305,0
2,1,1_rep2,4,8.50758,0
2,1,1_rep2,5,7.0497,0
2,1,1_rep2,6,5.05385,0
2,1,1_rep2,7,3.54914,0
2,1,1_rep2,9,6.9621,0
2,1,1_rep2,10,5.54857,0
2,1,1_rep2,12,7.0252,0
3,1,1_rep3,-6,3.00698,0
3,1,1_rep3,-5,5.17393,0
3,1,1_rep3,-5,4.57655,0
3,1,1_rep3,-4,3.76277,0
3,1,1_rep3,-4,2.63273,0
3,1,1_rep3,-4,1.5561,0
3,1,1_rep3,-4,1.8661,0
3,1,1_rep3,-4,2.80041,0
3,1,1_rep3,-3,-1.39314,1
3,1,1_rep3,-3,1.08009,0
3,1,1_rep3,-3,0.140213,1
3,1,1_rep3,-3,-0.710113,1
3,1,1_rep3,-3,6.24291,0
3,1,1_rep3,-3,5.19286,0
3,1,1_rep3,-3,3.32274,0
3,1,1_rep3,-3,0.699419,1
3,1,1_rep3,-3,4.13631,0
3,1,1_rep3,-3,1.97678,0
3,1,1_rep3,-3,3.01139,0
3,1,1_rep3,-3,0.141511,1
3,1,1_rep3,-2,2.62441,0
3,1,1_rep3,-2,-2.32153,1
3,1,1_rep3,-2,1.25766,0
3,1,1_rep3,-2,5.17935,0
3,1,1_rep3,-2,1.74246,0
3,1,1_rep3,-2,2.54269,0
3,1,1_rep3,-2,0.943706,1
3,1,1_rep3,-2,0.328807,1
3,1,1_rep3,-2,4.03165,0
3,1,1_rep3,-2,0.754332,1
