rep,id,eta_alpha,eta_D,eta_E,eta_C,eta_B,eta_ECLIPSE0,eta_BUD0,eta_ep,eta_Time0
1,1,2.90242,-0.318135,0,0,0.0327977,0,0,0,-2.84009
2,1,0.250701,-0.26213,0,0,0.0436966,0,0,0,2.0948
3,1,1.34024,-0.284701,0,0,0.0494591,0,0,0,-2.59277
4,1,0.915863,-0.330042,0,0,-0.0525796,0,0,0,10.4554
5,1,0.386759,-0.223743,0,0,0.0295972,0,0,0,1.20891
6,1,0.218303,-0.212717,0,0,-0.0843489,0,0,0,3.67157
7,1,0.336489,-0.283204,0,0,0.143637,0,0,0,11.1303
8,1,1.45798,-0.380439,0,0,0.186792,0,0,0,1.33398
9,1,0.660566,-0.311747,0,0,-0.0767983,0,0,0,9.28093
10,1,0.5439,-0.228702,0,0,-0.186888,0,0,0,5.25468
1,2,5.28302,0.348678,0,0,0.135176,0,0,0,4.86164
2,2,7.88636,0.330038,0,0,0.0123304,0,0,0,5.83513
3,2,6.54268,0.321459,0,0,0.108062,0,0,0,2.65507
4,2,5.40882,0.308939,0,0,0.0111841,0,0,0,9.49291
5,2,4.57661,0.316626,0,0,0.0605165,0,0,0,2.23126
6,2,4.6627,0.341087,0,0,0.189324,0,0,0,0.801885
7,2,11.068,0.349682,0,0,-0.113421,0,0,0,7.37236
8,2,3.82085,0.344789,0,0,0.233287,0,0,0,7.73144
9,2,6.22537,0.288174,0,0,0.00728989,0,0,0,1.114
10,2,4.59333,0.335946,0,0,0.0863641,0,0,0,10.57
1,3,1.51129,-0.0399435,0,0,0.0380675,0,0,0,-6.58245
2,3,1.10072,-0.020484,0,0,0.116442,0,0,0,-6.432
3,3,1.47551,-0.0295532,0,0,0.0324868,0,0,0,-6.50672
4,3,1.14804,-0.00642242,0,0,0.0678405,0,0,0,-6.4116
5,3,1.96108,-0.101077,0,0,-0.148971,0,0,0,-6.39583
6,3,2.18401,-0.0935278,0,0,-0.110625,0,0,0,-6.57619
7,3,1.73568,-0.0465704,0,0,-0.0554763,0,0,0,-6.45047
8,3,1.22809,-0.0319072,0,0,-0.00540855,0,0,0,-6.2909
9,3,2.40151,-0.0559481,0,0,-0.0733688,0,0,0,-6.77416
10,3,1.60526,-0.0439143,0,0,0.110273,0,0,0,-6.70568
