D_pop,1,-0.00328987,0.00973499,-0.0327109,-0.0593313,-0.00240575,-0.0278272,0.0144628,0.0938992,-0.0936238
B_pop,-0.00328987,1,0.106492,0.0354324,-0.0734134,0.312909,0.150085,0.112662,-0.0662866,0.065982
Time0_pop,0.00973499,0.106492,1,-0.0409541,-0.0270992,0.0994266,0.0326838,0.596401,0.0265336,-0.0239304
omega_alpha,-0.0327109,0.0354324,-0.0409541,1,-0.0147567,0.107165,0.0373181,-0.0306642,-0.0756952,0.0756916
omega_D,-0.0593313,-0.0734134,-0.0270992,-0.0147567,1,-0.103024,0.0242524,-0.031403,-0.0382012,0.0407342
omega_C,-0.00240575,0.312909,0.0994266,0.107165,-0.103024,1,0.0483963,0.0792859,-0.0670412,0.0693759
omega_B,-0.0278272,0.150085,0.0326838,0.0373181,0.0242524,0.0483963,1,0.01574,-0.0564373,0.0609149
omega_Time0,0.0144628,0.112662,0.596401,-0.0306642,-0.031403,0.0792859,0.01574,1,0.0383599,-0.0357594
a,0.0938992,-0.0662866,0.0265336,-0.0756952,-0.0382012,-0.0670412,-0.0564373,0.0383599,1,-0.981
b,-0.0936238,0.065982,-0.0239304,0.0756916,0.0407342,0.0693759,0.0609149,-0.0357594,-0.981,1
