rep,id,eta_alpha,eta_D,eta_E,eta_C,eta_B,eta_ECLIPSE0,eta_BUD0,eta_ep,eta_Time0
1,1,13.7419,0.53366,0,0,1.96174e-05,0,0,0,-2.71699
2,1,14.1496,0.546221,0,0,0.000121225,0,0,0,-2.79195
3,1,17.2897,0.551453,0,0,1.95547e-05,0,0,0,-2.70591
4,1,3.81076,0.628767,0,0,8.60926e-06,0,0,0,-2.79924
5,1,8.74078,0.6001,0,0,9.06197e-05,0,0,0,-2.96375
6,1,4.04136,0.589487,0,0,6.45644e-05,0,0,0,-2.70513
7,1,4.45793,0.554122,0,0,-5.68549e-05,0,0,0,-2.74115
8,1,8.19476,0.547091,0,0,8.33447e-06,0,0,0,-2.89644
9,1,17.5823,0.549826,0,0,2.44274e-05,0,0,0,-2.86194
10,1,4.12399,0.536471,0,0,-4.6211e-05,0,0,0,-2.61027
1,2,11.157,-0.474107,0,0,-8.29908e-06,0,0,0,6.52766
2,2,14.7222,-0.471052,0,0,4.21398e-05,0,0,0,10.5615
3,2,11.2004,-0.506304,0,0,-5.55481e-05,0,0,0,9.47247
4,2,3.721,-0.476989,0,0,6.72236e-05,0,0,0,3.55828
5,2,7.83282,-0.509629,0,0,1.54778e-05,0,0,0,7.60197
6,2,19.5838,-0.500418,0,0,-4.1803e-05,0,0,0,11.9413
7,2,3.44182,-0.466515,0,0,-6.89082e-05,0,0,0,5.35726
8,2,5.25155,-0.510481,0,0,-9.5191e-05,0,0,0,3.55327
9,2,5.99097,-0.461325,0,0,4.16108e-05,0,0,0,5.16127
10,2,7.57013,-0.496901,0,0,1.31598e-06,0,0,0,10.067
1,3,19.8166,-0.460979,0,0,-3.0616e-05,0,0,0,-0.257941
2,3,0.963518,-0.657563,0,0,-8.98676e-06,0,0,0,4.3496
3,3,10.9889,-0.73763,0,0,6.22929e-06,0,0,0,3.26222
4,3,6.51841,-0.542574,0,0,-1.41612e-05,0,0,0,0.667736
5,3,19.1474,-0.774162,0,0,7.33795e-05,0,0,0,2.36973
6,3,16.3372,-0.734314,0,0,6.89112e-05,0,0,0,2.46491
7,3,14.4636,-0.590713,0,0,0.000100975,0,0,0,0.265437
8,3,2.80574,-0.629797,0,0,3.76887e-05,0,0,0,0.528944
9,3,16.6608,-0.477915,0,0,3.2867e-05,0,0,0,-0.197257
10,3,10.3472,-0.773875,0,0,-8.00149e-05,0,0,0,5.55812
1,4,3.2219,0.549339,0,0,5.6396e-05,0,0,0,-3.62923
2,4,15.2181,0.533873,0,0,-8.70502e-05,0,0,0,-5.90367
3,4,9.55223,0.631877,0,0,2.45886e-05,0,0,0,-8.9291
4,4,3.26664,0.662285,0,0,9.6428e-06,0,0,0,-11.5917
5,4,4.89888,0.61946,0,0,4.39096e-05,0,0,0,-8.8281
6,4,12.4333,0.514119,0,0,-1.21693e-05,0,0,0,-4.67197
7,4,6.6522,0.583089,0,0,3.89417e-05,0,0,0,-6.36318
8,4,4.8029,0.445211,0,0,-7.57479e-05,0,0,0,-4.42041
9,4,17.9967,0.593881,0,0,-3.7056e-05,0,0,0,-9.63269
10,4,14.6788,0.585148,0,0,2.17329e-05,0,0,0,-5.044
