rep,id,eta_alpha,eta_D,eta_E,eta_C,eta_B,eta_ECLIPSE0,eta_BUD0,eta_ep,eta_Time0
1,1,26.7924,0.511832,0,68.4712,4.10401e-05,0,0,0,-2.97036
2,1,11.8156,0.5325,0,32.0929,2.62239e-05,0,0,0,-3.35088
3,1,4.49885,0.517627,0,22.8514,7.23777e-07,0,0,0,-2.9492
4,1,7.75136,0.521004,0,23.5453,2.13532e-05,0,0,0,-3.07637
5,1,15.4299,0.522295,0,71.3106,6.81013e-07,0,0,0,-3.00179
6,1,3.72835,0.563314,0,29.4105,-2.40889e-06,0,0,0,-2.85684
7,1,5.19864,0.473316,0,4.72129,-3.02651e-05,0,0,0,-3.12966
8,1,6.70908,0.513807,0,31.8103,5.18601e-05,0,0,0,-3.25098
9,1,3.80657,0.555021,0,48.5471,-7.3021e-06,0,0,0,-3.0372
10,1,12.8062,0.533529,0,32.1433,-1.62326e-05,0,0,0,-3.24458
1,2,2.97231,-0.475046,0,17.6684,1.76238e-05,0,0,0,2.89763
2,2,10.2938,-0.53546,0,5.65367,-2.09325e-05,0,0,0,12.5548
3,2,9.389,-0.53185,0,14.3537,9.71844e-06,0,0,0,7.66743
4,2,25.4665,-0.516215,0,13.8991,-7.7499e-05,0,0,0,5.03577
5,2,14.8712,-0.525636,0,50.9088,-1.66167e-05,0,0,0,6.37581
6,2,15.1939,-0.517988,0,25.6616,5.74705e-05,0,0,0,6.40743
7,2,25.2931,-0.536274,0,14.827,-2.85425e-05,0,0,0,4.28478
8,2,17.8216,-0.508101,0,18.2395,-1.38005e-05,0,0,0,15.0218
9,2,5.02934,-0.499134,0,58.6266,1.93834e-06,0,0,0,4.51912
10,2,10.752,-0.492516,0,0.564,1.74481e-05,0,0,0,7.4514
1,3,-0.556928,-0.372014,0,-3.24214,1.9108e-05,0,0,0,10.6541
2,3,0.247894,-0.391148,0,-28.9169,-2.73647e-05,0,0,0,5.91779
3,3,18.1618,-0.414235,0,34.9024,5.29294e-06,0,0,0,-0.879934
4,3,1.76026,-0.479583,0,24.069,6.87635e-05,0,0,0,-0.062371
5,3,6.92087,-0.486189,0,-22.0348,-5.36551e-06,0,0,0,11.33
6,3,14.4656,-0.467185,0,-29.3605,-6.77938e-05,0,0,0,2.75207
7,3,4.93578,-0.456886,0,-45.5119,5.41059e-05,0,0,0,2.56395
8,3,17.7242,-0.448513,0,-25.7468,-2.76101e-05,0,0,0,4.5886
9,3,2.32291,-0.722431,0,-0.668775,3.07236e-05,0,0,0,4.83391
10,3,14.9999,-0.413882,0,-14.3645,-2.2381e-05,0,0,0,1.27854
1,4,10.932,0.560531,0,19.1343,-1.1029e-05,0,0,0,-4.96141
2,4,14.2215,0.587506,0,22.6598,-8.19795e-05,0,0,0,-5.78256
3,4,17.128,0.5547,0,37.6285,1.4157e-05,0,0,0,-5.0752
4,4,19.2259,0.555772,0,11.3291,-2.74965e-05,0,0,0,-5.49467
5,4,20.1168,0.586674,0,48.082,4.63379e-05,0,0,0,-14.0753
6,4,7.73367,0.569528,0,29.2547,6.50661e-05,0,0,0,-5.78483
7,4,8.23533,0.453136,0,8.36669,-3.42883e-05,0,0,0,-4.45191
8,4,17.9447,0.537632,0,11.3176,-4.29749e-06,0,0,0,-5.44897
9,4,6.13036,0.526113,0,40.8511,2.92313e-05,0,0,0,-4.60549
10,4,18.1057,0.64856,0,6.00429,-1.22071e-05,0,0,0,-6.33966
