rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,184.969,1.64056,5,10,10265.9,1e-07,0.033,0.001,1.65962
2,1,4.55851,1.71778,5,10,9247.53,1e-07,0.033,0.001,1.66719
3,1,0.03184,1.75185,5,10,9233,1e-07,0.033,0.001,1.51964
4,1,29.9611,1.72009,5,10,9179.99,1e-07,0.033,0.001,1.67199
5,1,13.339,1.76255,5,10,9229.91,1e-07,0.033,0.001,1.71619
6,1,0.139818,1.87642,5,10,9314.07,1e-07,0.033,0.001,1.56369
7,1,0.0719117,1.72408,5,10,9036.43,1e-07,0.033,0.001,1.78701
8,1,0.0752465,1.72416,5,10,8477.52,1e-07,0.033,0.001,1.9603
9,1,116.624,1.66283,5,10,9057.88,1e-07,0.033,0.001,1.8722
10,1,1.95586,1.65259,5,10,8996.37,1e-07,0.033,0.001,1.84176
1,2,336.747,0.632013,5,10,8965.96,1e-07,0.033,0.001,13.9999
2,2,0.027546,0.606486,5,10,10032.1,1e-07,0.033,0.001,13.9993
3,2,0.00891444,0.60639,5,10,8595.03,1e-07,0.033,0.001,13.7795
4,2,0.588928,0.592701,5,10,9738.9,1e-07,0.033,0.001,13.9969
5,2,0.00291419,0.621744,5,10,11087.9,1e-07,0.033,0.001,13.8979
6,2,286.661,0.607388,5,10,9660.92,1e-07,0.033,0.001,13.9693
7,2,0.0456763,0.622924,5,10,8317.7,1e-07,0.033,0.001,14
8,2,0.0160805,0.621792,5,10,8838.62,1e-07,0.033,0.001,13.9432
9,2,3.82346,0.605801,5,10,9161.34,1e-07,0.033,0.001,14
10,2,4.00585,0.596559,5,10,10685.9,1e-07,0.033,0.001,13.9237
1,3,0.000156153,0.507702,5,10,9621.72,1e-07,0.033,0.001,13.2383
2,3,0.00284133,0.507954,5,10,10270.6,1e-07,0.033,0.001,11.6435
3,3,0.317305,0.440237,5,10,9617.53,1e-07,0.033,0.001,13.9983
4,3,6.36057e-05,0.542377,5,10,8424.24,1e-07,0.033,0.001,14
5,3,0.0537311,0.486642,5,10,8002.17,1e-07,0.033,0.001,12.0259
6,3,0.0188734,0.489324,5,10,9211.89,1e-07,0.033,0.001,12.4691
7,3,0.0286077,0.486491,5,10,9733.73,1e-07,0.033,0.001,13.0217
8,3,259473,0.48636,5,10,10388,1e-07,0.033,0.001,13.0314
9,3,0.869992,0.462871,5,10,10097.5,1e-07,0.033,0.001,13.9993
10,3,5.00301e-05,0.636833,5,10,8397.59,1e-07,0.033,0.001,13.9529
1,4,0.00418235,1.70106,5,10,8205.85,1e-07,0.033,0.001,0.763207
2,4,16.2969,1.80111,5,10,9676.64,1e-07,0.033,0.001,0.0019742
3,4,28.4081,1.79111,5,10,10678.9,1e-07,0.033,0.001,0.267847
4,4,0.00410721,1.67936,5,10,8057.55,1e-07,0.033,0.001,0.805711
5,4,0.230035,1.58464,5,10,7674.23,1e-07,0.033,0.001,1.27911
6,4,1.2624,1.71814,5,10,9961.11,1e-07,0.033,0.001,0.156593
7,4,0.0131344,1.9065,5,10,9059.39,1e-07,0.033,0.001,0.448204
8,4,0.0325405,1.71364,5,10,8525.65,1e-07,0.033,0.001,0.877831
9,4,0.0680741,1.74872,5,10,9209.1,1e-07,0.033,0.001,0.460257
10,4,0.00626044,1.81077,5,10,10938.4,1e-07,0.033,0.001,0.246832
