rep,id,eta_alpha,eta_D,eta_E,eta_C,eta_B,eta_ECLIPSE0,eta_BUD0,eta_ep,eta_Time0
1,1,15.1378,0.51301,0,0,0.0891488,0,0,0,-3.74656
2,1,11.4346,0.559007,0,0,-0.0153236,0,0,0,-3.74139
3,1,6.47055,0.578647,0,0,-0.016896,0,0,0,-3.84601
4,1,13.3175,0.560348,0,0,-0.0226547,0,0,0,-3.73812
5,1,12.5083,0.584735,0,0,-0.0172308,0,0,0,-3.70842
6,1,7.95017,0.647342,0,0,-0.00815445,0,0,0,-3.81388
7,1,7.28527,0.562666,0,0,-0.0384158,0,0,0,-3.66218
8,1,7.3306,0.562711,0,0,-0.102263,0,0,0,-3.55529
9,1,14.6765,0.526497,0,0,-0.0360457,0,0,0,-3.60858
10,1,10.5884,0.520315,0,0,-0.0428596,0,0,0,-3.62749
1,2,15.7369,-0.440871,0,0,-0.0462448,0,0,0,10.6228
2,2,6.32569,-0.482101,0,0,0.0661064,0,0,0,8.1078
3,2,5.1975,-0.482258,0,0,-0.0884965,0,0,0,2.39521
4,2,9.38814,-0.505091,0,0,0.0364475,0,0,0,6.68453
5,2,4.07942,-0.457253,0,0,0.16617,0,0,0,3.17374
6,2,15.5759,-0.480615,0,0,0.0284088,0,0,0,4.38126
7,2,6.83141,-0.455357,0,0,-0.121294,0,0,0,12.1361
8,2,5.78744,-0.457176,0,0,-0.0605499,0,0,0,3.76396
9,2,11.2587,-0.483231,0,0,-0.0246876,0,0,0,11.3041
10,2,11.3053,-0.498603,0,0,0.129242,0,0,0,3.46695
1,3,1.15291,-0.659887,0,0,0.0243421,0,0,0,1.11559
2,3,4.0541,-0.659391,0,0,0.0896019,0,0,0,-0.142186
3,3,8.7697,-0.802469,0,0,0.0239066,0,0,0,7.30605
4,3,0.254779,-0.59382,0,0,-0.108568,0,0,0,10.9806
5,3,6.99382,-0.702252,0,0,-0.159967,0,0,0,0.0671781
6,3,5.94759,-0.696756,0,0,-0.0191859,0,0,0,0.357685
7,3,6.36351,-0.702564,0,0,0.0359164,0,0,0,0.848801
8,3,22.384,-0.702833,0,0,0.100974,0,0,0,0.859484
9,3,9.77832,-0.752333,0,0,0.0726063,0,0,0,8.22753
10,3,0.0147004,-0.433274,0,0,-0.111736,0,0,0,3.95058
1,4,4.4407,0.549225,0,0,-0.134833,0,0,0,-4.5942
2,4,12.7086,0.606375,0,0,0.0300338,0,0,0,-11.3125
3,4,13.2643,0.600808,0,0,0.128593,0,0,0,-5.68048
4,4,4.42258,0.536385,0,0,-0.153071,0,0,0,-4.53672
5,4,8.44806,0.478332,0,0,-0.201812,0,0,0,-4.03753
6,4,10.1506,0.559218,0,0,0.0590081,0,0,0,-6.22798
7,4,5.58506,0.663241,0,0,-0.0358786,0,0,0,-5.15092
8,4,6.49232,0.556596,0,0,-0.0966016,0,0,0,-4.44541
9,4,7.23043,0.576859,0,0,-0.0194879,0,0,0,-5.12344
10,4,4.84408,0.611727,0,0,0.1526,0,0,0,-5.76404
