rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,0.0226892,0.245002,5,10,7160.66,1e-07,0.033,0.001,8.94183
2,1,0.000472895,0.244423,5,10,8235.2,1e-07,0.033,0.001,10.9042
3,1,8.65985e-05,0.231197,5,10,7435.53,1e-07,0.033,0.001,12.5074
4,1,4.1247e-05,0.275376,5,10,7165.78,1e-07,0.033,0.001,13.8495
5,1,9.50302e-05,0.231251,5,10,8065.33,1e-07,0.033,0.001,13.9977
6,1,0.00563206,0.243573,5,10,6869.07,1e-07,0.033,0.001,10.1554
7,1,0.000111325,0.237531,5,10,7445.17,1e-07,0.033,0.001,12.5084
8,1,6.78039e-05,0.236231,5,10,8258.1,1e-07,0.033,0.001,13.5957
9,1,0.000427347,0.265411,5,10,7426.05,1e-07,0.033,0.001,10.094
10,1,0.00011697,0.278278,5,10,7012.35,1e-07,0.033,0.001,8.7851
1,2,0.0021981,0.455155,5,10,6545.58,1e-07,0.033,0.001,13.8126
2,2,0.0072605,0.426317,5,10,7705.41,1e-07,0.033,0.001,13.9945
3,2,0.00490782,0.425832,5,10,7363.73,1e-07,0.033,0.001,13.9998
4,2,0.00557139,0.430717,5,10,8160.84,1e-07,0.033,0.001,13.9999
5,2,0.00251854,0.424044,5,10,7070.47,1e-07,0.033,0.001,13.864
6,2,0.00905904,0.419418,5,10,6969.04,1e-07,0.033,0.001,13.9918
7,2,0.00186406,0.431784,5,10,7250.94,1e-07,0.033,0.001,13.9976
8,2,0.0111653,0.433498,5,10,7249.43,1e-07,0.033,0.001,13.9525
9,2,0.000382744,0.44306,5,10,8517.85,1e-07,0.033,0.001,14
10,2,0.0359886,0.429428,5,10,7353.31,1e-07,0.033,0.001,13.9998
1,3,0.000103346,0.313095,5,10,7134.56,1e-07,0.033,0.001,1.69121
2,3,0.000189202,0.303299,5,10,6792.63,1e-07,0.033,0.001,1.07758
3,3,0.000134941,0.309675,5,10,7017.48,1e-07,0.033,0.001,1.41972
4,3,0.000141299,0.308038,5,10,6890.02,1e-07,0.033,0.001,1.35266
5,3,0.00015326,0.311313,5,10,7134.53,1e-07,0.033,0.001,1.19592
6,3,0.000120855,0.305189,5,10,6839.13,1e-07,0.033,0.001,1.57594
7,3,0.00011806,0.315965,5,10,7229.87,1e-07,0.033,0.001,1.46499
8,3,0.000112631,0.310148,5,10,7273.75,1e-07,0.033,0.001,1.59315
9,3,0.000103656,0.314423,5,10,7913.89,1e-07,0.033,0.001,1.37663
10,3,0.000104972,0.306841,5,10,6612.34,1e-07,0.033,0.001,1.97069
