rep,id,eta_alpha,eta_D,eta_E,eta_C,eta_B,eta_ECLIPSE0,eta_BUD0,eta_ep,eta_Time0
1,1,0,0.542329,0,0,-0.272706,0,0,0,1.38591
2,1,0,0.887637,0,0,-0.0558447,0,0,0,4.4636
3,1,0,1.03149,0,0,0.0582152,0,0,0,-1.16033
4,1,0,1.38824,0,0,0.334383,0,0,0,1.54204
5,1,0,1.30768,0,0,0.273011,0,0,0,-12.0564
6,1,0,1.0785,0,0,0.0908835,0,0,0,3.64436
7,1,0,0.54012,0,0,-0.276945,0,0,0,-9.93366
8,1,0,0.562115,0,0,-0.262339,0,0,0,-4.21557
9,1,0,1.02329,0,0,0.0493182,0,0,0,-1.25941
10,1,0,0.7694,0,0,-0.128152,0,0,0,-0.340167
1,2,0,-0.681266,0,0,0.464984,0,0,0,2.68915
2,2,0,-0.691444,0,0,0.67288,0,0,0,-2.28507
3,2,0,-0.671536,0,0,0.913636,0,0,0,7.64855
4,2,0,-0.667343,0,0,0.276366,0,0,0,1.38272
5,2,0,-0.67955,0,0,0.600744,0,0,0,2.81459
6,2,0,-0.666616,0,0,0.625224,0,0,0,-5.67153
7,2,0,-0.681004,0,0,0.645355,0,0,0,-11.661
8,2,0,-0.658103,0,0,0.314375,0,0,0,-2.19385
9,2,0,-0.685005,0,0,0.855919,0,0,0,-7.77962
10,2,0,-0.67754,0,0,0.9261,0,0,0,-2.30243
1,3,0,-0.91424,0,0,0.376733,0,0,0,6.74863
2,3,0,-0.874577,0,0,-0.147776,0,0,0,8.12368
3,3,0,-0.883682,0,0,-0.290994,0,0,0,-11.0434
4,3,0,0.103861,0,0,-0.60039,0,0,0,-4.22309
5,3,0,-0.84741,0,0,-0.247126,0,0,0,-0.450042
6,3,0,-0.756244,0,0,-0.558474,0,0,0,-5.41261
7,3,0,1.26302,0,0,0.186385,0,0,0,13.3214
8,3,0,-0.777956,0,0,-0.48253,0,0,0,-6.07586
9,3,0,-0.841786,0,0,-0.207527,0,0,0,-1.14038
10,3,0,-0.764801,0,0,-0.525701,0,0,0,4.53112
1,4,0,1.32724,0,0,0.270996,0,0,0,2.91788
2,4,0,0.062135,0,0,-0.562018,0,0,0,2.84845
3,4,0,0.628037,0,0,-0.263771,0,0,0,-3.80531
4,4,0,1.32396,0,0,0.261551,0,0,0,0.48017
5,4,0,0.594786,0,0,-0.272879,0,0,0,5.23796
6,4,0,1.06433,0,0,0.0567706,0,0,0,-5.13195
7,4,0,1.14572,0,0,0.117654,0,0,0,11.2127
8,4,0,0.187706,0,0,-0.514262,0,0,0,-1.41812
9,4,0,1.75365,0,0,0.630053,0,0,0,-3.91077
10,4,0,0.0855884,0,0,-0.560236,0,0,0,-1.4272
