rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,4.99351e-05,0.259335,5,10,6976.7,1e-07,0.033,0.001,13.9188
2,1,0.000110737,0.22192,5,10,8624.49,1e-07,0.033,0.001,14
3,1,4.24977e-05,0.262787,5,10,7029.95,1e-07,0.033,0.001,13.993
4,1,4.27863e-05,0.260461,5,10,7185.55,1e-07,0.033,0.001,13.9998
5,1,4.22857e-05,0.259413,5,10,6742.3,1e-07,0.033,0.001,13.9702
6,1,5.04853e-05,0.247236,5,10,7296.75,1e-07,0.033,0.001,13.9999
7,1,5.91078e-05,0.263523,5,10,7753.23,1e-07,0.033,0.001,12.3925
8,1,4.12181e-05,0.263752,5,10,7497.98,1e-07,0.033,0.001,13.9444
9,1,4.64647e-05,0.26921,5,10,7358.16,1e-07,0.033,0.001,13.9765
10,1,0.000166259,0.216448,5,10,6366.46,1e-07,0.033,0.001,13.002
1,2,0.00171865,0.440013,5,10,7187.09,1e-07,0.033,0.001,13.9607
2,2,0.00076797,0.443344,5,10,7231.28,1e-07,0.033,0.001,13.9841
3,2,0.0162,0.425079,5,10,7705.12,1e-07,0.033,0.001,13.9579
4,2,0.139884,0.422316,5,10,7592.45,1e-07,0.033,0.001,13.8858
5,2,0.000809629,0.44326,5,10,7724.02,1e-07,0.033,0.001,13.9833
6,2,0.00410802,0.434998,5,10,7569.44,1e-07,0.033,0.001,13.9998
7,2,0.00269453,0.439028,5,10,7227.93,1e-07,0.033,0.001,13.8422
8,2,0.000994459,0.432725,5,10,6817.42,1e-07,0.033,0.001,13.9666
9,2,0.00120204,0.424434,5,10,7077.46,1e-07,0.033,0.001,13.9838
10,2,0.00230695,0.417828,5,10,6853.13,1e-07,0.033,0.001,13.9848
1,3,0.000133781,0.306215,5,10,6983.79,1e-07,0.033,0.001,1.4491
2,3,0.000127877,0.314611,5,10,7359.77,1e-07,0.033,0.001,1.26536
3,3,0.00011701,0.31302,5,10,7277.5,1e-07,0.033,0.001,1.5132
4,3,0.00014403,0.3095,5,10,6878.48,1e-07,0.033,0.001,1.40387
5,3,0.000111055,0.317575,5,10,7355.11,1e-07,0.033,0.001,1.53396
6,3,0.000131034,0.306541,5,10,7699.85,1e-07,0.033,0.001,1.12313
7,3,9.65338e-05,0.314761,5,10,7379.84,1e-07,0.033,0.001,1.83572
8,3,0.00012572,0.310929,5,10,6979.75,1e-07,0.033,0.001,1.47108
9,3,0.000102564,0.316213,5,10,7921.2,1e-07,0.033,0.001,1.38824
10,3,0.000147172,0.313436,5,10,7466.53,1e-07,0.033,0.001,1.13876
