rep,id,eta_alpha,eta_D,eta_E,eta_C,eta_B,eta_ECLIPSE0,eta_BUD0,eta_ep,eta_Time0
1,1,25.6659,0.510014,0,0,1.35321e-06,0,0,0,-2.27201
2,1,14.064,0.558933,0,0,-1.09476e-06,0,0,0,-2.24514
3,1,12.1709,0.544775,0,0,-7.62346e-07,0,0,0,-2.28314
4,1,23.7659,0.468175,0,0,-8.50282e-08,0,0,0,-2.22074
5,1,6.03576,0.503267,0,0,-8.44809e-07,0,0,0,-2.25087
6,1,4.09602,0.580901,0,0,-9.83132e-07,0,0,0,-2.15124
7,1,8.32525,0.577378,0,0,1.88155e-08,0,0,0,-2.22267
8,1,9.08239,0.515638,0,0,-1.14472e-06,0,0,0,-2.19978
9,1,6.35447,0.514646,0,0,1.52481e-06,0,0,0,-2.21298
10,1,18.425,0.520236,0,0,-1.2258e-06,0,0,0,-2.1934
1,2,18.8306,-0.430175,0,0,-5.1586e-07,0,0,0,6.46662
2,2,5.59607,-0.456246,0,0,3.33268e-07,0,0,0,4.82769
3,2,4.00094,-0.436272,0,0,-1.41047e-06,0,0,0,2.30062
4,2,9.23718,-0.418578,0,0,5.55194e-08,0,0,0,1.46263
5,2,3.19553,-0.415257,0,0,-4.8798e-07,0,0,0,1.74197
6,2,21.9166,-0.452767,0,0,2.37949e-07,0,0,0,3.54353
7,2,8.27127,-0.494289,0,0,-1.69907e-07,0,0,0,7.25286
8,2,3.47965,-0.464437,0,0,-2.03399e-06,0,0,0,5.16397
9,2,13.5791,-0.45753,0,0,1.07388e-06,0,0,0,4.48867
10,2,17.3614,-0.465589,0,0,2.11935e-06,0,0,0,3.39911
1,3,0.70372,-0.655347,0,0,-6.75225e-07,0,0,0,2.28229
2,3,1.38861,-0.59572,0,0,7.75552e-07,0,0,0,0.453964
3,3,8.69552,-0.734422,0,0,3.03041e-08,0,0,0,2.19531
4,3,17.3123,-0.735864,0,0,-1.21666e-06,0,0,0,4.96382
5,3,3.83201,-0.62806,0,0,-1.28053e-06,0,0,0,-0.166959
6,3,6.118,-0.743998,0,0,-4.13152e-07,0,0,0,1.95358
7,3,0.427883,-0.495714,0,0,3.34496e-07,0,0,0,2.46869
8,3,22.0829,-0.634348,0,0,-1.10717e-06,0,0,0,0.414458
9,3,10.4843,-0.74803,0,0,1.07094e-07,0,0,0,3.89859
10,3,10.7582,-0.70552,0,0,2.13109e-07,0,0,0,2.11836
1,4,8.34772,0.556626,0,0,5.62113e-07,0,0,0,-2.75713
2,4,12.8361,0.609018,0,0,-3.54112e-07,0,0,0,-2.5524
3,4,4.24438,0.561173,0,0,-5.15815e-07,0,0,0,-2.70118
4,4,4.16506,0.585119,0,0,2.26596e-06,0,0,0,-2.46025
5,4,10.4661,0.483798,0,0,-4.88439e-07,0,0,0,-2.84483
6,4,10.8057,0.520975,0,0,6.19385e-08,0,0,0,-2.80619
7,4,4.5066,0.53629,0,0,-2.60331e-07,0,0,0,-2.70449
8,4,6.71923,0.683552,0,0,2.11605e-07,0,0,0,-2.48329
9,4,10.5448,0.609723,0,0,-1.23532e-06,0,0,0,-2.67307
10,4,9.61233,0.588964,0,0,3.79082e-07,0,0,0,-2.74797
