rep,id,eta_alpha,eta_D,eta_E,eta_C,eta_B,eta_ECLIPSE0,eta_BUD0,eta_ep,eta_Time0
1,1,9.34043,0.496149,0,8.49659,7.50853e-07,0,0,0,-3.09277
2,1,6.13166,0.512772,0,95.4116,4.08739e-06,0,0,0,-3.03686
3,1,9.3015,0.506145,0,20.56,7.36438e-06,0,0,0,-2.96626
4,1,10.2999,0.50647,0,31.5501,3.79359e-06,0,0,0,-2.9545
5,1,12.1652,0.492269,0,21.4912,3.74097e-07,0,0,0,-2.97496
6,1,5.85427,0.535348,0,83.48,4.38439e-06,0,0,0,-3.10935
7,1,9.91634,0.542729,0,2.89552,-2.47197e-07,0,0,0,-3.0925
8,1,14.5827,0.533781,0,57.0837,2.80777e-06,0,0,0,-3.04578
9,1,3.15162,0.495175,0,50.2514,5.36096e-06,0,0,0,-2.68304
10,1,7.69729,0.499525,0,20.3955,1.3737e-06,0,0,0,-3.22774
1,2,4.21718,-0.484667,0,1.97322,5.71335e-06,0,0,0,16.953
2,2,3.2167,-0.500378,0,30.1737,5.04157e-07,0,0,0,12.8337
3,2,13.4045,-0.539509,0,46.5593,-3.85808e-06,0,0,0,13.5873
4,2,21.3284,-0.523686,0,51.5092,-6.24689e-06,0,0,0,5.29006
5,2,14.4617,-0.510809,0,18.8074,-3.09103e-06,0,0,0,12.943
6,2,24.6023,-0.518557,0,3.22679,4.11183e-06,0,0,0,5.15858
7,2,22.4344,-0.5246,0,42.886,-6.26448e-06,0,0,0,3.88296
8,2,16.7228,-0.532563,0,50.2799,9.30551e-06,0,0,0,8.25839
9,2,19.7132,-0.535757,0,67.2001,5.39925e-06,0,0,0,6.1953
10,2,15.7973,-0.516789,0,67.7046,-1.15551e-07,0,0,0,5.24835
1,3,0.860821,-0.464077,0,-2.20071,-3.19303e-06,0,0,0,0.890749
2,3,6.28226,-0.485836,0,-34.3535,-7.88137e-07,0,0,0,6.35158
3,3,12.0974,-0.485283,0,-12.7563,4.31958e-06,0,0,0,9.28609
4,3,24.3967,-0.800206,0,42.4028,-1.59382e-08,0,0,0,6.46752
5,3,12.344,-0.624415,0,7.77991,-4.86364e-06,0,0,0,0.437404
6,3,11.573,-0.854442,0,53.4702,2.96821e-06,0,0,0,11.725
7,3,0.621108,-0.638196,0,13.5025,7.25383e-06,0,0,0,11.8363
8,3,11.3553,-0.466306,0,-25.1571,8.51063e-07,0,0,0,3.12588
9,3,10.7097,-0.502372,0,-13.4156,3.12653e-06,0,0,0,8.97463
10,3,0.71429,-0.396979,0,-10.831,-1.33645e-06,0,0,0,2.04204
1,4,8.96071,0.588375,0,13.0673,7.04025e-06,0,0,0,-7.25611
2,4,17.7049,0.517557,0,8.69136,-5.40175e-06,0,0,0,-5.38928
3,4,7.13851,0.606636,0,60.7719,7.0201e-06,0,0,0,-13.1497
4,4,8.65341,0.556853,0,23.339,-1.0735e-05,0,0,0,-6.63798
5,4,17.6763,0.449486,0,58.3467,-8.61044e-06,0,0,0,-6.80221
6,4,4.71575,0.498088,0,24.6916,-7.47344e-06,0,0,0,-6.07922
7,4,3.6286,0.615199,0,4.62139,5.58383e-06,0,0,0,-4.88509
8,4,16.5434,0.54955,0,24.0021,2.66331e-06,0,0,0,-8.28352
9,4,6.1981,0.582585,0,31.3555,6.35988e-06,0,0,0,-6.75253
10,4,15.4479,0.498913,0,38.5021,1.63508e-06,0,0,0,-4.71089
