rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,0.561494,1.53501,5,14.9984,9711.67,1e-07,0.033,0.001,1.27132
2,1,0.0226879,1.56074,5,15,9711.7,1e-07,0.033,0.001,1.33739
3,1,0.540056,1.55043,5,15,9711.73,1e-07,0.033,0.001,1.42521
4,1,1.4657,1.55094,5,15,9711.7,1e-07,0.033,0.001,1.44033
5,1,9.46531,1.52907,5,15,9711.66,1e-07,0.033,0.001,1.41412
6,1,0.017192,1.59638,5,15,9711.7,1e-07,0.033,0.001,1.2523
7,1,0.998752,1.60821,5,14.5829,9711.66,1e-07,0.033,0.001,1.27163
8,1,106.173,1.59388,5,15,9711.69,1e-07,0.033,0.001,1.32664
9,1,0.00115234,1.53352,5,15,9711.71,1e-07,0.033,0.001,1.83055
10,1,0.108577,1.5402,5,15,9711.67,1e-07,0.033,0.001,1.1238
1,2,0.00334462,0.575637,5,13.9963,9711.72,1e-07,0.033,0.001,14
2,2,0.00122983,0.566664,5,15,9711.67,1e-07,0.033,0.001,14
3,2,32.6857,0.544918,5,15,9711.62,1e-07,0.033,0.001,14
4,2,90292.6,0.553609,5,15,9711.6,1e-07,0.033,0.001,13.968
5,2,94.0733,0.560784,5,15,9711.63,1e-07,0.033,0.001,14
6,2,2.38493e+06,0.556456,5,14.698,9711.7,1e-07,0.033,0.001,13.9635
7,2,272882,0.553103,5,15,9711.6,1e-07,0.033,0.001,13.8702
8,2,902.512,0.548717,5,15,9711.75,1e-07,0.033,0.001,13.9984
9,2,17955.1,0.546967,5,15,9711.71,1e-07,0.033,0.001,13.987
10,2,357.717,0.557441,5,15,9711.66,1e-07,0.033,0.001,13.9666
1,3,0.0001166,0.587612,5,3.32657,9711.63,1e-07,0.033,0.001,11.7988
2,3,0.0263752,0.574965,5,1,9711.65,1e-07,0.033,0.001,13.9889
3,3,8.84493,0.575283,5,1.00007,9711.7,1e-07,0.033,0.001,13.9994
4,3,1.94171e+06,0.419867,5,15,9711.66,1e-07,0.033,0.001,13.9901
5,3,11.3181,0.500561,5,14.9967,9711.61,1e-07,0.033,0.001,10.8229
6,3,5.23539,0.397702,5,15,9711.69,1e-07,0.033,0.001,13.9999
7,3,9.17467e-05,0.49371,5,15,9711.73,1e-07,0.033,0.001,14
8,3,4.21099,0.586304,5,1,9711.67,1e-07,0.033,0.001,13.7261
9,3,2.20815,0.565535,5,1.00004,9711.69,1e-07,0.033,0.001,13.9992
10,3,0.000100707,0.628393,5,1.0005,9711.65,1e-07,0.033,0.001,13.2201
1,4,0.384092,1.68331,5,15,9711.73,1e-07,0.033,0.001,0.0226988
2,4,2409.78,1.56823,5,14.9987,9711.61,1e-07,0.033,0.001,0.140163
3,4,0.0620957,1.71434,5,15,9711.73,1e-07,0.033,0.001,0.00105992
4,4,0.282472,1.63108,5,15,9711.56,1e-07,0.033,0.001,0.041208
5,4,2341.88,1.46503,5,15,9711.58,1e-07,0.033,0.001,0.0351334
6,4,0.00550644,1.53799,5,15,9711.59,1e-07,0.033,0.001,0.0711529
7,4,0.00185665,1.72908,5,14.9239,9711.71,1e-07,0.033,0.001,0.229913
8,4,754.354,1.61921,5,15,9711.69,1e-07,0.033,0.001,0.00877451
9,4,0.0242465,1.6736,5,15,9711.72,1e-07,0.033,0.001,0.0368673
10,4,252.221,1.53926,5,15,9711.68,1e-07,0.033,0.001,0.272629
