rep,id,eta_alpha,eta_D,eta_E,eta_C,eta_B,eta_ECLIPSE0,eta_BUD0,eta_ep,eta_Time0
1,1,0,0.838058,0,0,-0.216566,0,0,0,1.75803
2,1,0,1.13238,0,0,-0.00219395,0,0,0,0.887599
3,1,0,1.22932,0,0,0.07195,0,0,0,0.625486
4,1,0,0.846507,0,0,-0.214878,0,0,0,1.54948
5,1,0,0.901721,0,0,-0.175529,0,0,0,-4.84368
6,1,0,1.09174,0,0,-0.0317634,0,0,0,3.49779
7,1,0,1.26014,0,0,0.102595,0,0,0,-3.45568
8,1,0,0.906951,0,0,-0.176764,0,0,0,5.84837
9,1,0,1.08362,0,0,-0.0398566,0,0,0,0.589872
10,1,0,0.683866,0,0,-0.318617,0,0,0,1.58155
1,2,0,-0.601068,0,0,0.499578,0,0,0,-4.62509
2,2,0,-0.604112,0,0,0.663825,0,0,0,1.71024
3,2,0,-0.606018,0,0,0.783911,0,0,0,4.72176
4,2,0,-0.553114,0,0,-0.00126483,0,0,0,-0.858178
5,2,0,-0.602211,0,0,0.581434,0,0,0,0.944412
6,2,0,-0.614052,0,0,1.00299,0,0,0,-4.35743
7,2,0,-0.616196,0,0,0.7274,0,0,0,-5.17001
8,2,0,-0.572315,0,0,0.327801,0,0,0,-3.76262
9,2,0,-0.633943,0,0,0.640894,0,0,0,-3.98836
10,2,0,-0.585954,0,0,0.835917,0,0,0,-1.9243
1,3,0,-0.783462,0,0,-0.201137,0,0,0,-0.172901
2,3,0,-0.866893,0,0,-0.0595462,0,0,0,3.09595
3,3,0,-0.831412,0,0,-0.297101,0,0,0,0.81905
4,3,0,-0.852431,0,0,-0.0501751,0,0,0,-3.12049
5,3,0,-0.856084,0,0,0.380067,0,0,0,0.43253
6,3,0,-0.807444,0,0,-0.277894,0,0,0,-3.90739
7,3,0,-0.889037,0,0,0.453896,0,0,0,4.47867
8,3,0,-0.83793,0,0,0.191791,0,0,0,-3.56039
9,3,0,-0.774347,0,0,-0.233043,0,0,0,-1.44284
10,3,0,-0.885678,0,0,0.249744,0,0,0,-2.71828
1,4,0,1.20418,0,0,0.0319093,0,0,0,1.20635
2,4,0,0.86352,0,0,-0.233734,0,0,0,3.37367
3,4,0,1.07214,0,0,-0.081846,0,0,0,-1.32832
4,4,0,1.4334,0,0,0.214155,0,0,0,-0.415666
5,4,0,1.64175,0,0,0.390158,0,0,0,3.00047
6,4,0,1.59196,0,0,0.344775,0,0,0,-0.928561
7,4,0,1.28041,0,0,0.08511,0,0,0,5.17463
8,4,0,1.44557,0,0,0.220411,0,0,0,0.512365
9,4,0,1.60702,0,0,0.355742,0,0,0,-0.847153
10,4,0,1.32202,0,0,0.121304,0,0,0,-0.758342
