rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,4.93e-05,2.84652,5,10,12491.6,1e-07,0.033,0.001,14
2,1,4.93e-05,3.82064,5,10,15478.1,1e-07,0.033,0.001,14
3,1,4.93e-05,4.20956,5,10,16669.3,1e-07,0.033,0.001,14
4,1,4.93e-05,2.87067,5,10,12512.7,1e-07,0.033,0.001,14
5,1,4.93e-05,3.03363,5,10,13014.9,1e-07,0.033,0.001,13.9997
6,1,4.93e-05,3.6685,5,10,15027.1,1e-07,0.033,0.001,14
7,1,4.93e-05,4.34131,5,10,17188.1,1e-07,0.033,0.001,13.9999
8,1,4.93e-05,3.04954,5,10,12998.8,1e-07,0.033,0.001,14
9,1,4.93e-05,3.63883,5,10,14906,1e-07,0.033,0.001,14
10,1,4.93e-05,2.43977,5,10,11279.7,1e-07,0.033,0.001,14
1,2,4.93e-05,0.675009,5,10,25564.4,1e-07,0.033,0.001,13.9997
2,2,4.93e-05,0.672958,5,10,30127.7,1e-07,0.033,0.001,14
3,2,4.93e-05,0.671676,5,10,33971.8,1e-07,0.033,0.001,14
4,2,4.93e-05,0.708167,5,10,15492.5,1e-07,0.033,0.001,14
5,2,4.93e-05,0.674238,5,10,27745,1e-07,0.033,0.001,14
6,2,4.93e-05,0.666301,5,10,42292.7,1e-07,0.033,0.001,13.9998
7,2,4.93e-05,0.664874,5,10,32105.3,1e-07,0.033,0.001,13.9995
8,2,4.93e-05,0.694699,5,10,21529.5,1e-07,0.033,0.001,13.9999
9,2,4.93e-05,0.653179,5,10,29444.7,1e-07,0.033,0.001,13.9999
10,2,4.93e-05,0.685288,5,10,35785.3,1e-07,0.033,0.001,14
1,3,4.93e-05,0.562467,5,10,12685.8,1e-07,0.033,0.001,14
2,3,4.93e-05,0.517444,5,10,14615.4,1e-07,0.033,0.001,14
3,3,4.93e-05,0.536133,5,10,11525,1e-07,0.033,0.001,14
4,3,4.93e-05,0.524981,5,10,14753,1e-07,0.033,0.001,13.9999
5,3,4.93e-05,0.523067,5,10,22684.6,1e-07,0.033,0.001,14
6,3,4.93e-05,0.549138,5,10,11748.5,1e-07,0.033,0.001,13.9999
7,3,4.93e-05,0.506112,5,10,24422.8,1e-07,0.033,0.001,14
8,3,4.93e-05,0.53265,5,10,18791.6,1e-07,0.033,0.001,13.9999
9,3,4.93e-05,0.567617,5,10,12287.4,1e-07,0.033,0.001,14
10,3,4.93e-05,0.507814,5,10,19912.9,1e-07,0.033,0.001,14
1,4,4.93e-05,4.10505,5,10,16015.1,1e-07,0.033,0.001,14
2,4,4.93e-05,2.91993,5,10,12279,1e-07,0.033,0.001,14
3,4,4.93e-05,3.5973,5,10,14293.1,1e-07,0.033,0.001,14
4,4,4.93e-05,5.16259,5,10,19216.6,1e-07,0.033,0.001,14
5,4,4.93e-05,6.35845,5,10,22914.7,1e-07,0.033,0.001,14
6,4,4.93e-05,6.04962,5,10,21898,1e-07,0.033,0.001,14
7,4,4.93e-05,4.43023,5,10,16890.2,1e-07,0.033,0.001,14
8,4,4.93e-05,5.22579,5,10,19337.2,1e-07,0.033,0.001,14
9,4,4.93e-05,6.14141,5,10,22139.5,1e-07,0.033,0.001,14
10,4,4.93e-05,4.61844,5,10,17512.7,1e-07,0.033,0.001,14
