rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,5.83129,1.70285,5,10,9683.63,1e-07,0.033,0.001,1.15743
2,1,137.347,1.72135,5,10,9444.95,1e-07,0.033,0.001,1.39143
3,1,0.0331946,1.63879,5,10,9505.64,1e-07,0.033,0.001,1.35059
4,1,0.00173324,1.69097,5,10,9702.05,1e-07,0.033,0.001,1.36701
5,1,0.653391,1.67357,5,10,9850.75,1e-07,0.033,0.001,1.09188
6,1,164847,1.69792,5,10,9597.33,1e-07,0.033,0.001,1.03561
7,1,0.809215,1.68308,5,10,9625.5,1e-07,0.033,0.001,1.26638
8,1,0.000839734,1.64098,5,10,9672.81,1e-07,0.033,0.001,1.72017
9,1,0.482353,1.64915,5,10,9720.25,1e-07,0.033,0.001,1.04073
10,1,3.08518,1.76566,5,10,9558.13,1e-07,0.033,0.001,1.0456
1,2,10.5177,0.606963,5,10,9339.06,1e-07,0.033,0.001,13.3908
2,2,0.000945138,0.590387,5,10,9668.91,1e-07,0.033,0.001,13.6739
3,2,2.51941,0.579744,5,10,9764.73,1e-07,0.033,0.001,13.9999
4,2,0.000557699,0.585529,5,10,9823.24,1e-07,0.033,0.001,13.9958
5,2,3.06112e+08,0.577472,5,10,9612.47,1e-07,0.033,0.001,13.9868
6,2,0.00254276,0.589849,5,10,9689.59,1e-07,0.033,0.001,13.9992
7,2,0.0214373,0.593205,5,10,9698.67,1e-07,0.033,0.001,13.8255
8,2,0.114536,0.590074,5,10,9481.78,1e-07,0.033,0.001,13.9567
9,2,0.863011,0.579551,5,10,9766.6,1e-07,0.033,0.001,13.8965
10,2,106.577,0.586105,5,10,9504.94,1e-07,0.033,0.001,13.9
1,3,0.00404493,0.59195,5,10,9648.89,1e-07,0.033,0.001,8.48478
2,3,48.9103,0.493177,5,10,9654.13,1e-07,0.033,0.001,12.5753
3,3,6.05424,0.550475,5,10,9668.66,1e-07,0.033,0.001,9.43016
4,3,0.335879,0.523633,5,10,9574.6,1e-07,0.033,0.001,10.043
5,3,0.0186837,0.44986,5,10,9747.18,1e-07,0.033,0.001,13.4996
6,3,0.0207974,0.454432,5,10,9619.47,1e-07,0.033,0.001,13.24
7,3,0.00181089,0.435471,5,10,9548.94,1e-07,0.033,0.001,13.5962
8,3,8.90324,0.452331,5,10,9898.75,1e-07,0.033,0.001,13.9999
9,3,0.000142486,0.464659,5,10,9591.75,1e-07,0.033,0.001,13.8925
10,3,0.000780129,0.656144,5,10,9621.51,1e-07,0.033,0.001,6.8641
1,4,0.0249332,1.68179,5,10,9889.2,1e-07,0.033,0.001,0.0340538
2,4,0.580136,1.65513,5,10,9621.59,1e-07,0.033,0.001,0.0672601
3,4,12.3554,1.63103,5,10,9706.17,1e-07,0.033,0.001,0.00898427
4,4,0.00139992,1.60391,5,10,9515.61,1e-07,0.033,0.001,0.404401
5,4,0.627725,1.65524,5,10,9447.39,1e-07,0.033,0.001,0.0189464
6,4,0.00500645,1.78102,5,10,9474.9,1e-07,0.033,0.001,0.115481
7,4,0.0176253,1.74174,5,10,9705.11,1e-07,0.033,0.001,0.0985142
8,4,0.00430076,1.59057,5,10,9692.05,1e-07,0.033,0.001,0.0905162
9,4,0.320488,1.54936,5,10,9693.83,1e-07,0.033,0.001,0.00747434
10,4,0.00409012,1.72443,5,10,9737.27,1e-07,0.033,0.001,0.00659345
