rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,0.0141959,1.62364,5,10,7017.21,1e-07,0.033,0.001,1.49063
2,1,135.325,1.64366,5,10,7192.95,1e-07,0.033,0.001,1.43563
3,1,178977,1.72192,5,10,6935.22,1e-07,0.033,0.001,1.5037
4,1,0.0964636,1.68214,5,10,6944.05,1e-07,0.033,0.001,1.21416
5,1,0.00752535,1.67848,5,10,6951.48,1e-07,0.033,0.001,1.41745
6,1,0.0122058,1.67629,5,10,7106.32,1e-07,0.033,0.001,1.31562
7,1,0.145945,1.69481,5,10,7242.07,1e-07,0.033,0.001,1.24244
8,1,0.0143069,1.62849,5,10,7177.19,1e-07,0.033,0.001,1.43693
9,1,11945.4,1.6191,5,10,7042.74,1e-07,0.033,0.001,1.47026
10,1,72.0238,1.62423,5,10,6961.05,1e-07,0.033,0.001,1.55079
1,2,0.00617978,0.602481,5,10,6983.01,1e-07,0.033,0.001,14
2,2,3.06033,0.564028,5,10,7071.87,1e-07,0.033,0.001,13.9969
3,2,0.321162,0.587292,5,10,7069.84,1e-07,0.033,0.001,13.9991
4,2,0.00802868,0.587963,5,10,7029.25,1e-07,0.033,0.001,13.8453
5,2,0.0138221,0.572468,5,10,7110.45,1e-07,0.033,0.001,13.9984
6,2,0.186827,0.582076,5,10,7085.81,1e-07,0.033,0.001,13.9977
7,2,72.8441,0.584417,5,10,6975.33,1e-07,0.033,0.001,13.9956
8,2,0.973044,0.582175,5,10,7003.17,1e-07,0.033,0.001,13.9998
9,2,0.00163904,0.586097,5,10,7114.9,1e-07,0.033,0.001,13.9828
10,2,202.368,0.569508,5,10,7133.09,1e-07,0.033,0.001,13.9998
1,3,242.927,0.589111,5,10,7007.78,1e-07,0.033,0.001,8.23323
2,3,5.48943e-05,0.59532,5,10,6944.92,1e-07,0.033,0.001,13.8143
3,3,0.197048,0.484463,5,10,6975.88,1e-07,0.033,0.001,11.5497
4,3,0.0680488,0.461858,5,10,7036.91,1e-07,0.033,0.001,14
5,3,576.609,0.442946,5,10,7095.99,1e-07,0.033,0.001,13.9989
6,3,34.2782,0.520735,5,10,6983.61,1e-07,0.033,0.001,9.38834
7,3,5.93702e-05,0.581404,5,10,7088.92,1e-07,0.033,0.001,13.9999
8,3,0.0976378,0.434242,5,10,7163.76,1e-07,0.033,0.001,13.9081
9,3,5.79979e-05,0.559905,5,10,7072.29,1e-07,0.033,0.001,13.9697
10,3,0.000988878,0.46685,5,10,7010.71,1e-07,0.033,0.001,14
1,4,0.00647833,1.63899,5,10,7011.09,1e-07,0.033,0.001,0.00237008
2,4,0.0386685,1.85923,5,10,7069.64,1e-07,0.033,0.001,0.0115164
3,4,0.54365,1.68983,5,10,6948.3,1e-07,0.033,0.001,0.00144972
4,4,0.0651568,1.69211,5,10,7021.49,1e-07,0.033,0.001,0.260943
5,4,1.5929,1.74246,5,10,7048.12,1e-07,0.033,0.001,0.0135669
6,4,27.9897,1.68105,5,10,7078.04,1e-07,0.033,0.001,0.0368617
7,4,0.0970064,1.58429,5,10,7055.6,1e-07,0.033,0.001,0.00117389
8,4,0.0417089,1.63081,5,10,7040.86,1e-07,0.033,0.001,0.0311019
9,4,210.963,1.65757,5,10,7062.56,1e-07,0.033,0.001,0.0372094
10,4,0.0231331,1.63161,5,10,7135.97,1e-07,0.033,0.001,0.277861
