rep,id,eta_alpha,eta_D,eta_E,eta_C,eta_B,eta_ECLIPSE0,eta_BUD0,eta_ep,eta_Time0
1,1,10.6755,0.584364,0,0,0.000367045,0,0,0,-2.62804
2,1,13.2649,0.575339,0,0,-0.000270931,0,0,0,-2.6581
3,1,10.9928,0.533637,0,0,-0.000178386,0,0,0,-2.6909
4,1,21.0776,0.498311,0,0,1.99426e-05,0,0,0,-2.59905
5,1,10.4061,0.493047,0,0,-6.36083e-05,0,0,0,-2.66746
6,1,8.37957,0.522477,0,0,0.000226942,0,0,0,-2.52888
7,1,7.87104,0.564691,0,0,0.000110372,0,0,0,-2.59592
8,1,8.85629,0.563859,0,0,-0.000256886,0,0,0,-2.63063
9,1,9.73216,0.509267,0,0,0.000327508,0,0,0,-2.59215
10,1,13.9887,0.520631,0,0,-0.000316599,0,0,0,-2.63106
1,2,18.8014,-0.43909,0,0,-0.000315099,0,0,0,6.05556
2,2,12.5193,-0.481017,0,0,-3.35116e-05,0,0,0,5.25308
3,2,3.69639,-0.478908,0,0,-0.000131054,0,0,0,2.71708
4,2,11.6527,-0.469368,0,0,-7.67656e-05,0,0,0,3.94329
5,2,6.78505,-0.437345,0,0,-1.66965e-05,0,0,0,2.36248
6,2,12.4371,-0.464133,0,0,-0.000119579,0,0,0,3.68089
7,2,3.9366,-0.503656,0,0,-4.52576e-05,0,0,0,8.32144
8,2,3.05572,-0.443113,0,0,-0.000238055,0,0,0,4.66795
9,2,2.02319,-0.429713,0,0,0.000324067,0,0,0,4.15082
10,2,15.0488,-0.468197,0,0,0.000646791,0,0,0,3.11024
1,3,1.03364,-0.644971,0,0,9.93118e-05,0,0,0,2.64289
2,3,3.82143,-0.716247,0,0,-0.000213968,0,0,0,0.783012
3,3,10.6705,-0.707342,0,0,0.000238645,0,0,0,1.19526
4,3,2.00068,-0.638441,0,0,-0.0004226,0,0,0,0.605834
5,3,2.05201,-0.580008,0,0,-0.000393084,0,0,0,-0.0424441
6,3,3.85499,-0.755156,0,0,-0.000144196,0,0,0,2.36393
7,3,8.16622,-0.508257,0,0,0.000178938,0,0,0,-0.90019
8,3,15.0631,-0.566659,0,0,-0.000299641,0,0,0,-0.33766
9,3,10.6132,-0.763203,0,0,0.000235863,0,0,0,8.00763
10,3,4.02865,-0.716874,0,0,8.83879e-05,0,0,0,3.0856
1,4,5.84207,0.618555,0,0,-1.66414e-05,0,0,0,-3.07105
2,4,15.6054,0.599412,0,0,-1.68379e-05,0,0,0,-3.28813
3,4,5.67636,0.549264,0,0,-0.00011162,0,0,0,-3.25263
4,4,6.38163,0.630387,0,0,0.000428974,0,0,0,-3.01445
5,4,8.43141,0.40561,0,0,-0.000304729,0,0,0,-3.30456
6,4,7.44595,0.626371,0,0,1.51323e-05,0,0,0,-3.27397
7,4,6.21587,0.628338,0,0,-2.72819e-05,0,0,0,-3.29192
8,4,6.05663,0.510505,0,0,-0.000187484,0,0,0,-3.25314
9,4,10.4857,0.597591,0,0,-7.74746e-05,0,0,0,-3.1835
10,4,9.13129,0.580197,0,0,0.000200544,0,0,0,-3.24725
