rep,id,eta_alpha,eta_D,eta_E,eta_C,eta_B,eta_ECLIPSE0,eta_BUD0,eta_ep,eta_Time0
1,1,-0.13034,-0.222707,0,0,0.14211,0,0,0,8.08508
2,1,1.28448,-0.262809,0,0,0.0025948,0,0,0,-2.80732
3,1,1.37189,-0.238416,0,0,-0.0777392,0,0,0,-3.37654
4,1,0.0972817,-0.240969,0,0,0.0146673,0,0,0,8.39289
5,1,-0.473129,-0.230514,0,0,0.16512,0,0,0,14.0142
6,1,-0.204973,-0.196689,0,0,-0.0329526,0,0,0,2.55307
7,1,0.937381,-0.196592,0,0,0.0505992,0,0,0,-3.04625
8,1,0.118003,-0.257254,0,0,-0.0100669,0,0,0,4.34607
9,1,0.234132,-0.392224,0,0,-0.0811425,0,0,0,4.41379
10,1,0.0925189,-0.2637,0,0,-0.00177667,0,0,0,6.16166
1,2,5.18365,0.30519,0,0,-0.0369449,0,0,0,5.08875
2,2,4.32592,0.256774,0,0,-0.039688,0,0,0,4.44398
3,2,4.18829,0.317901,0,0,-0.0364161,0,0,0,2.29968
4,2,9.3987,0.271889,0,0,-0.0407461,0,0,0,12.5335
5,2,3.20966,0.285942,0,0,0.0617687,0,0,0,7.59573
6,2,6.50616,0.287278,0,0,-0.0337839,0,0,0,3.36684
7,2,3.33806,0.286275,0,0,-0.0221138,0,0,0,1.67861
8,2,3.00102,0.307514,0,0,-0.0659975,0,0,0,3.00712
9,2,6.4309,0.309069,0,0,-0.0416686,0,0,0,3.60356
10,2,4.89828,0.299321,0,0,-0.05099,0,0,0,0.530269
1,3,1.03343,-0.041371,0,0,-0.0403769,0,0,0,-6.38925
2,3,1.21732,-0.0400488,0,0,-0.0139087,0,0,0,-6.57583
3,3,0.827101,-0.0341547,0,0,0.00651707,0,0,0,-6.40182
4,3,0.935556,-0.0316088,0,0,-0.00882927,0,0,0,-6.40021
5,3,0.973138,-0.0258992,0,0,0.0919644,0,0,0,-6.58306
6,3,0.982655,-0.0613856,0,0,-0.0197096,0,0,0,-6.39244
7,3,1.03682,-0.0361119,0,0,-0.0515333,0,0,0,-6.30788
8,3,1.02903,-0.0314369,0,0,-0.0439453,0,0,0,-6.36379
9,3,0.876236,-0.0628868,0,0,-0.16868,0,0,0,-5.86948
10,3,1.49618,-0.0428173,0,0,-0.07712,0,0,0,-6.76523
